"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,1948,1962,9169,157,3342,257
"Agric., ganadería, caza y silvicultura (001)",10977,11,812,7145,93,2916,
"Pesca (002)",729,,380,158,1,190,
"Explotación de minas y canteras (003)",2,1,1,,,,
"Industrias manufactureras (004)",643,21,372,224,13,13,
"Suministro de electricidad, gas y agua (005)",9,4,4,1,,,
"Construcción (006)",173,5,117,43,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1306,119,16,985,27,159,
"Venta, mant.y rep. veh.autom.y motoc. (008)",77,11,11,49,3,3,
"Comercio al por mayor (009)",63,10,3,39,1,10,
"Comercio al por menor (010)",1166,98,2,897,23,146,
"Hoteles y restaurantes (011)",328,67,31,209,4,17,
"Trans., almac. y comunicaciones (012)",250,25,75,142,4,4,
"Intermediación financiera (013)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",112,82,12,12,1,5,
"Admin.pub. y defensa; p. segur.soc.afil (015)",493,452,41,,,,
"Enseñanza (016)",868,844,,21,1,2,
"Servicios sociales y de salud (017)",135,123,,12,,,
"Otras activ. serv.comun.soc y personales (018)",153,93,14,42,,4,
"Hogares privados con servicio doméstico (019)",257,,,,,,257
"Actividad economica no especificada (021)",398,99,87,175,6,31,
"Hombres (022)",12563,1279,1737,7650,138,1705,54
"Agric., ganadería, caza y silvicultura (023)",8619,10,672,6417,87,1433,
"Pesca (024)",699,,365,155,1,178,
"Explotación de minas y canteras (025)",2,1,1,,,,
"Industrias manufactureras (026)",575,17,361,178,12,7,
"Suministro de electricidad, gas y agua (027)",9,4,4,1,,,
"Construcción (028)",171,5,116,42,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",738,81,16,565,21,55,
"Venta, mant.y rep. veh.autom.y motoc. (030)",71,9,11,47,3,1,
"Comercio al por mayor (031)",49,10,3,33,,3,
"Comercio al por menor (032)",618,62,2,485,18,51,
"Hoteles y restaurantes (033)",67,16,7,37,3,4,
"Trans., almac. y comunicaciones (034)",242,21,74,140,3,4,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",79,56,10,10,,3,
"Admin.pub. y defensa; p. segur.soc.afil (037)",421,386,35,,,,
"Enseñanza (038)",501,488,,11,1,1,
"Servicios sociales y de salud (039)",82,70,,12,,,
"Otras activ. serv.comun.soc y personales (040)",88,58,10,16,,4,
"Hogares privados con servicio doméstico (041)",54,,,,,,54
"Actividad economica no especificada (043)",214,64,66,66,3,15,
"Mujeres (044)",4272,669,225,1519,19,1637,203
"Agric., ganadería, caza y silvicultura (045)",2358,1,140,728,6,1483,
"Pesca (046)",30,,15,3,,12,
"Industrias manufactureras (048)",68,4,11,46,1,6,
"Construcción (050)",2,,1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",568,38,,420,6,104,
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,2,,2,,2,
"Comercio al por mayor (053)",14,,,6,1,7,
"Comercio al por menor (054)",548,36,,412,5,95,
"Hoteles y restaurantes (055)",261,51,24,172,1,13,
"Trans., almac. y comunicaciones (056)",8,4,1,2,1,,
"Activid.inmobil., empres. y alquileres (058)",33,26,2,2,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (059)",72,66,6,,,,
"Enseñanza (060)",367,356,,10,,1,
"Servicios sociales y de salud (061)",53,53,,,,,
"Otras activ. serv.comun.soc y personales (062)",65,35,4,26,,,
"Hogares privados con servicio doméstico (063)",203,,,,,,203
"Actividad economica no especificada (065)",184,35,21,109,3,16,
,,,,,,,
"URBANA (066)",4864,1308,818,2093,66,402,177
"Agric., ganadería, caza y silvicultura (067)",1142,7,170,757,19,189,
"Pesca (068)",170,,99,25,,46,
"Explotación de minas y canteras (069)",1,1,,,,,
"Industrias manufactureras (070)",470,15,282,154,9,10,
"Suministro de electricidad, gas y agua (071)",7,4,2,1,,,
"Construcción (072)",121,4,73,38,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",938,101,15,690,19,113,
"Venta, mant.y rep. veh.autom.y motoc. (074)",62,8,11,38,3,2,
"Comercio al por mayor (075)",50,10,3,28,1,8,
"Comercio al por menor (076)",826,83,1,624,15,103,
"Hoteles y restaurantes (077)",243,46,18,160,3,16,
"Trans., almac. y comunicaciones (078)",201,20,48,125,4,4,
"Intermediación financiera (079)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (080)",101,76,10,11,1,3,
"Admin.pub. y defensa; p. segur.soc.afil (081)",331,299,32,,,,
"Enseñanza (082)",496,478,,17,,1,
"Servicios sociales y de salud (083)",105,99,,6,,,
"Otras activ. serv.comun.soc y personales (084)",118,72,9,36,,1,
"Hogares privados con servicio doméstico (085)",177,,,,,,177
"Actividad economica no especificada (087)",241,84,60,73,6,18,
"Hombres (088)",3331,821,749,1454,52,217,38
"Agric., ganadería, caza y silvicultura (089)",938,6,146,663,17,106,
"Pesca (090)",164,,96,23,,45,
"Explotación de minas y canteras (091)",1,1,,,,,
"Industrias manufactureras (092)",422,11,275,121,8,7,
"Suministro de electricidad, gas y agua (093)",7,4,2,1,,,
"Construcción (094)",121,4,73,38,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",510,72,15,373,14,36,
"Venta, mant.y rep. veh.autom.y motoc. (096)",58,7,11,36,3,1,
"Comercio al por mayor (097)",41,10,3,26,,2,
"Comercio al por menor (098)",411,55,1,311,11,33,
"Hoteles y restaurantes (099)",52,10,6,30,2,4,
"Trans., almac. y comunicaciones (100)",194,17,47,123,3,4,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",69,50,8,9,,2,
"Admin.pub. y defensa; p. segur.soc.afil (103)",265,239,26,,,,
"Enseñanza (104)",269,258,,10,,1,
"Servicios sociales y de salud (105)",59,53,,6,,,
"Otras activ. serv.comun.soc y personales (106)",63,41,8,13,,1,
"Hogares privados con servicio doméstico (107)",38,,,,,,38
"Actividad economica no especificada (109)",157,53,47,44,3,10,
"Mujeres (110)",1533,487,69,639,14,185,139
"Agric., ganadería, caza y silvicultura (111)",204,1,24,94,2,83,
"Pesca (112)",6,,3,2,,1,
"Industrias manufactureras (114)",48,4,7,33,1,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",428,29,,317,5,77,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,1,,2,,1,
"Comercio al por mayor (119)",9,,,2,1,6,
"Comercio al por menor (120)",415,28,,313,4,70,
"Hoteles y restaurantes (121)",191,36,12,130,1,12,
"Trans., almac. y comunicaciones (122)",7,3,1,2,1,,
"Activid.inmobil., empres. y alquileres (124)",32,26,2,2,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (125)",66,60,6,,,,
"Enseñanza (126)",227,220,,7,,,
"Servicios sociales y de salud (127)",46,46,,,,,
