"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CAJATAMBO (000)",8358,4288,4070,5049,2517,2532,3309,1771,1538
"Menores de 1 año (001)",132,77,55,77,48,29,55,29,26
"Menores de 1 mes (002)",10,6,4,3,1,2,7,5,2
"De 1 a 11 meses (003)",122,71,51,74,47,27,48,24,24
"De 1 a 4 años (004)",769,393,376,437,213,224,332,180,152
"1 año (005)",174,88,86,96,44,52,78,44,34
"2 años (006)",199,106,93,114,57,57,85,49,36
"3 años (007)",205,94,111,118,53,65,87,41,46
"4 años (008)",191,105,86,109,59,50,82,46,36
"De 5 a 9 años (009)",935,459,476,540,283,257,395,176,219
"5 años (010)",148,73,75,79,42,37,69,31,38
"6 años (011)",175,88,87,99,50,49,76,38,38
"7 años (012)",210,91,119,111,54,57,99,37,62
"8 años (013)",219,110,109,136,69,67,83,41,42
"9 años (014)",183,97,86,115,68,47,68,29,39
"De 10 a 14 años (015)",1011,514,497,649,323,326,362,191,171
"10 años (016)",215,120,95,129,71,58,86,49,37
"11 años (017)",194,94,100,127,65,62,67,29,38
"12 años (018)",214,105,109,133,59,74,81,46,35
"13 años (019)",197,100,97,127,60,67,70,40,30
"14 años (020)",191,95,96,133,68,65,58,27,31
"De 15 a 19 años (021)",672,368,304,440,246,194,232,122,110
"15 años (022)",173,88,85,123,64,59,50,24,26
"16 años (023)",173,100,73,126,76,50,47,24,23
"17 años (024)",133,65,68,82,40,42,51,25,26
"18 años (025)",95,60,35,52,34,18,43,26,17
"19 años (026)",98,55,43,57,32,25,41,23,18
"De 20 a 24 años (027)",434,229,205,219,114,105,215,115,100
"20 años (028)",77,39,38,37,15,22,40,24,16
"21 años (029)",68,36,32,41,20,21,27,16,11
"22 años (030)",91,53,38,41,23,18,50,30,20
"23 años (031)",94,46,48,44,23,21,50,23,27
"24 años (032)",104,55,49,56,33,23,48,22,26
"De 25 a 29 años (033)",477,247,230,280,136,144,197,111,86
"25 años (034)",77,36,41,44,18,26,33,18,15
"26 años (035)",93,53,40,47,26,21,46,27,19
"27 años (036)",107,60,47,66,33,33,41,27,14
"28 años (037)",117,55,62,76,36,40,41,19,22
"29 años (038)",83,43,40,47,23,24,36,20,16
"De 30 a 34 años (039)",516,259,257,300,139,161,216,120,96
"30 años (040)",145,78,67,85,44,41,60,34,26
"31 años (041)",73,27,46,53,18,35,20,9,11
"32 años (042)",113,62,51,57,27,30,56,35,21
"33 años (043)",85,38,47,51,24,27,34,14,20
"34 años (044)",100,54,46,54,26,28,46,28,18
"De 35 a 39 años (045)",547,282,265,331,171,160,216,111,105
"35 años (046)",101,50,51,63,32,31,38,18,20
"36 años (047)",121,61,60,73,33,40,48,28,20
