"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Intermediación financiera (057)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",29,1,8,9,4,1,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",117,5,9,13,56,,,,3,30,1,
"Enseñanza (060)",426,1,403,4,11,,,,,7,,
"Servicios sociales y de salud (061)",63,,30,27,2,,,,,4,,
"Otras activ. serv.comun.soc y personales (062)",22,,2,5,4,5,,,1,5,,
"Hogares privados con servicio doméstico (063)",40,,,,,,,,,40,,
"Actividad economica no especificada (065)",177,,1,1,10,,,,,,,165
,,,,,,,,,,,,
"URBANA (066)",4607,31,638,166,159,269,1105,113,277,1585,45,219
"Agric., ganadería, caza y silvicultura (067)",2226,,5,14,,,1095,,2,1110,,
"Pesca (068)",12,,,,,,10,,,2,,
"Explotación de minas y canteras (069)",12,,1,,1,,,4,3,3,,
"Industrias manufactureras (070)",101,,2,5,1,2,,84,6,1,,
"Suministro de electricidad, gas y agua (071)",27,,1,3,,,,1,1,21,,
"Construcción (072)",383,,11,12,4,,,6,136,214,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",291,,5,11,,206,,16,,53,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",29,,2,5,,8,,14,,,,
"Comercio al por mayor (075)",9,,,,,9,,,,,,
"Comercio al por menor (076)",253,,3,6,,189,,2,,53,,
"Hoteles y restaurantes (077)",72,,,7,2,44,,,,19,,
"Trans., almac. y comunicaciones (078)",110,,,2,7,,,,87,14,,
"Intermediación financiera (079)",2,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",58,,23,12,10,7,,,1,5,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",378,22,47,40,103,5,,2,36,78,45,
"Enseñanza (082)",530,9,492,5,12,,,,,12,,
"Servicios sociales y de salud (083)",89,,45,34,2,,,,4,4,,
"Otras activ. serv.comun.soc y personales (084)",37,,2,17,4,5,,,1,8,,
"Hogares privados con servicio doméstico (085)",41,,,,,,,,,41,,
"Actividad economica no especificada (087)",238,,3,3,13,,,,,,,219
"Hombres (088)",2993,27,314,115,95,90,911,84,269,914,45,129
"Agric., ganadería, caza y silvicultura (089)",1484,,5,14,,,901,,2,562,,
"Pesca (090)",12,,,,,,10,,,2,,
"Explotación de minas y canteras (091)",12,,1,,1,,,4,3,3,,
"Industrias manufactureras (092)",66,,,5,1,1,,55,3,1,,
"Suministro de electricidad, gas y agua (093)",23,,1,3,,,,1,1,17,,
"Construcción (094)",366,,10,12,3,,,6,134,201,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",119,,4,9,,70,,16,,20,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",25,,1,4,,6,,14,,,,
"Comercio al por mayor (097)",5,,,,,5,,,,,,
"Comercio al por menor (098)",89,,3,5,,59,,2,,20,,
"Hoteles y restaurantes (099)",15,,,2,,7,,,,6,,
"Trans., almac. y comunicaciones (100)",99,,,,3,,,,87,9,,
"Intermediación financiera (101)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",40,,17,7,7,6,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",304,19,38,29,66,5,,2,34,66,45,
"Enseñanza (104)",238,8,215,2,6,,,,,7,,
"Servicios sociales y de salud (105)",41,,18,17,1,,,,4,1,,
"Otras activ. serv.comun.soc y personales (106)",22,,2,13,1,1,,,,5,,
"Hogares privados con servicio doméstico (107)",12,,,,,,,,,12,,
"Actividad economica no especificada (109)",139,,2,2,6,,,,,,,129
"Mujeres (110)",1614,4,324,51,64,179,194,29,8,671,,90
"Agric., ganadería, caza y silvicultura (111)",742,,,,,,194,,,548,,
"Industrias manufactureras (114)",35,,2,,,1,,29,3,,,
"Suministro de electricidad, gas y agua (115)",4,,,,,,,,,4,,
"Construcción (116)",17,,1,,1,,,,2,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",172,,1,2,,136,,,,33,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,1,1,,2,,,,,,
"Comercio al por mayor (119)",4,,,,,4,,,,,,
"Comercio al por menor (120)",164,,,1,,130,,,,33,,
"Hoteles y restaurantes (121)",57,,,5,2,37,,,,13,,
"Trans., almac. y comunicaciones (122)",11,,,2,4,,,,,5,,
"Intermediación financiera (123)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",18,,6,5,3,1,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",74,3,9,11,37,,,,2,12,,
"Enseñanza (126)",292,1,277,3,6,,,,,5,,
"Servicios sociales y de salud (127)",48,,27,17,1,,,,,3,,
"Otras activ. serv.comun.soc y personales (128)",15,,,4,3,4,,,1,3,,
"Hogares privados con servicio doméstico (129)",29,,,,,,,,,29,,
"Actividad economica no especificada (131)",99,,1,1,7,,,,,,,90
,,,,,,,,,,,,
"RURAL (132)",5491,13,281,162,85,158,1854,292,392,1990,14,250
"Agric., ganadería, caza y silvicultura (133)",3340,,5,9,,,1798,,,1528,,
"Pesca (134)",88,,,,,,56,,,32,,
"Explotación de minas y canteras (135)",530,,26,88,20,,,226,117,53,,
"Industrias manufactureras (136)",50,,,,,,,49,,1,,
"Suministro de electricidad, gas y agua (137)",5,,,,,,,,,5,,
"Construcción (138)",353,,2,7,,,,2,162,180,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",143,,1,5,,109,,9,,19,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",12,,,3,,2,,7,,,,
"Comercio al por mayor (141)",11,,,,,11,,,,,,
"Comercio al por menor (142)",120,,1,2,,96,,2,,19,,
"Hoteles y restaurantes (143)",45,,,2,2,20,,,,21,,
"Trans., almac. y comunicaciones (144)",86,,,1,4,1,,,76,4,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",66,1,11,17,7,24,,,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",232,5,7,9,36,2,,6,34,119,14,
"Enseñanza (148)",239,7,219,2,6,,,,,5,,
"Servicios sociales y de salud (149)",28,,7,18,1,1,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",16,,3,3,3,1,,,1,5,,
"Hogares privados con servicio doméstico (151)",13,,,,,,,,,13,,
"Actividad economica no especificada (153)",256,,,1,5,,,,,,,250
"Hombres (154)",4054,10,144,138,50,82,1577,267,386,1212,13,175
"Agric., ganadería, caza y silvicultura (155)",2366,,4,9,,,1522,,,831,,
"Pesca (156)",87,,,,,,55,,,32,,
"Explotación de minas y canteras (157)",509,,24,87,18,,,213,116,51,,
"Industrias manufactureras (158)",38,,,,,,,37,,1,,
"Suministro de electricidad, gas y agua (159)",5,,,,,,,,,5,,
"Construcción (160)",334,,2,7,,,,2,159,164,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",68,,,3,,50,,9,,6,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",11,,,3,,1,,7,,,,
"Comercio al por mayor (163)",9,,,,,9,,,,,,
"Comercio al por menor (164)",48,,,,,40,,2,,6,,
"Hoteles y restaurantes (165)",17,,,,1,5,,,,11,,
"Trans., almac. y comunicaciones (166)",78,,,,2,,,,75,1,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",55,,9,13,6,24,,,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",189,3,7,7,17,2,,6,33,101,13,
"Enseñanza (170)",105,7,93,1,1,,,,,3,,
"Servicios sociales y de salud (171)",13,,4,8,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",9,,1,2,2,,,,1,3,,
"Hogares privados con servicio doméstico (173)",2,,,,,,,,,2,,
"Actividad economica no especificada (175)",178,,,1,2,,,,,,,175
"Mujeres (176)",1437,3,137,24,35,76,277,25,6,778,1,75
"Agric., ganadería, caza y silvicultura (177)",974,,1,,,,276,,,697,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",21,,2,1,2,,,13,1,2,,
"Industrias manufactureras (180)",12,,,,,,,12,,,,
"Construcción (182)",19,,,,,,,,3,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",75,,1,2,,59,,,,13,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",72,,1,2,,56,,,,13,,
"Hoteles y restaurantes (187)",28,,,2,1,15,,,,10,,
"Trans., almac. y comunicaciones (188)",8,,,1,2,1,,,1,3,,
"Activid.inmobil., empres. y alquileres (190)",11,1,2,4,1,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",43,2,,2,19,,,,1,18,1,
"Enseñanza (192)",134,,126,1,5,,,,,2,,
"Servicios sociales y de salud (193)",15,,3,10,1,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",7,,2,1,1,1,,,,2,,
"Hogares privados con servicio doméstico (195)",11,,,,,,,,,11,,
"Actividad economica no especificada (197)",78,,,,3,,,,,,,75
