"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ATALAYA (000)",677,46,331,203,86,11
"Conviviente (001)",371,2,168,149,50,2
"Separado(a) (002)",15,1,6,3,4,1
"Casado(a) (003)",55,,7,18,24,6
"Viudo(a) (004)",11,,,7,3,1
"Divorciado(a) (005)",2,,1,,1,
"Soltero(a) (006)",223,43,149,26,4,1
"Hombres (008)",502,28,229,160,74,11
"Conviviente (009)",269,,107,114,46,2
"Separado(a) (010)",10,1,2,3,3,1
"Casado(a) (011)",44,,3,15,20,6
"Viudo(a) (012)",4,,,3,,1
"Divorciado(a) (013)",2,,1,,1,
"Soltero(a) (014)",173,27,116,25,4,1
"Mujeres (016)",175,18,102,43,12,
"Conviviente (017)",102,2,61,35,4,
"Separado(a) (018)",5,,4,,1,
"Casado(a) (019)",11,,4,3,4,
"Viudo(a) (020)",7,,,4,3,
"Soltero(a) (022)",50,16,33,1,,
,,,,,,
"AREA URBANA (024)",269,12,128,80,38,11
"Conviviente (025)",124,,54,54,14,2
"Separado(a) (026)",5,,1,,3,1
"Casado(a) (027)",36,,4,9,17,6
"Viudo(a) (028)",4,,,2,1,1
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",99,12,69,15,2,1
"Hombres (032)",203,6,91,61,34,11
"Conviviente (033)",92,,37,39,14,2
"Separado(a) (034)",4,,,,3,1
"Casado(a) (035)",28,,1,7,14,6
"Viudo(a) (036)",2,,,1,,1
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",76,6,53,14,2,1
"Mujeres (040)",66,6,37,19,4,
"Conviviente (041)",32,,17,15,,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",8,,3,2,3,
"Viudo(a) (044)",2,,,1,1,
"Soltero(a) (046)",23,6,16,1,,
,,,,,,
"AREA RURAL (048)",408,34,203,123,48,
"Conviviente (049)",247,2,114,95,36,
"Separado(a) (050)",10,1,5,3,1,
"Casado(a) (051)",19,,3,9,7,
"Viudo(a) (052)",7,,,5,2,
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",124,31,80,11,2,
"Hombres (056)",299,22,138,99,40,
"Conviviente (057)",177,,70,75,32,
"Separado(a) (058)",6,1,2,3,,
"Casado(a) (059)",16,,2,8,6,
"Viudo(a) (060)",2,,,2,,
"Divorciado(a) (061)",1,,1,,,
"Soltero(a) (062)",97,21,63,11,2,
"Mujeres (064)",109,12,65,24,8,
"Conviviente (065)",70,2,44,20,4,
"Separado(a) (066)",4,,3,,1,
"Casado(a) (067)",3,,1,1,1,
"Viudo(a) (068)",5,,,3,2,
"Soltero(a) (070)",27,10,17,,,
