"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia JAEN (000)",183634,94094,89540,91910,45737,46173,91724,48357,43367
"Menores de 1 año (001)",3681,1863,1818,1652,819,833,2029,1044,985
"Menores de 1 mes (002)",338,166,172,152,71,81,186,95,91
"De 1 a 11 meses (003)",3343,1697,1646,1500,748,752,1843,949,894
"De 1 a 4 años (004)",16333,8442,7891,7241,3773,3468,9092,4669,4423
"1 año (005)",3912,1993,1919,1804,946,858,2108,1047,1061
"2 años (006)",4251,2218,2033,1911,1011,900,2340,1207,1133
"3 años (007)",4054,2117,1937,1753,923,830,2301,1194,1107
"4 años (008)",4116,2114,2002,1773,893,880,2343,1221,1122
"De 5 a 9 años (009)",21479,10979,10500,9241,4718,4523,12238,6261,5977
"5 años (010)",3952,1997,1955,1723,884,839,2229,1113,1116
"6 años (011)",3836,1932,1904,1663,835,828,2173,1097,1076
"7 años (012)",4433,2316,2117,1908,1007,901,2525,1309,1216
"8 años (013)",4715,2380,2335,1982,984,998,2733,1396,1337
"9 años (014)",4543,2354,2189,1965,1008,957,2578,1346,1232
"De 10 a 14 años (015)",23921,12296,11625,10944,5490,5454,12977,6806,6171
"10 años (016)",4734,2436,2298,1957,997,960,2777,1439,1338
"11 años (017)",4496,2321,2175,2025,998,1027,2471,1323,1148
"12 años (018)",5194,2650,2544,2323,1177,1146,2871,1473,1398
"13 años (019)",4845,2495,2350,2309,1158,1151,2536,1337,1199
"14 años (020)",4652,2394,2258,2330,1160,1170,2322,1234,1088
"De 15 a 19 años (021)",19569,10067,9502,10427,5097,5330,9142,4970,4172
"15 años (022)",4563,2317,2246,2336,1128,1208,2227,1189,1038
"16 años (023)",4287,2201,2086,2290,1129,1161,1997,1072,925
"17 años (024)",3900,2021,1879,1973,979,994,1927,1042,885
"18 años (025)",3623,1905,1718,2008,1011,997,1615,894,721
"19 años (026)",3196,1623,1573,1820,850,970,1376,773,603
"De 20 a 24 años (027)",16401,8294,8107,8931,4273,4658,7470,4021,3449
"20 años (028)",3633,1846,1787,1962,937,1025,1671,909,762
"21 años (029)",2933,1444,1489,1655,770,885,1278,674,604
"22 años (030)",3417,1755,1662,1882,912,970,1535,843,692
"23 años (031)",3207,1638,1569,1708,846,862,1499,792,707
"24 años (032)",3211,1611,1600,1724,808,916,1487,803,684
"De 25 a 29 años (033)",14134,7046,7088,7478,3535,3943,6656,3511,3145
"25 años (034)",2966,1517,1449,1541,751,790,1425,766,659
"26 años (035)",2687,1296,1391,1450,660,790,1237,636,601
"27 años (036)",3061,1505,1556,1623,755,868,1438,750,688
"28 años (037)",2842,1447,1395,1500,706,794,1342,741,601
"29 años (038)",2578,1281,1297,1364,663,701,1214,618,596
