"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA MAR (000)",26558,2241,3545,15332,496,4789,155
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",28,27,,,1,,
"Profes., científicos e intelectuales (002)",1221,1092,,123,4,2,
"Técnicos de nivel medio y trab. asimilados (003)",310,197,,98,15,,
"Jefes y empleados de oficina (004)",222,222,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1994,235,11,1385,53,310,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",12492,1,1,12129,361,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",407,,105,264,18,20,
"Obreros construc.,conf.,papel, fab., instr. (008)",737,105,244,355,19,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8235,160,3067,588,10,4255,155
"Otra (010)",86,86,,,,,
"Ocupación no especificada (011)",826,116,117,390,15,188,
"Hombres (012)",19228,1433,2652,12291,409,2413,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",24,23,,,1,,
"Profes., científicos e intelectuales (014)",700,641,,55,3,1,
"Técnicos de nivel medio y trab. asimilados (015)",221,142,,71,8,,
"Jefes y empleados de oficina (016)",151,151,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",731,132,5,510,18,66,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",11078,1,1,10745,331,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",360,,101,232,15,12,
"Obreros construc.,conf.,papel, fab., instr. (020)",729,105,240,351,19,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4818,81,2239,186,7,2275,30
"Otra (022)",86,86,,,,,
"Ocupación no especificada (023)",330,71,66,141,7,45,
"Mujeres (024)",7330,808,893,3041,87,2376,125
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",521,451,,68,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",89,55,,27,7,,
"Jefes y empleados de oficina (028)",71,71,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1263,103,6,875,35,244,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1414,,,1384,30,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",47,,4,32,3,8,
"Obreros construc.,conf.,papel, fab., instr. (032)",8,,4,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3417,79,828,402,3,1980,125
"Ocupación no especificada (035)",496,45,51,249,8,143,
,,,,,,,
"URBANA (036)",12204,1681,1746,6370,308,1999,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",20,19,,,1,,
"Profes., científicos e intelectuales (038)",865,760,,99,4,2,
"Técnicos de nivel medio y trab. asimilados (039)",238,131,,93,14,,
"Jefes y empleados de oficina (040)",189,189,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1712,202,10,1190,45,265,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4009,1,1,3808,199,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",320,,60,231,16,13,
"Obreros construc.,conf.,papel, fab., instr. (044)",510,74,142,273,13,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3775,129,1448,468,8,1622,100
"Otra (046)",78,78,,,,,
"Ocupación no especificada (047)",488,98,85,208,8,89,
"Hombres (048)",7964,1049,1271,4407,245,975,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,16,,,1,,
"Profes., científicos e intelectuales (050)",480,431,,45,3,1,
"Técnicos de nivel medio y trab. asimilados (051)",165,90,,67,8,,
"Jefes y empleados de oficina (052)",124,124,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",646,116,5,449,18,58,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",3335,1,1,3155,178,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",289,,57,207,14,11,
"Obreros construc.,conf.,papel, fab., instr. (056)",507,74,140,272,13,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2094,63,1017,127,5,865,17
"Otra (058)",78,78,,,,,
"Ocupación no especificada (059)",229,56,51,85,5,32,
"Mujeres (060)",4240,632,475,1963,63,1024,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",385,329,,54,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",73,41,,26,6,,
"Jefes y empleados de oficina (064)",65,65,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1066,86,5,741,27,207,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",674,,,653,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",31,,3,24,2,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",3,,2,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1681,66,431,341,3,757,83
"Ocupación no especificada (071)",259,42,34,123,3,57,
,,,,,,,
"RURAL (072)",14354,560,1799,8962,188,2790,55
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,8,,,,,
"Profes., científicos e intelectuales (074)",356,332,,24,,,
"Técnicos de nivel medio y trab. asimilados (075)",72,66,,5,1,,
"Jefes y empleados de oficina (076)",33,33,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",282,33,1,195,8,45,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8483,,,8321,162,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",87,,45,33,2,7,
"Obreros construc.,conf.,papel, fab., instr. (080)",227,31,102,82,6,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4460,31,1619,120,2,2633,55
"Otra (082)",8,8,,,,,
"Ocupación no especificada (083)",338,18,32,182,7,99,
"Hombres (084)",11264,384,1381,7884,164,1438,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",220,210,,10,,,
"Técnicos de nivel medio y trab. asimilados (087)",56,52,,4,,,
"Jefes y empleados de oficina (088)",27,27,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",85,16,,61,,8,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7743,,,7590,153,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",71,,44,25,1,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",222,31,100,79,6,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2724,18,1222,59,2,1410,13
"Otra (094)",8,8,,,,,
"Ocupación no especificada (095)",101,15,15,56,2,13,
"Mujeres (096)",3090,176,418,1078,24,1352,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",136,122,,14,,,
"Técnicos de nivel medio y trab. asimilados (099)",16,14,,1,1,,
