"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SUCRE (000)",3714,335,3,1153,1332,116,416,70,289
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",40,,,3,16,4,7,,10
"Profes., científicos e intelectuales (002)",516,,,,45,25,203,21,222
"Técnicos de nivel medio ytrab.asimilados (003)",60,,,1,8,6,36,5,4
"Jefes y empleados de oficina (004)",95,,,1,30,8,41,5,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",229,16,,63,107,9,22,5,7
"Agricult.trabaj. calif.agrop. y pesquros (006)",1142,154,1,509,408,16,33,12,9
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",105,4,,25,60,5,7,1,3
"Obreros. construc., conf., papel, fab., instr (008)",86,1,,16,57,2,4,5,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",1249,148,2,482,510,36,46,12,13
"Otra (010)",6,,,,1,2,2,,1
"Ocupación no especificada (011)",186,12,,53,90,3,15,4,9
"Hombres (012)",2581,130,1,825,1024,80,272,52,197
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",31,,,2,11,4,5,,9
"Profes., científicos e intelectuales (014)",304,,,,20,10,118,11,145
"Técnicos de nivel medio ytrab.asimilados (015)",43,,,1,6,6,24,3,3
"Jefes y empleados de oficina (016)",70,,,1,24,7,26,4,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",60,2,,15,25,2,10,2,4
"Agricult.trabaj. calif.agrop. y pesquros (018)",935,74,,435,363,13,29,12,9
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",92,,,23,54,5,7,1,2
"Obreros. construc., conf., papel, fab., instr (020)",85,1,,16,57,2,4,4,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",826,48,1,299,393,28,35,12,10
"Otra (022)",6,,,,1,2,2,,1
"Ocupación no especificada (023)",129,5,,33,70,1,12,3,5
"Mujeres (024)",1133,205,2,328,308,36,144,18,92
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",9,,,1,5,,2,,1
"Profes., científicos e intelectuales (026)",212,,,,25,15,85,10,77
"Técnicos de nivel medio ytrab.asimilados (027)",17,,,,2,,12,2,1
"Jefes y empleados de oficina (028)",25,,,,6,1,15,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",169,14,,48,82,7,12,3,3
"Agricult.trabaj. calif.agrop. y pesquros (030)",207,80,1,74,45,3,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",13,4,,2,6,,,,1
"Obreros. construc., conf., papel, fab., instr (032)",1,,,,,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",423,100,1,183,117,8,11,,3
"Ocupación no especificada (035)",57,7,,20,20,2,3,1,4
,,,,,,,,,
"URBANA (036)",2428,165,3,622,876,94,360,60,248
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",34,,,2,13,4,7,,8
"Profes., científicos e intelectuales (038)",437,,,,30,16,175,18,198
"Técnicos de nivel medio ytrab.asimilados (039)",45,,,,4,3,29,5,4
