"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ZARUMILLA (000)",38204,1939,3982,4189,4538,8172,6195,7745,1444
"Sabe leer y escribir (001)",34154,,2998,4131,4488,8043,6015,7309,1170
"No sabe leer y escribir (002)",4050,1939,984,58,50,129,180,436,274
"Hombres (004)",20204,1018,2031,2101,2487,4234,3233,4296,804
"Sabe leer y escribir (005)",18145,,1501,2059,2457,4168,3155,4110,695
"No sabe leer y escribir (006)",2059,1018,530,42,30,66,78,186,109
"Mujeres (008)",18000,921,1951,2088,2051,3938,2962,3449,640
"Sabe leer y escribir (009)",16009,,1497,2072,2031,3875,2860,3199,475
"No sabe leer y escribir (010)",1991,921,454,16,20,63,102,250,165
,,,,,,,,,
"URBANA (012)",34775,1785,3583,3839,4135,7475,5674,7041,1243
"Sabe leer y escribir (013)",31246,,2739,3791,4095,7366,5523,6706,1026
"No sabe leer y escribir (014)",3529,1785,844,48,40,109,151,335,217
"Hombres (016)",18317,936,1827,1920,2271,3863,2940,3885,675
"Sabe leer y escribir (017)",16512,,1367,1887,2247,3809,2873,3736,593
"No sabe leer y escribir (018)",1805,936,460,33,24,54,67,149,82
"Mujeres (020)",16458,849,1756,1919,1864,3612,2734,3156,568
"Sabe leer y escribir (021)",14734,,1372,1904,1848,3557,2650,2970,433
"No sabe leer y escribir (022)",1724,849,384,15,16,55,84,186,135
,,,,,,,,,
"RURAL (024)",3429,154,399,350,403,697,521,704,201
"Sabe leer y escribir (025)",2908,,259,340,393,677,492,603,144
"No sabe leer y escribir (026)",521,154,140,10,10,20,29,101,57
"Hombres (028)",1887,82,204,181,216,371,293,411,129
"Sabe leer y escribir (029)",1633,,134,172,210,359,282,374,102
"No sabe leer y escribir (030)",254,82,70,9,6,12,11,37,27
"Mujeres (032)",1542,72,195,169,187,326,228,293,72
"Sabe leer y escribir (033)",1275,,125,168,183,318,210,229,42
"No sabe leer y escribir (034)",267,72,70,1,4,8,18,64,30
