"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CORONGO (000)",8329,4264,4065,4113,2116,1997,4216,2148,2068
"Menores de 1 año (001)",119,57,62,54,28,26,65,29,36
"Menores de 1 mes (002)",19,10,9,9,6,3,10,4,6
"De 1 a 11 meses (003)",100,47,53,45,22,23,55,25,30
"De 1 a 4 años (004)",715,381,334,303,162,141,412,219,193
"1 año (005)",148,78,70,62,32,30,86,46,40
"2 años (006)",173,97,76,82,46,36,91,51,40
"3 años (007)",202,110,92,86,50,36,116,60,56
"4 años (008)",192,96,96,73,34,39,119,62,57
"De 5 a 9 años (009)",830,432,398,377,204,173,453,228,225
"5 años (010)",137,70,67,62,34,28,75,36,39
"6 años (011)",151,89,62,80,44,36,71,45,26
"7 años (012)",194,97,97,89,47,42,105,50,55
"8 años (013)",158,76,82,59,28,31,99,48,51
"9 años (014)",190,100,90,87,51,36,103,49,54
"De 10 a 14 años (015)",1067,542,525,470,248,222,597,294,303
"10 años (016)",225,104,121,99,49,50,126,55,71
"11 años (017)",188,95,93,73,36,37,115,59,56
"12 años (018)",247,130,117,110,63,47,137,67,70
"13 años (019)",203,102,101,93,49,44,110,53,57
"14 años (020)",204,111,93,95,51,44,109,60,49
"De 15 a 19 años (021)",835,443,392,374,195,179,461,248,213
"15 años (022)",218,114,104,94,49,45,124,65,59
"16 años (023)",180,94,86,81,40,41,99,54,45
"17 años (024)",180,93,87,78,42,36,102,51,51
"18 años (025)",137,78,59,66,39,27,71,39,32
"19 años (026)",120,64,56,55,25,30,65,39,26
"De 20 a 24 años (027)",569,311,258,252,136,116,317,175,142
"20 años (028)",139,76,63,69,37,32,70,39,31
"21 años (029)",92,55,37,39,26,13,53,29,24
"22 años (030)",103,58,45,38,19,19,65,39,26
"23 años (031)",124,59,65,54,25,29,70,34,36
"24 años (032)",111,63,48,52,29,23,59,34,25
"De 25 a 29 años (033)",514,262,252,246,123,123,268,139,129
"25 años (034)",112,55,57,42,18,24,70,37,33
"26 años (035)",91,47,44,48,27,21,43,20,23
"27 años (036)",115,63,52,57,28,29,58,35,23
"28 años (037)",98,51,47,49,27,22,49,24,25
"29 años (038)",98,46,52,50,23,27,48,23,25
"De 30 a 34 años (039)",511,261,250,271,148,123,240,113,127
"30 años (040)",114,58,56,68,32,36,46,26,20
"31 años (041)",87,49,38,44,22,22,43,27,16
"32 años (042)",101,55,46,53,32,21,48,23,25
"33 años (043)",108,52,56,56,36,20,52,16,36
"34 años (044)",101,47,54,50,26,24,51,21,30
"De 35 a 39 años (045)",522,254,268,260,129,131,262,125,137
"35 años (046)",112,57,55,52,29,23,60,28,32
"36 años (047)",91,42,49,40,21,19,51,21,30
