"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Activid.inmobil., empres. y alquileres (036)",225873,92880,29410,41304,62279
"Admin.pub. y defensa; p. segur soc.afil (037)",86042,,,,86042
"Enseñanza (038)",65406,10491,10362,19648,24905
"Servicios sociales y de salud (039)",36197,10880,2174,2456,20687
"Otras activ. serv.comun.soc y personales (040)",88114,48052,12988,13315,13759
"Hogares privados con servicio doméstico (041)",7245,7245,,,
"Organiz. y organos extraterritoriales (042)",270,,42,58,170
"Actividad economica no especificada (043)",83863,39488,11011,13326,20038
"Mujeres (044)",1339135,811879,126701,159925,240630
"Agric., ganadería, caza y silvicultura (045)",7863,5666,1098,558,541
"Pesca (046)",517,137,67,98,215
"Explotación de minas y canteras (047)",2124,271,163,386,1304
"Industrias manufactureras (048)",149285,70942,21556,22633,34154
"Suministro de electricidad, gas y agua (049)",1072,87,54,320,611
"Construcción (050)",8299,3415,1289,1961,1634
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",361583,313160,24004,17577,6842
"Venta, mant.y rep. veh.autom y motoc. (052)",8986,5054,1606,1522,804
"Comercio al por mayor (053)",22768,9757,2723,4250,6038
"Comercio al por menor (054)",329829,298349,19675,11805,
"Hoteles y restaurantes (055)",112665,88463,11620,8145,4437
"Trans., almac. y comunicaciones (056)",42616,18532,4071,6823,13190
"Intermediación financiera (057)",19977,1653,1710,5893,10721
"Activid.inmobil., empres. y alquileres (058)",118617,42634,16471,25594,33918
"Admin.pub. y defensa; p. segur soc.afil (059)",35050,,,,35050
"Enseñanza (060)",121595,20063,23148,45644,32740
"Servicios sociales y de salud (061)",75008,20918,4861,5505,43724
"Otras activ. serv.comun.soc y personales (062)",73942,46418,9071,9634,8819
"Hogares privados con servicio doméstico (063)",146672,146672,,,
"Organiz. y organos extraterritoriales (064)",181,,34,48,99
"Actividad economica no especificada (065)",62069,32848,7484,9106,12631
,,,,,
"URBANA (066)",3282559,1890175,346533,402283,643568
"Agric., ganadería, caza y silvicultura (067)",30729,21781,4263,2557,2128
"Pesca (068)",3967,2092,486,483,906
"Explotación de minas y canteras (069)",12044,1572,1035,2021,7416
"Industrias manufactureras (070)",459158,219831,69174,69764,100389
"Suministro de electricidad, gas y agua (071)",8113,1154,442,2489,4028
"Construcción (072)",194238,118350,28451,26617,20820
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",787594,653939,64289,46951,22415
"Venta, mant.y rep. veh.autom y motoc. (074)",89427,59261,14259,9038,6869
"Comercio al por mayor (075)",57012,23412,7079,10975,15546
"Comercio al por menor (076)",641155,571266,42951,26938,
"Hoteles y restaurantes (077)",183890,126429,24951,21398,11112
"Trans., almac. y comunicaciones (078)",334696,222876,22999,32030,56791
"Intermediación financiera (079)",42517,3888,3448,12388,22793
"Activid.inmobil., empres. y alquileres (080)",344380,135446,45868,66884,96182
"Admin.pub. y defensa; p. segur soc.afil (081)",121047,,,,121047
"Enseñanza (082)",186947,30542,33487,65281,57637
"Servicios sociales y de salud (083)",111176,31787,7035,7959,64395
"Otras activ. serv.comun.soc y personales (084)",161951,94386,22048,22941,22576
"Hogares privados con servicio doméstico (085)",153819,153819,,,
"Organiz. y organos extraterritoriales (086)",451,,76,106,269
"Actividad economica no especificada (087)",145842,72283,18481,22414,32664
"Hombres (088)",1944637,1079204,220007,242426,403000
"Agric., ganadería, caza y silvicultura (089)",23412,16526,3282,2016,1588
"Pesca (090)",3451,1955,419,386,691
"Explotación de minas y canteras (091)",9925,1304,873,1635,6113
"Industrias manufactureras (092)",309956,148910,47638,47157,66251
"Suministro de electricidad, gas y agua (093)",7043,1068,388,2170,3417
"Construcción (094)",185947,114939,27163,24659,19186
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",426228,340983,40296,29375,15574
"Venta, mant.y rep. veh.autom y motoc. (096)",80443,54209,12653,7516,6065
"Comercio al por mayor (097)",34249,13658,4356,6726,9509
"Comercio al por menor (098)",311536,273116,23287,15133,
"Hoteles y restaurantes (099)",71313,38053,13332,13253,6675
"Trans., almac. y comunicaciones (100)",292094,204354,18929,25209,43602
"Intermediación financiera (101)",22542,2235,1739,6495,12073
"Activid.inmobil., empres. y alquileres (102)",225791,92829,29397,41296,62269
"Admin.pub. y defensa; p. segur soc.afil (103)",86010,,,,86010
"Enseñanza (104)",65390,10490,10354,19643,24903
"Servicios sociales y de salud (105)",36188,10874,2174,2456,20684
"Otras activ. serv.comun.soc y personales (106)",88035,47991,12979,13307,13758
"Hogares privados con servicio doméstico (107)",7235,7235,,,
"Organiz. y organos extraterritoriales (108)",270,,42,58,170
"Actividad economica no especificada (109)",83807,39458,11002,13311,20036
"Mujeres (110)",1337922,810971,126526,159857,240568
"Agric., ganadería, caza y silvicultura (111)",7317,5255,981,541,540
"Pesca (112)",516,137,67,97,215
"Explotación de minas y canteras (113)",2119,268,162,386,1303
"Industrias manufactureras (114)",149202,70921,21536,22607,34138
"Suministro de electricidad, gas y agua (115)",1070,86,54,319,611
"Construcción (116)",8291,3411,1288,1958,1634
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",361366,312956,23993,17576,6841
"Venta, mant.y rep. veh.autom y motoc. (118)",8984,5052,1606,1522,804
"Comercio al por mayor (119)",22763,9754,2723,4249,6037
"Comercio al por menor (120)",329619,298150,19664,11805,
"Hoteles y restaurantes (121)",112577,88376,11619,8145,4437
"Trans., almac. y comunicaciones (122)",42602,18522,4070,6821,13189
"Intermediación financiera (123)",19975,1653,1709,5893,10720
"Activid.inmobil., empres. y alquileres (124)",118589,42617,16471,25588,33913
"Admin.pub. y defensa; p. segur soc.afil (125)",35037,,,,35037
"Enseñanza (126)",121557,20052,23133,45638,32734
"Servicios sociales y de salud (127)",74988,20913,4861,5503,43711
"Otras activ. serv.comun.soc y personales (128)",73916,46395,9069,9634,8818
"Hogares privados con servicio doméstico (129)",146584,146584,,,
"Organiz. y organos extraterritoriales (130)",181,,34,48,99
"Actividad economica no especificada (131)",62035,32825,7479,9103,12628
,,,,,
"RURAL (132)",4211,2956,655,406,194
"Agric., ganadería, caza y silvicultura (133)",2253,1605,443,193,12
"Pesca (134)",4,1,,3,
"Explotación de minas y canteras (135)",31,22,5,,4
"Industrias manufactureras (136)",281,94,60,72,55
"Suministro de electricidad, gas y agua (137)",11,6,1,2,2
"Construcción (138)",238,157,33,44,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",423,377,25,15,6
"Venta, mant.y rep. veh.autom y motoc. (140)",38,32,4,2,
"Comercio al por mayor (141)",24,7,3,8,6
"Comercio al por menor (142)",361,338,18,5,
"Hoteles y restaurantes (143)",128,119,4,4,1
"Trans., almac. y comunicaciones (144)",309,249,22,20,18
"Intermediación financiera (145)",2,,1,,1
"Activid.inmobil., empres. y alquileres (146)",110,68,13,14,15
"Admin.pub. y defensa; p. segur soc.afil (147)",45,,,,45
"Enseñanza (148)",54,12,23,11,8
"Servicios sociales y de salud (149)",29,11,,2,16
"Otras activ. serv.comun.soc y personales (150)",105,84,11,8,2
"Hogares privados con servicio doméstico (151)",98,98,,,
"Actividad economica no especificada (153)",90,53,14,18,5
"Hombres (154)",2998,2048,480,338,132
"Agric., ganadería, caza y silvicultura (155)",1707,1194,326,176,11
"Pesca (156)",3,1,,2,
"Explotación de minas y canteras (157)",26,19,4,,3
"Industrias manufactureras (158)",198,73,40,46,39
"Suministro de electricidad, gas y agua (159)",9,5,1,1,2
"Construcción (160)",230,153,32,41,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",206,173,14,14,5
"Venta, mant.y rep. veh.autom y motoc. (162)",36,30,4,2,
"Comercio al por mayor (163)",19,4,3,7,5
"Comercio al por menor (164)",151,139,7,5,
"Hoteles y restaurantes (165)",40,32,3,4,1
"Trans., almac. y comunicaciones (166)",295,239,21,18,17
"Activid.inmobil., empres. y alquileres (168)",82,51,13,8,10
"Admin.pub. y defensa; p. segur soc.afil (169)",32,,,,32
"Enseñanza (170)",16,1,8,5,2
"Servicios sociales y de salud (171)",9,6,,,3
"Otras activ. serv.comun.soc y personales (172)",79,61,9,8,1
"Hogares privados con servicio doméstico (173)",10,10,,,
"Actividad economica no especificada (175)",56,30,9,15,2
"Mujeres (176)",1213,908,175,68,62
"Agric., ganadería, caza y silvicultura (177)",546,411,117,17,1
"Pesca (178)",1,,,1,
"Explotación de minas y canteras (179)",5,3,1,,1
"Industrias manufactureras (180)",83,21,20,26,16
"Suministro de electricidad, gas y agua (181)",2,1,,1,
"Construcción (182)",8,4,1,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",217,204,11,1,1
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",5,3,,1,1
"Comercio al por menor (186)",210,199,11,,
"Hoteles y restaurantes (187)",88,87,1,,
"Trans., almac. y comunicaciones (188)",14,10,1,2,1
"Intermediación financiera (189)",2,,1,,1
"Activid.inmobil., empres. y alquileres (190)",28,17,,6,5
"Admin.pub. y defensa; p. segur soc.afil (191)",13,,,,13
"Enseñanza (192)",38,11,15,6,6
"Servicios sociales y de salud (193)",20,5,,2,13
"Otras activ. serv.comun.soc y personales (194)",26,23,2,,1
"Hogares privados con servicio doméstico (195)",88,88,,,
"Actividad economica no especificada (197)",34,23,5,3,3
