"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SATIPO (000)",41359,39688,215,8348,8183,6641,9149,4793,1891,468,1671,136457
"De 12 a 14 años (001)",103,52,3,46,3,,,,,,51,52
"De 15 a 19 años (002)",2461,2252,30,1765,374,66,17,,,,209,2779
"De 20 a 24 años (003)",6519,5936,38,2869,1948,732,319,30,,,583,10504
"De 25 a 29 años (004)",6840,6450,36,1618,2167,1445,1014,145,25,,390,15745
"De 30 a 34 años (005)",5607,5479,27,795,1358,1293,1498,411,86,11,128,17336
"De 35 a 39 años (006)",5470,5394,24,456,907,1166,1855,745,203,38,76,20771
"De 40 a 44 años (007)",4199,4138,17,240,519,728,1389,850,325,70,61,18532
"De 45 a 49 años (008)",3378,3351,13,195,346,443,1125,790,350,89,27,16186
"De 50 y más años (009)",6782,6636,27,364,561,768,1932,1822,902,260,146,34552
"Sin nivel (010)",7873,7695,49,624,829,1034,2280,1825,805,249,178,36738
"De 12 a 14 años (011)",9,7,,7,,,,,,,2,7
"De 15 a 19 años (012)",159,143,5,84,37,14,3,,,,16,212
"De 20 a 24 años (013)",425,404,3,85,128,104,72,12,,,21,1039
"De 25 a 29 años (014)",609,588,2,65,112,148,208,48,5,,21,1988
"De 30 a 34 años (015)",679,666,4,47,86,127,236,127,32,7,13,2811
"De 35 a 39 años (016)",849,840,3,39,75,135,284,223,65,16,9,4010
"De 40 a 44 años (017)",897,885,6,40,66,99,275,246,116,37,12,4642
"De 45 a 49 años (018)",917,912,4,61,71,85,278,245,129,39,5,4788
"De 50 y más años (019)",3329,3250,22,196,254,322,924,924,458,150,79,17241
"Educacion Inicial (020)",73,69,3,16,14,12,18,3,3,,4,199
