"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",259,25,,100,106,9,9,5,5
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,1,,,,
"Comercio al por mayor (053)",5,,,,3,1,,1,
"Comercio al por menor (054)",253,25,,100,102,8,9,4,5
"Hoteles y restaurantes (055)",262,71,,133,50,4,2,1,1
"Trans., almac. y comunicaciones (056)",4,1,,,1,,1,,1
"Activid.inmobil., empres. y de alquiler (058)",9,,,,1,,2,1,5
"Admin.pub. y defensa; p. segur.soc.afil (059)",37,1,,4,13,3,8,,8
"Enseñanza (060)",144,,,,30,20,55,2,37
"Servicios sociales y de salud (061)",31,,,2,,3,11,1,14
"Otras activ. serv.comun.soc y personales (062)",43,13,,15,10,,2,,3
"Hogares privados con servicio doméstico (063)",54,14,,24,15,,1,,
"Actividad economica no especificada (065)",227,97,,97,21,5,4,,3
,,,,,,,,,
"URBANA (066)",3652,415,10,1571,1138,96,203,57,162
"Agric., ganadería, caza y silvicultura (067)",2152,302,10,1194,573,22,24,10,17
"Pesca (068)",1,,,,1,,,,
"Explotación de minas y canteras (069)",2,1,,,,,,,1
"Industrias manufactureras (070)",76,7,,17,41,7,2,2,
"Suministro de electricidad, gas y agua (071)",8,,,1,4,1,2,,
"Construcción (072)",188,5,,66,108,2,3,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",298,22,,102,128,12,11,14,9
"Venta, mant.y rep. veh.autom.y motoc. (074)",9,,,3,6,,,,
"Comercio al por mayor (075)",10,,,2,3,2,,3,
"Comercio al por menor (076)",279,22,,97,119,10,11,11,9
"Hoteles y restaurantes (077)",151,37,,71,36,3,2,1,1
"Trans., almac. y comunicaciones (078)",74,,,13,52,4,3,2,
"Activid.inmobil., empres. y de alquiler (080)",33,,,,8,1,8,5,11
"Admin.pub. y defensa; p. segur.soc.afil (081)",171,4,,17,78,12,25,9,26
"Enseñanza (082)",234,,,,39,17,102,7,69
"Servicios sociales y de salud (083)",36,,,2,1,3,10,2,18
"Otras activ. serv.comun.soc y personales (084)",28,1,,4,12,3,3,1,4
"Hogares privados con servicio doméstico (085)",59,12,,27,18,,1,1,
"Actividad economica no especificada (087)",141,24,,57,39,9,7,1,4
"Hombres (088)",2501,165,6,1116,892,63,121,44,94
"Agric., ganadería, caza y silvicultura (089)",1690,148,6,960,510,22,21,7,16
"Pesca (090)",1,,,,1,,,,
"Explotación de minas y canteras (091)",2,1,,,,,,,1
"Industrias manufactureras (092)",49,1,,9,32,4,1,2,
"Suministro de electricidad, gas y agua (093)",8,,,1,4,1,2,,
"Construcción (094)",184,5,,63,108,2,3,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",89,3,,22,43,4,4,9,4
"Venta, mant.y rep. veh.autom.y motoc. (096)",8,,,3,5,,,,
"Comercio al por mayor (097)",6,,,2,1,1,,2,
"Comercio al por menor (098)",75,3,,17,37,3,4,7,4
"Hoteles y restaurantes (099)",7,1,,1,4,1,,,
"Trans., almac. y comunicaciones (100)",73,,,13,52,4,2,2,
"Activid.inmobil., empres. y de alquiler (102)",25,,,,7,1,6,4,7
"Admin.pub. y defensa; p. segur.soc.afil (103)",141,3,,14,70,9,17,9,19
"Enseñanza (104)",120,,,,15,6,57,5,37
"Servicios sociales y de salud (105)",10,,,,1,1,2,1,5
"Otras activ. serv.comun.soc y personales (106)",18,,,1,8,3,2,1,3
"Hogares privados con servicio doméstico (107)",18,1,,8,8,,,1,
"Actividad economica no especificada (109)",66,2,,24,29,5,4,1,1
"Mujeres (110)",1151,250,4,455,246,33,82,13,68
"Agric., ganadería, caza y silvicultura (111)",462,154,4,234,63,,3,3,1
"Industrias manufactureras (114)",27,6,,8,9,3,1,,
"Construcción (116)",4,,,3,,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",209,19,,80,85,8,7,5,5
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,1,,,,
"Comercio al por mayor (119)",4,,,,2,1,,1,
"Comercio al por menor (120)",204,19,,80,82,7,7,4,5
"Hoteles y restaurantes (121)",144,36,,70,32,2,2,1,1
"Trans., almac. y comunicaciones (122)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (124)",8,,,,1,,2,1,4
"Admin.pub. y defensa; p. segur.soc.afil (125)",30,1,,3,8,3,8,,7
"Enseñanza (126)",114,,,,24,11,45,2,32
"Servicios sociales y de salud (127)",26,,,2,,2,8,1,13
"Otras activ. serv.comun.soc y personales (128)",10,1,,3,4,,1,,1
"Hogares privados con servicio doméstico (129)",41,11,,19,10,,1,,
"Actividad economica no especificada (131)",75,22,,33,10,4,3,,3
,,,,,,,,,
"RURAL (132)",5376,1088,5,2844,1273,45,47,19,55
"Agric., ganadería, caza y silvicultura (133)",4341,917,5,2454,926,16,7,7,9
"Explotación de minas y canteras (135)",44,,,12,22,1,2,3,4
"Industrias manufactureras (136)",44,9,,17,16,,1,,1
"Suministro de electricidad, gas y agua (137)",5,,,2,2,,1,,
"Construcción (138)",182,4,,88,83,3,1,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",89,7,,32,45,2,3,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",5,,,1,2,1,1,,
"Comercio al por mayor (141)",2,,,,2,,,,
"Comercio al por menor (142)",82,7,,31,41,1,2,,
"Hoteles y restaurantes (143)",126,36,,65,21,2,2,,
"Trans., almac. y comunicaciones (144)",25,1,,3,16,,2,2,1
"Activid.inmobil., empres. y de alquiler (146)",33,2,,4,16,3,1,3,4
"Admin.pub. y defensa; p. segur.soc.afil (147)",90,3,,33,37,1,3,1,12
"Enseñanza (148)",61,,,,17,13,18,,13
"Servicios sociales y de salud (149)",6,,,,,1,3,,2
"Otras activ. serv.comun.soc y personales (150)",58,12,,20,19,1,2,1,3
"Hogares privados con servicio doméstico (151)",15,4,,6,5,,,,
"Actividad economica no especificada (153)",257,93,,108,48,2,1,1,4
"Hombres (154)",4216,612,5,2360,1121,29,28,18,43
"Agric., ganadería, caza y silvicultura (155)",3607,580,5,2139,848,14,6,6,9
"Explotación de minas y canteras (157)",41,,,12,21,1,1,3,3
"Industrias manufactureras (158)",35,3,,14,16,,1,,1
"Suministro de electricidad, gas y agua (159)",5,,,2,2,,1,,
"Construcción (160)",180,3,,87,83,3,1,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",39,1,,12,24,1,1,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",5,,,1,2,1,1,,
"Comercio al por mayor (163)",1,,,,1,,,,
"Comercio al por menor (164)",33,1,,11,21,,,,
"Hoteles y restaurantes (165)",8,1,,2,3,,2,,
"Trans., almac. y comunicaciones (166)",22,,,3,15,,2,2,
"Activid.inmobil., empres. y de alquiler (168)",32,2,,4,16,3,1,3,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",83,3,,32,32,1,3,1,11
"Enseñanza (170)",31,,,,11,4,8,,8
"Servicios sociales y de salud (171)",1,,,,,,,,1
"Otras activ. serv.comun.soc y personales (172)",25,,,8,13,1,1,1,1
"Hogares privados con servicio doméstico (173)",2,1,,1,,,,,
"Actividad economica no especificada (175)",105,18,,44,37,1,,1,4
"Mujeres (176)",1160,476,,484,152,16,19,1,12
"Agric., ganadería, caza y silvicultura (177)",734,337,,315,78,2,1,1,
"Explotación de minas y canteras (179)",3,,,,1,,1,,1
"Industrias manufactureras (180)",9,6,,3,,,,,
"Construcción (182)",2,1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",50,6,,20,21,1,2,,
"Comercio al por mayor (185)",1,,,,1,,,,
"Comercio al por menor (186)",49,6,,20,20,1,2,,
"Hoteles y restaurantes (187)",118,35,,63,18,2,,,
"Trans., almac. y comunicaciones (188)",3,1,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,,,1,5,,,,1
"Enseñanza (192)",30,,,,6,9,10,,5
"Servicios sociales y de salud (193)",5,,,,,1,3,,1
"Otras activ. serv.comun.soc y personales (194)",33,12,,12,6,,1,,2
"Hogares privados con servicio doméstico (195)",13,3,,5,5,,,,
"Actividad economica no especificada (197)",152,75,,64,11,1,1,,
