"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",157,,,,10,4,6,14,123
"Profes., científicos e intelectuales (038)",8312,,,,131,223,270,970,6718
"Técnicos de nivel medio ytrab.asimilados (039)",3818,2,,46,780,483,720,715,1072
"Jefes y empleados de oficina (040)",3475,,,34,883,221,431,700,1206
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",12578,270,6,2116,5902,610,869,1402,1403
"Agricult.trabaj. calif.agrop. y pesquros (042)",5296,251,3,1876,2378,133,142,215,298
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5097,42,1,708,2594,328,566,384,474
"Obreros. construc., conf., papel, fab., instr (044)",8336,96,4,1148,4912,384,355,692,745
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",18659,811,34,4835,9279,754,690,1255,1001
"Otra (046)",422,,,,106,16,126,64,110
"Ocupación no especificada (047)",1359,49,2,270,577,67,86,129,179
"Hombres (048)",43245,614,26,7040,19621,2131,2350,4065,7398
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",100,,,,7,4,5,7,77
"Profes., científicos e intelectuales (050)",4037,,,,51,128,109,549,3200
"Técnicos de nivel medio ytrab.asimilados (051)",2447,,,27,571,371,372,461,645
"Jefes y empleados de oficina (052)",1641,,,21,486,86,126,309,613
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",5647,54,2,748,2887,261,295,699,701
"Agricult.trabaj. calif.agrop. y pesquros (054)",4613,131,3,1617,2166,119,126,186,265
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",4299,33,,582,2204,293,487,305,395
"Obreros. construc., conf., papel, fab., instr (056)",8140,91,4,1113,4823,377,338,672,722
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",11189,295,17,2793,5984,447,336,742,575
"Otra (058)",397,,,,103,12,120,62,100
"Ocupación no especificada (059)",735,10,,139,339,33,36,73,105
"Mujeres (060)",24264,907,24,3993,7931,1092,1911,2475,5931
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",57,,,,3,,1,7,46
"Profes., científicos e intelectuales (062)",4275,,,,80,95,161,421,3518
"Técnicos de nivel medio ytrab.asimilados (063)",1371,2,,19,209,112,348,254,427
"Jefes y empleados de oficina (064)",1834,,,13,397,135,305,391,593
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",6931,216,4,1368,3015,349,574,703,702
"Agricult.trabaj. calif.agrop. y pesquros (066)",683,120,,259,212,14,16,29,33
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",798,9,1,126,390,35,79,79,79
"Obreros. construc., conf., papel, fab., instr (068)",196,5,,35,89,7,17,20,23
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",7470,516,17,2042,3295,307,354,513,426
"Otra (070)",25,,,,3,4,6,2,10
"Ocupación no especificada (071)",624,39,2,131,238,34,50,56,74
,,,,,,,,,
"RURAL (072)",10252,730,4,3425,4579,327,278,395,514
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",6,,,1,,,,,5
"Profes., científicos e intelectuales (074)",250,,,,7,12,22,38,171
"Técnicos de nivel medio ytrab.asimilados (075)",106,,,,25,23,31,12,15
"Jefes y empleados de oficina (076)",56,,,,22,5,9,6,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",505,35,,131,250,25,22,21,21
"Agricult.trabaj. calif.agrop. y pesquros (078)",2752,195,,1178,1076,61,54,84,104
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",193,3,,41,91,13,22,9,14
"Obreros. construc., conf., papel, fab., instr (080)",522,20,,104,311,26,13,22,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5712,453,4,1915,2742,161,102,195,140
"Otra (082)",2,,,,1,,1,,
"Ocupación no especificada (083)",148,24,,55,54,1,2,8,4
"Hombres (084)",8019,408,4,2677,3792,256,195,308,379
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,1,,,,,4
"Profes., científicos e intelectuales (086)",121,,,,,3,13,16,89
"Técnicos de nivel medio ytrab.asimilados (087)",76,,,,20,20,16,7,13
"Jefes y empleados de oficina (088)",31,,,,15,2,2,3,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",220,5,,51,123,8,9,14,10
"Agricult.trabaj. calif.agrop. y pesquros (090)",2498,140,,1077,1002,56,47,77,99
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",168,2,,33,82,11,20,7,13
"Obreros. construc., conf., papel, fab., instr (092)",497,17,,90,306,26,11,22,25
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4331,239,4,1399,2211,130,75,157,116
"Otra (094)",2,,,,1,,1,,
"Ocupación no especificada (095)",70,5,,26,32,,1,5,1
"Mujeres (096)",2233,322,,748,787,71,83,87,135
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",129,,,,7,9,9,22,82
"Técnicos de nivel medio ytrab.asimilados (099)",30,,,,5,3,15,5,2
"Jefes y empleados de oficina (100)",25,,,,7,3,7,3,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",285,30,,80,127,17,13,7,11
"Agricult.trabaj. calif.agrop. y pesquros (102)",254,55,,101,74,5,7,7,5
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",25,1,,8,9,2,2,2,1
"Obreros. construc., conf., papel, fab., instr (104)",25,3,,14,5,,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1381,214,,516,531,31,27,38,24
"Ocupación no especificada (107)",78,19,,29,22,1,1,3,3
