"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",25,2,7,4,8,4
"Actividad economica no especificada (043)",153,,50,37,31,35
"Mujeres (045)",11016,147,2906,3938,3186,839
"Agric., ganadería, caza y silvicultura (046)",4297,79,978,1385,1376,479
"Pesca (047)",2,,,2,,
"Explotación de minas y canteras (048)",20,,9,7,4,
"Industrias manufactureras (049)",396,5,162,135,76,18
"Suministro de electricidad, gas y agua (050)",5,,1,2,2,
"Construcción (051)",29,1,10,12,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2388,33,563,862,747,183
"Venta, mant.y rep. veh.autom.y motoc. (053)",25,1,12,12,,
"Comercio al por mayor (054)",112,1,45,30,31,5
"Comercio al por menor (055)",2251,31,506,820,716,178
"Hoteles y restaurantes (056)",857,12,220,295,272,58
"Trans., almac. y comunicaciones (057)",110,4,62,30,12,2
"Intermediación financiera (058)",25,,17,2,6,
"Activid.inmobil., empres. y alquileres (059)",180,1,88,66,19,6
"Admin.pub. y defensa; p. segur.soc.afil (060)",314,,154,107,51,2
"Enseñanza (061)",1032,,207,568,252,5
"Servicios sociales y de salud (062)",387,,104,138,139,6
"Otras activ. serv.comun.soc y personales (063)",294,2,97,108,72,15
"Hogares privados con servicio doméstico (064)",378,10,164,117,72,15
"Actividad economica no especificada (066)",302,,70,102,80,50
,,,,,,
"URBANA (067)",20631,236,5505,7248,5952,1690
"Agric., ganadería, caza y silvicultura (068)",6171,113,1294,1940,1948,876
"Pesca (069)",13,,2,9,2,
"Explotación de minas y canteras (070)",354,,130,147,73,4
"Industrias manufactureras (071)",1338,15,454,412,349,108
"Suministro de electricidad, gas y agua (072)",46,,7,22,15,2
"Construcción (073)",996,3,290,375,280,48
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",3917,57,1025,1356,1162,317
"Venta, mant.y rep. veh.autom.y motoc. (075)",332,3,144,102,74,9
"Comercio al por mayor (076)",200,3,69,64,55,9
"Comercio al por menor (077)",3385,51,812,1190,1033,299
"Hoteles y restaurantes (078)",1054,16,303,342,319,74
"Trans., almac. y comunicaciones (079)",1622,15,631,588,337,51
"Intermediación financiera (080)",46,,25,10,11,
"Activid.inmobil., empres. y alquileres (081)",567,2,208,199,132,26
"Admin.pub. y defensa; p. segur.soc.afil (082)",771,,228,322,207,14
"Enseñanza (083)",1828,,287,905,606,30
"Servicios sociales y de salud (084)",528,,126,192,198,12
"Otras activ. serv.comun.soc y personales (085)",706,7,267,223,162,47
"Hogares privados con servicio doméstico (086)",328,8,135,103,67,15
"Actividad economica no especificada (088)",346,,93,103,84,66
"Hombres (089)",12296,143,3389,4150,3524,1090
"Agric., ganadería, caza y silvicultura (090)",3928,76,878,1186,1183,605
"Pesca (091)",11,,2,7,2,
"Explotación de minas y canteras (092)",344,,127,141,72,4
"Industrias manufactureras (093)",992,11,318,294,278,91
"Suministro de electricidad, gas y agua (094)",41,,6,20,13,2
"Construcción (095)",969,2,281,363,275,48
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1714,28,512,559,470,145
"Venta, mant.y rep. veh.autom.y motoc. (097)",308,2,132,91,74,9
"Comercio al por mayor (098)",90,2,26,34,24,4
"Comercio al por menor (099)",1316,24,354,434,372,132
"Hoteles y restaurantes (100)",282,5,113,75,70,19
"Trans., almac. y comunicaciones (101)",1517,13,570,559,326,49
"Intermediación financiera (102)",21,,8,8,5,
"Activid.inmobil., empres. y alquileres (103)",404,1,131,138,114,20
"Admin.pub. y defensa; p. segur.soc.afil (104)",481,,86,224,159,12
"Enseñanza (105)",857,,95,366,370,26
"Servicios sociales y de salud (106)",166,,34,59,65,8
"Otras activ. serv.comun.soc y personales (107)",436,6,183,121,94,32
"Hogares privados con servicio doméstico (108)",19,1,6,1,7,4
"Actividad economica no especificada (110)",114,,39,29,21,25
"Mujeres (112)",8335,93,2116,3098,2428,600
"Agric., ganadería, caza y silvicultura (113)",2243,37,416,754,765,271
"Pesca (114)",2,,,2,,
"Explotación de minas y canteras (115)",10,,3,6,1,
"Industrias manufactureras (116)",346,4,136,118,71,17
"Suministro de electricidad, gas y agua (117)",5,,1,2,2,
"Construcción (118)",27,1,9,12,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2203,29,513,797,692,172
"Venta, mant.y rep. veh.autom.y motoc. (120)",24,1,12,11,,
"Comercio al por mayor (121)",110,1,43,30,31,5
"Comercio al por menor (122)",2069,27,458,756,661,167
"Hoteles y restaurantes (123)",772,11,190,267,249,55
"Trans., almac. y comunicaciones (124)",105,2,61,29,11,2
"Intermediación financiera (125)",25,,17,2,6,
"Activid.inmobil., empres. y alquileres (126)",163,1,77,61,18,6
"Admin.pub. y defensa; p. segur.soc.afil (127)",290,,142,98,48,2
"Enseñanza (128)",971,,192,539,236,4
"Servicios sociales y de salud (129)",362,,92,133,133,4
"Otras activ. serv.comun.soc y personales (130)",270,1,84,102,68,15
"Hogares privados con servicio doméstico (131)",309,7,129,102,60,11
"Actividad economica no especificada (133)",232,,54,74,63,41
,,,,,,
"RURAL (134)",8305,141,2459,2599,2337,769
"Agric., ganadería, caza y silvicultura (135)",6221,118,1689,1891,1835,688
"Pesca (136)",8,,5,3,,
"Explotación de minas y canteras (137)",302,,123,113,65,1
"Industrias manufactureras (138)",266,4,114,68,64,16
"Suministro de electricidad, gas y agua (139)",7,,3,3,1,
"Construcción (140)",152,,52,63,35,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",381,8,119,121,112,21
"Venta, mant.y rep. veh.autom.y motoc. (142)",62,2,30,16,12,2
"Comercio al por mayor (143)",6,,3,2,1,
"Comercio al por menor (144)",313,6,86,103,99,19
"Hoteles y restaurantes (145)",115,1,45,33,32,4
"Trans., almac. y comunicaciones (146)",238,3,106,88,38,3
"Activid.inmobil., empres. y alquileres (148)",87,,37,31,17,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",77,,27,34,16,
"Enseñanza (150)",153,,27,67,56,3
"Servicios sociales y de salud (151)",34,,14,11,7,2
"Otras activ. serv.comun.soc y personales (152)",80,3,35,19,19,4
"Hogares privados con servicio doméstico (153)",75,4,36,18,13,4
"Actividad economica no especificada (155)",109,,27,36,27,19
"Hombres (156)",5624,87,1669,1759,1579,530
"Agric., ganadería, caza y silvicultura (157)",4167,76,1127,1260,1224,480
"Pesca (158)",8,,5,3,,
"Explotación de minas y canteras (159)",292,,117,112,62,1
"Industrias manufactureras (160)",216,3,88,51,59,15
"Suministro de electricidad, gas y agua (161)",7,,3,3,1,
"Construcción (162)",150,,51,63,34,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",196,4,69,56,57,10
"Venta, mant.y rep. veh.autom.y motoc. (164)",61,2,30,15,12,2
"Comercio al por mayor (165)",4,,1,2,1,
"Comercio al por menor (166)",131,2,38,39,44,8
"Hoteles y restaurantes (167)",30,,15,5,9,1
"Trans., almac. y comunicaciones (168)",233,1,105,87,37,3
"Activid.inmobil., empres. y alquileres (170)",70,,26,26,16,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",53,,15,25,13,
"Enseñanza (172)",92,,12,38,40,2
"Servicios sociales y de salud (173)",9,,2,6,1,
"Otras activ. serv.comun.soc y personales (174)",56,2,22,13,15,4
"Hogares privados con servicio doméstico (175)",6,1,1,3,1,
"Actividad economica no especificada (177)",39,,11,8,10,10
"Mujeres (179)",2681,54,790,840,758,239
"Agric., ganadería, caza y silvicultura (180)",2054,42,562,631,611,208
"Explotación de minas y canteras (182)",10,,6,1,3,
"Industrias manufactureras (183)",50,1,26,17,5,1
"Construcción (185)",2,,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",185,4,50,65,55,11
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",2,,2,,,
"Comercio al por menor (189)",182,4,48,64,55,11
"Hoteles y restaurantes (190)",85,1,30,28,23,3
"Trans., almac. y comunicaciones (191)",5,2,1,1,1,
"Activid.inmobil., empres. y alquileres (193)",17,,11,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",24,,12,9,3,
"Enseñanza (195)",61,,15,29,16,1
"Servicios sociales y de salud (196)",25,,12,5,6,2
"Otras activ. serv.comun.soc y personales (197)",24,1,13,6,4,
"Hogares privados con servicio doméstico (198)",69,3,35,15,12,4
"Actividad economica no especificada (200)",70,,16,28,17,9
