"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ATALAYA (000)",12254,27,879,250,298,1007,2388,533,916,5457,84,415
"Agric., ganadería, caza y silvicultura (001)",6917,,15,20,3,2,2305,9,18,4545,,
"Pesca (002)",139,,,,,,83,,,56,,
"Explotación de minas y canteras (003)",34,,,1,3,,,10,1,19,,
"Industrias manufactureras (004)",496,,6,13,9,1,,397,66,4,,
"Suministro de electricidad, gas y agua (005)",17,,,,,,,5,6,6,,
"Construcción (006)",438,,10,6,3,,,18,277,124,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1026,1,12,16,6,757,,87,10,137,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",104,,4,2,2,26,,65,4,1,,
"Comercio al por mayor (009)",52,,1,1,1,49,,,,,,
"Comercio al por menor (010)",870,1,7,13,3,682,,22,6,136,,
"Hoteles y restaurantes (011)",311,,3,9,4,202,,,,93,,
"Trans., almac. y comunicaciones (012)",654,,4,56,20,3,,3,506,62,,
"Intermediación financiera (013)",4,,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",146,,33,19,66,10,,,5,13,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",442,18,36,23,133,17,,3,26,102,84,
"Enseñanza (016)",719,8,697,2,9,,,,,3,,
"Servicios sociales y de salud (017)",118,,50,51,9,4,,,,4,,
"Otras activ. serv.comun.soc y personales (018)",141,,11,30,5,11,,1,1,82,,
"Hogares privados con servicio doméstico (019)",204,,,,,,,,,204,,
"Organiz. y organos extraterritoriales (020)",1,,,1,,,,,,,,
"Actividad economica no especificada (021)",447,,1,3,25,,,,,3,,415
"Hombres (022)",8447,21,514,198,179,426,2014,481,865,3418,83,248
"Agric., ganadería, caza y silvicultura (023)",4978,,11,19,2,,1937,5,17,2987,,
"Pesca (024)",131,,,,,,77,,,54,,
"Explotación de minas y canteras (025)",13,,,1,3,,,5,1,3,,
"Industrias manufactureras (026)",429,,6,13,8,1,,363,34,4,,
"Suministro de electricidad, gas y agua (027)",17,,,,,,,5,6,6,,
"Construcción (028)",416,,10,6,3,,,18,271,108,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",513,1,7,9,3,354,,79,9,51,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",87,,4,2,,16,,61,3,1,,
"Comercio al por mayor (031)",37,,,,1,36,,,,,,
"Comercio al por menor (032)",389,1,3,7,2,302,,18,6,50,,
"Hoteles y restaurantes (033)",75,,1,7,3,42,,,,22,,
"Trans., almac. y comunicaciones (034)",620,,4,53,13,,,3,499,48,,
"Intermediación financiera (035)",4,,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",112,,31,18,45,10,,,4,4,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",333,15,34,18,79,17,,2,23,62,83,
