"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YAULI (000)",18796,10085,2233,3441,3037
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",40,,4,5,31
"Profes., científicos e intelectuales (002)",1409,338,269,418,384
"Técnicos de nivel medio y trab. asimilados (003)",1223,450,189,314,270
"Jefes y empleados de oficina (004)",706,186,84,164,272
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2513,2051,248,113,101
"Agricult.trabaj.calif.agrop.y pesqueros (006)",670,650,17,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4063,1432,533,1258,840
"Obreros construc.,conf.,papel, fab., instr. (008)",2750,1509,343,531,367
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4611,3055,451,519,586
"Otra (010)",105,,,,105
"Ocupación no especificada (011)",706,414,95,117,80
"Hombres (012)",13825,6364,1795,3048,2618
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",31,,2,3,26
"Profes., científicos e intelectuales (014)",785,178,132,227,248
"Técnicos de nivel medio y trab. asimilados (015)",933,316,142,273,202
"Jefes y empleados de oficina (016)",408,77,46,118,167
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1110,761,161,94,94
"Agricult.trabaj.calif.agrop.y pesqueros (018)",527,508,16,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3885,1282,522,1249,832
"Obreros construc.,conf.,papel, fab., instr. (020)",2700,1482,335,526,357
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2921,1578,365,453,525
"Otra (022)",101,,,,101
"Ocupación no especificada (023)",424,182,74,103,65
"Mujeres (024)",4971,3721,438,393,419
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,,2,2,5
"Profes., científicos e intelectuales (026)",624,160,137,191,136
"Técnicos de nivel medio y trab. asimilados (027)",290,134,47,41,68
"Jefes y empleados de oficina (028)",298,109,38,46,105
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1403,1290,87,19,7
"Agricult.trabaj.calif.agrop.y pesqueros (030)",143,142,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",178,150,11,9,8
"Obreros construc.,conf.,papel, fab., instr. (032)",50,27,8,5,10
