"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1690,1477,86,66,61
"Otra (034)",4,,,,4
"Ocupación no especificada (035)",282,232,21,14,15
,,,,,
"URBANA (036)",16261,8499,1960,3030,2772
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",38,,3,5,30
"Profes., científicos e intelectuales (038)",1332,319,258,392,363
"Técnicos de nivel medio y trab. asimilados (039)",1126,424,175,281,246
"Jefes y empleados de oficina (040)",659,174,79,154,252
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2337,1932,222,92,91
"Agricult.trabaj.calif.agrop.y pesqueros (042)",258,249,7,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3612,1272,460,1112,768
"Obreros construc.,conf.,papel, fab., instr. (044)",2507,1405,310,456,336
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3635,2336,361,436,502
"Otra (046)",103,,,,103
"Ocupación no especificada (047)",654,388,85,101,80
"Hombres (048)",11792,5211,1547,2658,2376
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",29,,1,3,25
"Profes., científicos e intelectuales (050)",714,163,122,201,228
"Técnicos de nivel medio y trab. asimilados (051)",852,296,131,243,182
"Jefes y empleados de oficina (052)",372,69,42,111,150
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1004,708,138,73,85
"Agricult.trabaj.calif.agrop.y pesqueros (054)",212,203,7,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3441,1127,450,1103,761
"Obreros construc.,conf.,papel, fab., instr. (056)",2462,1379,305,452,326
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2214,1095,285,380,454
"Otra (058)",99,,,,99
"Ocupación no especificada (059)",393,171,66,91,65
"Mujeres (060)",4469,3288,413,372,396
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,,2,2,5
"Profes., científicos e intelectuales (062)",618,156,136,191,135
"Técnicos de nivel medio y trab. asimilados (063)",274,128,44,38,64
"Jefes y empleados de oficina (064)",287,105,37,43,102
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1333,1224,84,19,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",46,46,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",171,145,10,9,7
"Obreros construc.,conf.,papel, fab., instr. (068)",45,26,5,4,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1421,1241,76,56,48
"Otra (070)",4,,,,4
"Ocupación no especificada (071)",261,217,19,10,15
,,,,,
"RURAL (072)",2535,1586,273,411,265
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,1,,1
"Profes., científicos e intelectuales (074)",77,19,11,26,21
"Técnicos de nivel medio y trab. asimilados (075)",97,26,14,33,24
"Jefes y empleados de oficina (076)",47,12,5,10,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",176,119,26,21,10
"Agricult.trabaj.calif.agrop.y pesqueros (078)",412,401,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",451,160,73,146,72
"Obreros construc.,conf.,papel, fab., instr. (080)",243,104,33,75,31
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",976,719,90,83,84
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",52,26,10,16,
"Hombres (084)",2033,1153,248,390,242
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,1,,1
"Profes., científicos e intelectuales (086)",71,15,10,26,20
"Técnicos de nivel medio y trab. asimilados (087)",81,20,11,30,20
"Jefes y empleados de oficina (088)",36,8,4,7,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",106,53,23,21,9
"Agricult.trabaj.calif.agrop.y pesqueros (090)",315,305,9,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",444,155,72,146,71
"Obreros construc.,conf.,papel, fab., instr. (092)",238,103,30,74,31
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",707,483,80,73,71
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",31,11,8,12,
"Mujeres (096)",502,433,25,21,23
"Profes., científicos e intelectuales (098)",6,4,1,,1
"Técnicos de nivel medio y trab. asimilados (099)",16,6,3,3,4
"Jefes y empleados de oficina (100)",11,4,1,3,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",70,66,3,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",97,96,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",7,5,1,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",5,1,3,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",269,236,10,10,13
"Ocupación no especificada (107)",21,15,2,4,
