"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAMANA (000)",22182,171,6957,8262,5698,1094
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",52,,2,16,33,1
"Profes., científicos e intelectuales (002)",1372,,260,730,363,19
"Técnicos de nivel medio y trab. asimilados (003)",877,1,302,332,220,22
"Jefes y empleados de oficina (004)",674,,251,271,148,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3089,19,946,1104,840,180
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2198,2,295,650,851,400
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3088,14,1485,1048,483,58
"Obreros construc., conf., papel, fab., instr. (008)",1982,4,496,790,619,73
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8197,130,2715,3036,2002,314
"Otra (010)",263,,67,134,62,
"Ocupación no especificada (011)",390,1,138,151,77,23
"Hombres (012)",14895,114,4623,5402,3898,858
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",26,,1,9,15,1
"Profes., científicos e intelectuales (014)",579,,80,291,190,18
"Técnicos de nivel medio y trab. asimilados (015)",526,1,162,215,130,18
"Jefes y empleados de oficina (016)",292,,83,130,75,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1137,9,346,417,295,70
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1982,1,267,576,774,364
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",2773,13,1363,933,418,46
"Obreros construc., conf., papel, fab., instr. (020)",1925,4,475,766,608,72
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",5260,86,1743,1877,1298,256
"Otra (022)",234,,45,128,61,
"Ocupación no especificada (023)",161,,58,60,34,9
"Mujeres (024)",7287,57,2334,2860,1800,236
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",26,,1,7,18,
"Profes., científicos e intelectuales (026)",793,,180,439,173,1
"Técnicos de nivel medio y trab. asimilados (027)",351,,140,117,90,4
"Jefes y empleados de oficina (028)",382,,168,141,73,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1952,10,600,687,545,110
"Agricult. trabaj. calif.agrop. y pesqueros (030)",216,1,28,74,77,36
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",315,1,122,115,65,12
"Obreros construc., conf., papel, fab., instr. (032)",57,,21,24,11,1
