"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 12 a 14 años (041)",356,1,1,,100,,
"De 15 a 19 años (042)",827,51,50,13,98,25.5,
"De 20 a 24 años (043)",365,265,262,40,98.9,15.1,
"De 25 a 29 años (044)",149,236,232,27,98.3,11.4,
"De 30 a 34 años (045)",84,234,217,7,92.7,3,
"De 35 a 39 años (046)",93,294,284,4,96.6,1.4,
"De 40 a 44 años (047)",57,203,199,,98,,
"De 45 a 49 años (048)",41,161,155,,96.3,,
"De 50 y más años (049)",86,322,307,,95.3,,
"Sup. no Univ. incompleta (050)",295,353,340,25,96.3,7.1,
"De 15 a 19 años (052)",50,4,4,2,100,50,
"De 20 a 24 años (053)",122,58,57,14,98.3,24.1,
"De 25 a 29 años (054)",48,61,60,6,98.4,9.8,
"De 30 a 34 años (055)",22,45,44,,97.8,,
"De 35 a 39 años (056)",21,56,55,3,98.2,5.4,
"De 40 a 44 años (057)",12,59,55,,93.2,,
"De 45 a 49 años (058)",13,46,45,,97.8,,
"De 50 y más años (059)",7,24,20,,83.3,,
"Sup. no Univ. completa (060)",523,1239,1211,34,97.7,2.7,
"De 20 a 24 años (063)",45,33,33,6,100,18.2,
"De 25 a 29 años (064)",106,122,121,10,99.2,8.2,
"De 30 a 34 años (065)",99,191,186,9,97.4,4.7,
"De 35 a 39 años (066)",80,214,213,7,99.5,3.3,
"De 40 a 44 años (067)",74,226,222,2,98.2,0.9,
"De 45 a 49 años (068)",47,184,178,,96.7,,
"De 50 y más años (069)",72,269,258,,95.9,,
"Sup. Univ. incompleta (070)",134,117,117,5,100,4.3,
"De 15 a 19 años (072)",27,4,4,1,100,25,
"De 20 a 24 años (073)",42,8,8,,100,,
"De 25 a 29 años (074)",25,23,23,2,100,8.7,
"De 30 a 34 años (075)",9,16,16,1,100,6.3,
"De 35 a 39 años (076)",11,19,19,,100,,
"De 40 a 44 años (077)",7,24,24,1,100,4.2,
"De 45 a 49 años (078)",7,13,13,,100,,
"De 50 y más años (079)",6,10,10,,100,,
"Sup. Univ. completa (080)",218,420,416,13,99,3.1,
"De 20 a 24 años (083)",14,9,9,2,100,22.2,
"De 25 a 29 años (084)",44,33,33,4,100,12.1,
"De 30 a 34 años (085)",31,42,42,3,100,7.1,
"De 35 a 39 años (086)",40,82,82,3,100,3.7,
"De 40 a 44 años (087)",30,82,81,1,98.8,1.2,
"De 45 a 49 años (088)",17,54,54,,100,,
"De 50 y más años (089)",42,118,115,,97.5,,
,,,,,,,
"URBANA (100)",2384,5752,5350,101,93,1.8,
"De 12 a 14 años (101)",215,2,2,,100,,
"De 15 a 19 años (102)",329,29,27,6,93.1,20.7,
"De 20 a 24 años (103)",254,195,194,29,99.5,14.9,
"De 25 a 29 años (104)",252,362,358,30,98.9,8.3,
"De 30 a 34 años (105)",198,460,450,15,97.8,3.3,
"De 35 a 39 años (106)",225,665,638,15,95.9,2.3,
"De 40 a 44 años (107)",191,677,652,6,96.3,0.9,
"De 45 a 49 años (108)",151,610,579,,94.9,,
"De 50 y más años (109)",569,2752,2450,,89,,
"Sin nivel (110)",376,1828,1568,10,85.8,0.5,
"De 12 a 14 años (111)",1,,,,,,
"De 15 a 19 años (112)",14,3,2,,66.7,,
"De 20 a 24 años (113)",13,20,20,3,100,15,
"De 25 a 29 años (114)",13,30,30,2,100,6.7,
"De 30 a 34 años (115)",13,41,41,2,100,4.9,
"De 35 a 39 años (116)",23,93,78,1,83.9,1.1,
"De 40 a 44 años (117)",22,97,93,2,95.9,2.1,
"De 45 a 49 años (118)",28,138,122,,88.4,,
"De 50 y más años (119)",249,1406,1182,,84.1,,
"Educacion Inicial (120)",8,13,13,1,100,7.7,
"De 12 a 14 años (121)",2,,,,,,
"De 20 a 24 años (123)",3,8,8,1,100,12.5,
"De 25 a 29 años (124)",2,4,4,,100,,
"De 30 a 34 años (125)",1,1,1,,100,,
"Primaria (130)",460,1436,1357,16,94.5,1.1,
"De 12 a 14 años (131)",70,1,1,,100,,
"De 15 a 19 años (132)",37,6,5,2,83.3,33.3,
"De 20 a 24 años (133)",31,32,32,3,100,9.4,
"De 25 a 29 años (134)",32,64,63,3,98.4,4.7,
"De 30 a 34 años (135)",38,126,120,3,95.2,2.4,
"De 35 a 39 años (136)",51,194,188,5,96.9,2.6,
"De 40 a 44 años (137)",30,137,126,,92,,
"De 45 a 49 años (138)",26,130,125,,96.2,,
"De 50 y más años (139)",145,746,697,,93.4,,
"Secundaria (140)",712,839,808,20,96.3,2.4,
"De 12 a 14 años (141)",142,1,1,,100,,
"De 15 a 19 años (142)",235,15,15,2,100,13.3,
"De 20 a 24 años (143)",77,61,61,7,100,11.5,
"De 25 a 29 años (144)",59,97,95,9,97.9,9.3,
"De 30 a 34 años (145)",33,85,83,2,97.6,2.4,
"De 35 a 39 años (146)",38,110,106,,96.4,,
"De 40 a 44 años (147)",36,118,115,,97.5,,
"De 45 a 49 años (148)",25,95,89,,93.7,,
"De 50 y más años (149)",67,257,243,,94.6,,
"Sup. no Univ. incompleta (150)",179,252,242,17,96,6.7,
"De 15 a 19 años (152)",28,3,3,1,100,33.3,
"De 20 a 24 años (153)",66,39,38,9,97.4,23.1,
"De 25 a 29 años (154)",31,45,45,4,100,8.9,
"De 30 a 34 años (155)",15,28,28,,100,,
"De 35 a 39 años (156)",13,36,35,3,97.2,8.3,
"De 40 a 44 años (157)",8,42,38,,90.5,,
"De 45 a 49 años (158)",11,35,35,,100,,
"De 50 y más años (159)",7,24,20,,83.3,,
"Sup. no Univ. completa (160)",375,927,909,22,98.1,2.4,
"De 20 a 24 años (163)",27,22,22,4,100,18.2,
"De 25 a 29 años (164)",66,87,86,8,98.9,9.2,
"De 30 a 34 años (165)",69,133,131,4,98.5,3,
"De 35 a 39 años (166)",55,144,143,4,99.3,2.8,
"De 40 a 44 años (167)",63,193,191,2,99,1,
"De 45 a 49 años (168)",38,145,141,,97.2,,
"De 50 y más años (169)",57,203,195,,96.1,,
"Sup. Univ. incompleta (170)",92,95,95,4,100,4.2,
"De 15 a 19 años (172)",15,2,2,1,100,50,
"De 20 a 24 años (173)",24,4,4,,100,,
"De 25 a 29 años (174)",20,15,15,1,100,6.7,
"De 30 a 34 años (175)",7,13,13,1,100,7.7,
"De 35 a 39 años (176)",9,17,17,,100,,
"De 40 a 44 años (177)",6,21,21,1,100,4.8,
"De 45 a 49 años (178)",6,13,13,,100,,
"De 50 y más años (179)",5,10,10,,100,,
"Sup. Univ. completa (180)",182,362,358,11,98.9,3,
"De 20 a 24 años (183)",13,9,9,2,100,22.2,
"De 25 a 29 años (184)",29,20,20,3,100,15,
"De 30 a 34 años (185)",22,33,33,3,100,9.1,
"De 35 a 39 años (186)",36,71,71,2,100,2.8,
"De 40 a 44 años (187)",26,69,68,1,98.6,1.4,
"De 45 a 49 años (188)",17,54,54,,100,,
"De 50 y más años (189)",39,106,103,,97.2,,
,,,,,,,
"RURAL (200)",7850,25066,21841,477,87.1,1.9,
"De 12 a 14 años (201)",937,,,,,,
"De 15 a 19 años (202)",1123,132,126,40,95.5,30.3,
"De 20 a 24 años (203)",819,722,710,93,98.3,12.9,
"De 25 a 29 años (204)",656,1256,1221,114,97.2,9.1,
"De 30 a 34 años (205)",600,1962,1866,98,95.1,5,
"De 35 a 39 años (206)",600,2631,2474,70,94,2.7,
"De 40 a 44 años (207)",571,3042,2792,48,91.8,1.6,
"De 45 a 49 años (208)",472,2714,2428,13,89.5,0.5,
"De 50 y más años (209)",2072,12607,10224,1,81.1,,
"Sin nivel (210)",3792,18969,16116,231,85,1.2,
"De 12 a 14 años (211)",32,,,,,,
"De 15 a 19 años (212)",122,31,28,8,90.3,25.8,
"De 20 a 24 años (213)",170,194,189,18,97.4,9.3,
"De 25 a 29 años (214)",269,560,546,51,97.5,9.1,
"De 30 a 34 años (215)",297,1074,1014,65,94.4,6.1,
"De 35 a 39 años (216)",322,1527,1419,45,92.9,2.9,
"De 40 a 44 años (217)",373,2051,1873,32,91.3,1.6,
"De 45 a 49 años (218)",357,2104,1853,11,88.1,0.5,
"De 50 y más años (219)",1850,11428,9194,1,80.5,,
"Educacion Inicial (220)",19,39,39,3,100,7.7,
"De 12 a 14 años (221)",2,,,,,,
"De 15 a 19 años (222)",1,,,,,,
"De 20 a 24 años (223)",2,3,3,1,100,33.3,
"De 25 a 29 años (224)",4,7,7,1,100,14.3,
"De 30 a 34 años (225)",6,19,19,,100,,
"De 35 a 39 años (226)",4,10,10,1,100,10,
"Primaria (230)",2351,4637,4307,151,92.9,3.3,
"De 12 a 14 años (231)",689,,,,,,
"De 15 a 19 años (232)",374,62,60,20,96.8,32.3,
"De 20 a 24 años (233)",266,287,283,34,98.6,11.8,
"De 25 a 29 años (234)",216,478,460,39,96.2,8.2,
"De 30 a 34 años (235)",198,633,616,24,97.3,3.8,
"De 35 a 39 años (236)",180,807,764,16,94.7,2,
"De 40 a 44 años (237)",157,840,771,16,91.8,1.9,
"De 45 a 49 años (238)",87,494,462,2,93.5,0.4,
"De 50 y más años (239)",184,1036,891,,86,,
"Secundaria (240)",1346,928,899,69,96.9,7.4,
"De 12 a 14 años (241)",214,,,,,,
"De 15 a 19 años (242)",592,36,35,11,97.2,30.6,
"De 20 a 24 años (243)",288,204,201,33,98.5,16.2,
"De 25 a 29 años (244)",90,139,137,17,98.6,12.2,
"De 30 a 34 años (245)",51,149,134,4,89.9,2.7,
"De 35 a 39 años (246)",55,184,178,4,96.7,2.2,
"De 40 a 44 años (247)",21,85,84,,98.8,,
"De 45 a 49 años (248)",16,66,66,,100,,
"De 50 y más años (249)",19,65,64,,98.5,,
"Sup. no Univ. incompleta (250)",116,101,98,8,97,7.9,
"De 15 a 19 años (252)",22,1,1,1,100,100,
"De 20 a 24 años (253)",56,19,19,5,100,26.3,
"De 25 a 29 años (254)",17,16,15,2,93.8,12.5,
"De 30 a 34 años (255)",7,17,16,,94.1,,
"De 35 a 39 años (256)",8,20,20,,100,,
"De 40 a 44 años (257)",4,17,17,,100,,
"De 45 a 49 años (258)",2,11,10,,90.9,,
"Sup. no Univ. completa (260)",148,312,302,12,96.8,3.8,
"De 20 a 24 años (263)",18,11,11,2,100,18.2,
"De 25 a 29 años (264)",40,35,35,2,100,5.7,
"De 30 a 34 años (265)",30,58,55,5,94.8,8.6,
"De 35 a 39 años (266)",25,70,70,3,100,4.3,
"De 40 a 44 años (267)",11,33,31,,93.9,,
"De 45 a 49 años (268)",9,39,37,,94.9,,
"De 50 y más años (269)",15,66,63,,95.5,,
"Sup. Univ. incompleta (270)",42,22,22,1,100,4.5,
"De 15 a 19 años (272)",12,2,2,,100,,
"De 20 a 24 años (273)",18,4,4,,100,,
"De 25 a 29 años (274)",5,8,8,1,100,12.5,
"De 30 a 34 años (275)",2,3,3,,100,,
"De 35 a 39 años (276)",2,2,2,,100,,
"De 40 a 44 años (277)",1,3,3,,100,,
"De 45 a 49 años (278)",1,,,,,,
"De 50 y más años (279)",1,,,,,,
"Sup. Univ. completa (280)",36,58,58,2,100,3.4,
"De 20 a 24 años (283)",1,,,,,,
"De 25 a 29 años (284)",15,13,13,1,100,7.7,
"De 30 a 34 años (285)",9,9,9,,100,,
"De 35 a 39 años (286)",4,11,11,1,100,9.1,
"De 40 a 44 años (287)",4,13,13,,100,,
"De 50 y más años (289)",3,12,12,,100,,
