"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia AZANGARO (000)",136829,66613,70216,37508,18676,18832,99321,47937,51384
"Menores de 1 año (001)",2366,1162,1204,642,311,331,1724,851,873
"Menores de 1 mes (002)",205,108,97,53,32,21,152,76,76
"De 1 a 11 meses (003)",2161,1054,1107,589,279,310,1572,775,797
"De 1 a 4 años (004)",11706,6011,5695,3107,1621,1486,8599,4390,4209
"1 año (005)",2543,1388,1155,754,426,328,1789,962,827
"2 años (006)",3015,1579,1436,817,434,383,2198,1145,1053
"3 años (007)",2915,1443,1472,766,362,404,2149,1081,1068
"4 años (008)",3233,1601,1632,770,399,371,2463,1202,1261
"De 5 a 9 años (009)",16060,8093,7967,4270,2152,2118,11790,5941,5849
"5 años (010)",3078,1585,1493,839,420,419,2239,1165,1074
"6 años (011)",2908,1458,1450,745,400,345,2163,1058,1105
"7 años (012)",3363,1708,1655,891,453,438,2472,1255,1217
"8 años (013)",3453,1743,1710,906,461,445,2547,1282,1265
"9 años (014)",3258,1599,1659,889,418,471,2369,1181,1188
"De 10 a 14 años (015)",17994,9198,8796,4805,2463,2342,13189,6735,6454
"10 años (016)",3546,1819,1727,887,474,413,2659,1345,1314
"11 años (017)",3396,1747,1649,923,470,453,2473,1277,1196
"12 años (018)",4003,2034,1969,1070,535,535,2933,1499,1434
"13 años (019)",3596,1846,1750,975,509,466,2621,1337,1284
"14 años (020)",3453,1752,1701,950,475,475,2503,1277,1226
"De 15 a 19 años (021)",14318,7200,7118,4274,2178,2096,10044,5022,5022
"15 años (022)",3223,1607,1616,959,490,469,2264,1117,1147
"16 años (023)",2864,1492,1372,864,436,428,2000,1056,944
"17 años (024)",3008,1521,1487,889,454,435,2119,1067,1052
"18 años (025)",2855,1430,1425,855,443,412,2000,987,1013
"19 años (026)",2368,1150,1218,707,355,352,1661,795,866
"De 20 a 24 años (027)",11227,5387,5840,3464,1676,1788,7763,3711,4052
"20 años (028)",2786,1380,1406,837,404,433,1949,976,973
"21 años (029)",1840,848,992,622,299,323,1218,549,669
"22 años (030)",2400,1153,1247,699,339,360,1701,814,887
"23 años (031)",2087,997,1090,663,325,338,1424,672,752
"24 años (032)",2114,1009,1105,643,309,334,1471,700,771
"De 25 a 29 años (033)",9367,4450,4917,2969,1438,1531,6398,3012,3386
"25 años (034)",2114,1033,1081,650,315,335,1464,718,746
"26 años (035)",1851,867,984,563,277,286,1288,590,698
"27 años (036)",1982,955,1027,641,316,325,1341,639,702
"28 años (037)",1902,876,1026,578,278,300,1324,598,726
"29 años (038)",1518,719,799,537,252,285,981,467,514
"De 30 a 34 años (039)",7936,3705,4231,2561,1186,1375,5375,2519,2856
