"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",4349,,955,1964,1372,58
"Enseñanza (038)",2948,,452,1437,1004,55
"Servicios sociales y de salud (039)",999,1,187,434,342,35
"Otras activ. serv.comun.soc y personales (040)",1697,29,633,606,352,77
"Hogares privados con servicio doméstico (041)",127,9,67,26,22,3
"Organiz. y organos extraterritoriales (042)",2,,,1,1,
"Actividad economica no especificada (043)",1778,7,603,669,439,60
"Mujeres (045)",48651,319,16258,19931,10848,1295
"Agric., ganadería, caza y silvicultura (046)",4065,49,1078,1388,1199,351
"Pesca (047)",56,,18,24,13,1
"Explotación de minas y canteras (048)",21,,7,9,4,1
"Industrias manufactureras (049)",2036,6,746,855,387,42
"Suministro de electricidad, gas y agua (050)",58,2,23,21,12,
"Construcción (051)",258,,99,120,37,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",17951,121,5592,7367,4311,560
"Venta, mant.y rep. veh.autom.y motoc. (053)",474,2,206,198,63,5
"Comercio al por mayor (054)",737,2,270,329,129,7
"Comercio al por menor (055)",16740,117,5116,6840,4119,548
"Hoteles y restaurantes (056)",5223,47,1659,1991,1380,146
"Trans., almac. y comunicaciones (057)",1183,9,594,406,165,9
"Intermediación financiera (058)",379,,183,160,33,3
"Activid.inmobil., empres. y alquileres (059)",1830,1,771,809,233,16
"Admin.pub. y defensa; p. segur.soc.afil (060)",1854,,702,786,361,5
"Enseñanza (061)",4985,,1121,2790,1040,34
"Servicios sociales y de salud (062)",1999,,520,940,524,15
"Otras activ. serv.comun.soc y personales (063)",1522,19,576,593,308,26
"Hogares privados con servicio doméstico (064)",3284,61,1836,900,454,33
"Organiz. y organos extraterritoriales (065)",2,,,1,1,
"Actividad economica no especificada (066)",1945,4,733,771,386,51
,,,,,,
"URBANA (067)",105217,692,34162,42511,24770,3082
"Agric., ganadería, caza y silvicultura (068)",6103,66,1629,2032,1832,544
"Pesca (069)",452,1,149,179,112,11
"Explotación de minas y canteras (070)",276,,75,106,92,3
"Industrias manufactureras (071)",7051,50,2795,2601,1377,228
"Suministro de electricidad, gas y agua (072)",340,2,81,149,104,4
"Construcción (073)",7799,21,2273,3285,1990,230
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",31852,261,10575,12682,7267,1067
"Venta, mant.y rep. veh.autom.y motoc. (075)",4414,31,1948,1710,651,74
"Comercio al por mayor (076)",1565,4,577,673,293,18
"Comercio al por menor (077)",25873,226,8050,10299,6323,975
"Hoteles y restaurantes (078)",7451,98,2658,2603,1866,226
"Trans., almac. y comunicaciones (079)",10731,59,3485,4366,2570,251
"Intermediación financiera (080)",772,,298,356,113,5
"Activid.inmobil., empres. y alquileres (081)",5585,4,2018,2504,983,76
"Admin.pub. y defensa; p. segur.soc.afil (082)",5920,,1539,2636,1684,61
"Enseñanza (083)",7794,,1536,4160,2009,89
"Servicios sociales y de salud (084)",2942,1,687,1352,852,50
"Otras activ. serv.comun.soc y personales (085)",3169,48,1196,1179,647,99
"Hogares privados con servicio doméstico (086)",3356,70,1870,910,470,36
"Organiz. y organos extraterritoriales (087)",4,,,2,2,
"Actividad economica no especificada (088)",3620,11,1298,1409,800,102
"Hombres (089)",59401,408,18781,23534,14670,2008
"Agric., ganadería, caza y silvicultura (090)",3982,50,1109,1258,1178,387
"Pesca (091)",402,1,133,158,100,10
"Explotación de minas y canteras (092)",255,,68,97,88,2
"Industrias manufactureras (093)",5063,44,2074,1766,993,186
"Suministro de electricidad, gas y agua (094)",283,,59,128,92,4
"Construcción (095)",7573,21,2189,3175,1959,229
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",14224,141,5065,5440,3061,517
"Venta, mant.y rep. veh.autom.y motoc. (097)",3947,29,1747,1512,590,69
"Comercio al por mayor (098)",836,2,307,349,167,11
"Comercio al por menor (099)",9441,110,3011,3579,2304,437
"Hoteles y restaurantes (100)",2352,52,1040,653,520,87
"Trans., almac. y comunicaciones (101)",9570,50,2902,3967,2409,242
"Intermediación financiera (102)",396,,117,197,80,2
"Activid.inmobil., empres. y alquileres (103)",3783,3,1261,1708,750,61
"Admin.pub. y defensa; p. segur.soc.afil (104)",4136,,869,1880,1330,57
"Enseñanza (105)",2887,,444,1406,982,55
"Servicios sociales y de salud (106)",982,1,181,429,336,35
"Otras activ. serv.comun.soc y personales (107)",1668,29,626,594,345,74
"Hogares privados con servicio doméstico (108)",121,9,63,25,21,3
"Organiz. y organos extraterritoriales (109)",2,,,1,1,
"Actividad economica no especificada (110)",1722,7,581,652,425,57
"Mujeres (112)",45816,284,15381,18977,10100,1074
"Agric., ganadería, caza y silvicultura (113)",2121,16,520,774,654,157
"Pesca (114)",50,,16,21,12,1
"Explotación de minas y canteras (115)",21,,7,9,4,1
"Industrias manufactureras (116)",1988,6,721,835,384,42
"Suministro de electricidad, gas y agua (117)",57,2,22,21,12,
"Construcción (118)",226,,84,110,31,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",17628,120,5510,7242,4206,550
"Venta, mant.y rep. veh.autom.y motoc. (120)",467,2,201,198,61,5
"Comercio al por mayor (121)",729,2,270,324,126,7
"Comercio al por menor (122)",16432,116,5039,6720,4019,538
"Hoteles y restaurantes (123)",5099,46,1618,1950,1346,139
"Trans., almac. y comunicaciones (124)",1161,9,583,399,161,9
"Intermediación financiera (125)",376,,181,159,33,3
"Activid.inmobil., empres. y alquileres (126)",1802,1,757,796,233,15
"Admin.pub. y defensa; p. segur.soc.afil (127)",1784,,670,756,354,4
"Enseñanza (128)",4907,,1092,2754,1027,34
"Servicios sociales y de salud (129)",1960,,506,923,516,15
"Otras activ. serv.comun.soc y personales (130)",1501,19,570,585,302,25
"Hogares privados con servicio doméstico (131)",3235,61,1807,885,449,33
"Organiz. y organos extraterritoriales (132)",2,,,1,1,
"Actividad economica no especificada (133)",1898,4,717,757,375,45
,,,,,,
"RURAL (134)",8412,88,2590,2772,2231,731
"Agric., ganadería, caza y silvicultura (135)",5895,80,1730,1808,1623,654
"Pesca (136)",106,,37,32,29,8
"Explotación de minas y canteras (137)",15,,5,5,5,
"Industrias manufactureras (138)",171,2,80,57,28,4
"Suministro de electricidad, gas y agua (139)",9,,3,5,,1
"Construcción (140)",386,1,130,164,85,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",591,2,156,219,190,24
"Venta, mant.y rep. veh.autom.y motoc. (142)",68,,22,23,22,1
"Comercio al por mayor (143)",20,,4,9,7,
"Comercio al por menor (144)",503,2,130,187,161,23
"Hoteles y restaurantes (145)",199,2,69,65,50,13
"Trans., almac. y comunicaciones (146)",238,1,75,94,64,4
"Intermediación financiera (147)",8,,2,6,,
"Activid.inmobil., empres. y alquileres (148)",108,,44,47,15,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",283,,118,114,49,2
"Enseñanza (150)",139,,37,67,35,
"Servicios sociales y de salud (151)",56,,20,22,14,
"Otras activ. serv.comun.soc y personales (152)",50,,13,20,13,4
"Hogares privados con servicio doméstico (153)",55,,33,16,6,
"Actividad economica no especificada (155)",103,,38,31,25,9
"Hombres (156)",5577,53,1713,1818,1483,510
"Agric., ganadería, caza y silvicultura (157)",3951,47,1172,1194,1078,460
"Pesca (158)",100,,35,29,28,8
"Explotación de minas y canteras (159)",15,,5,5,5,
"Industrias manufactureras (160)",123,2,55,37,25,4
"Suministro de electricidad, gas y agua (161)",8,,2,5,,1
"Construcción (162)",354,1,115,154,79,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",268,1,74,94,85,14
"Venta, mant.y rep. veh.autom.y motoc. (164)",61,,17,23,20,1
"Comercio al por mayor (165)",12,,4,4,4,
"Comercio al por menor (166)",195,1,53,67,61,13
"Hoteles y restaurantes (167)",75,1,28,24,16,6
"Trans., almac. y comunicaciones (168)",216,1,64,87,60,4
"Intermediación financiera (169)",5,,,5,,
"Activid.inmobil., empres. y alquileres (170)",80,,30,34,15,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",213,,86,84,42,1
"Enseñanza (172)",61,,8,31,22,
"Servicios sociales y de salud (173)",17,,6,5,6,
"Otras activ. serv.comun.soc y personales (174)",29,,7,12,7,3
"Hogares privados con servicio doméstico (175)",6,,4,1,1,
"Actividad economica no especificada (177)",56,,22,17,14,3
"Mujeres (179)",2835,35,877,954,748,221
"Agric., ganadería, caza y silvicultura (180)",1944,33,558,614,545,194
"Pesca (181)",6,,2,3,1,
"Industrias manufactureras (183)",48,,25,20,3,
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",32,,15,10,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",323,1,82,125,105,10
"Venta, mant.y rep. veh.autom.y motoc. (187)",7,,5,,2,
"Comercio al por mayor (188)",8,,,5,3,
"Comercio al por menor (189)",308,1,77,120,100,10
"Hoteles y restaurantes (190)",124,1,41,41,34,7
"Trans., almac. y comunicaciones (191)",22,,11,7,4,
"Intermediación financiera (192)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (193)",28,,14,13,,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",70,,32,30,7,1
"Enseñanza (195)",78,,29,36,13,
"Servicios sociales y de salud (196)",39,,14,17,8,
"Otras activ. serv.comun.soc y personales (197)",21,,6,8,6,1
"Hogares privados con servicio doméstico (198)",49,,29,15,5,
"Actividad economica no especificada (200)",47,,16,14,11,6
