"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PARINACOCHAS (000)",10896,35561,30353,,507,85.4,1.4
"De 12 a 14 años (001)",1070,3,2,,1,66.7,33.3
"De 15 a 19 años (002)",1334,228,217,63,95.2,27.6,
"De 20 a 24 años (003)",1115,1120,1070,133,95.5,11.9,
"De 25 a 29 años (004)",943,1821,1734,107,95.2,5.9,
"De 30 a 34 años (005)",923,2622,2492,99,95,3.8,
"De 35 a 39 años (006)",885,3273,3018,66,92.2,2,
"De 40 a 44 años (007)",787,3611,3278,33,90.8,0.9,
"De 45 a 49 años (008)",624,3278,2939,5,89.7,0.2,
"De 50 y más años (009)",3215,19605,15603,,79.6,,
"Conviviente (010)",2702,8103,7422,299,91.6,3.7,
"De 12 a 14 años (011)",9,2,2,1,100,50,
"De 15 a 19 años (012)",189,135,129,33,95.6,24.4,
"De 20 a 24 años (013)",524,748,716,99,95.7,13.2,
"De 25 a 29 años (014)",514,1088,1058,66,97.2,6.1,
"De 30 a 34 años (015)",448,1334,1279,54,95.9,4,
"De 35 a 39 años (016)",325,1211,1120,31,92.5,2.6,
"De 40 a 44 años (017)",226,1091,1008,14,92.4,1.3,
"De 45 a 49 años (018)",149,709,639,1,90.1,0.1,
"De 50 y más años (019)",318,1785,1471,,82.4,,
"Separado(a) (020)",342,1244,1137,18,91.4,1.4,
"De 15 a 19 años (022)",14,11,11,3,100,27.3,
"De 20 a 24 años (023)",28,45,44,3,97.8,6.7,
"De 25 a 29 años (024)",50,92,83,3,90.2,3.3,
"De 30 a 34 años (025)",41,119,118,6,99.2,5,
"De 35 a 39 años (026)",46,174,164,2,94.3,1.1,
"De 40 a 44 años (027)",41,183,170,,92.9,,
"De 45 a 49 años (028)",26,115,104,1,90.4,0.9,
"De 50 y más años (029)",96,505,443,,87.7,,
"Casado(a) (030)",3314,18138,15566,131,85.8,0.7,
"De 12 a 14 años (031)",1,1,,,,,
"De 15 a 19 años (032)",13,11,10,3,90.9,27.3,
"De 20 a 24 años (033)",74,138,132,18,95.7,13,
"De 25 a 29 años (034)",160,474,436,31,92,6.5,
"De 30 a 34 años (035)",287,999,933,30,93.4,3,
"De 35 a 39 años (036)",376,1614,1488,28,92.2,1.7,
"De 40 a 44 años (037)",407,2030,1835,18,90.4,0.9,
