"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",11678,14,76,224,745,1821,6064,2734
"De 12 a 14 años (001)",51,,,,,,12,39
"De 15 a 19 años (002)",1064,,,,,,667,397
"De 20 a 24 años (003)",1953,,,,,6,1400,547
"De 25 a 29 años (004)",1815,,,,,45,1374,396
"De 30 a 34 años (005)",1420,,,,1,151,1049,219
"De 35 a 39 años (006)",1328,,,,9,284,818,217
"De 40 a 44 años (007)",1036,,,,34,353,484,165
"De 45 a 49 años (008)",854,,,1,71,422,223,137
"De 50 y más años (009)",2157,14,76,223,630,560,37,617
"Sin nivel (010)",1671,11,42,107,255,329,468,459
"De 12 a 14 años (011)",1,,,,,,1,
"De 15 a 19 años (012)",35,,,,,,25,10
"De 20 a 24 años (013)",80,,,,,1,55,24
"De 25 a 29 años (014)",92,,,,,,68,24
"De 30 a 34 años (015)",106,,,,,7,85,14
"De 35 a 39 años (016)",159,,,,2,25,104,28
"De 40 a 44 años (017)",152,,,,2,44,73,33
"De 45 a 49 años (018)",181,,,,12,93,47,29
"De 50 y más años (019)",865,11,42,107,239,159,10,297
"Educacion Inicial (020)",10,,,,,1,7,2
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",3,,,,,,2,1
"De 25 a 29 años (024)",2,,,,,,2,
"De 35 a 39 años (026)",4,,,,,1,2,1
"Primaria (030)",6106,3,32,105,372,1009,3349,1236
"De 12 a 14 años (031)",42,,,,,,10,32
"De 15 a 19 años (032)",617,,,,,,395,222
"De 20 a 24 años (033)",961,,,,,1,736,224
"De 25 a 29 años (034)",889,,,,,19,734,136
"De 30 a 34 años (035)",754,,,,,80,582,92
"De 35 a 39 años (036)",696,,,,4,140,447,105
"De 40 a 44 años (037)",592,,,,14,201,294,83
"De 45 a 49 años (038)",470,,,1,31,233,129,76
"De 50 y más años (039)",1085,3,32,104,323,335,22,266
"Secundaria (040)",3074,,2,9,65,325,1878,795
"De 12 a 14 años (041)",8,,,,,,1,7
"De 15 a 19 años (042)",406,,,,,,244,162
"De 20 a 24 años (043)",795,,,,,4,549,242
"De 25 a 29 años (044)",659,,,,,19,475,165
"De 30 a 34 años (045)",418,,,,,42,303,73
"De 35 a 39 años (046)",317,,,,1,84,178,54
"De 40 a 44 años (047)",192,,,,9,64,90,29
"De 45 a 49 años (048)",128,,,,15,62,33,18
"De 50 y más años (049)",151,,2,9,40,50,5,45
"Sup. no Univ. incompleta (050)",197,,,1,4,27,102,63
"De 15 a 19 años (052)",5,,,,,,2,3
