"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHURCAMPA (000)",44903,44310,367,226
"Hombres (001)",22144,21888,148,108
"Mujeres (002)",22759,22422,219,118
"Menores de 1 año (003)",926,782,96,48
"Hombres (004)",478,397,52,29
"Mujeres (005)",448,385,44,19
"De 1 a 5 años (006)",5877,5597,116,164
"Hombres (007)",2876,2747,56,73
"Mujeres (008)",3001,2850,60,91
"De 6 a 14 años (009)",11796,11780,11,5
"Hombres (010)",6035,6029,5,1
"Mujeres (011)",5761,5751,6,4
"De 15 a 29 años (012)",9979,9968,10,1
"Hombres (013)",4938,4933,4,1
"Mujeres (014)",5041,5035,6,
"De 30 a 44 años (015)",7298,7274,22,2
"Hombres (016)",3582,3576,5,1
"Mujeres (017)",3716,3698,17,1
"De 45 a 64 años (018)",6104,6076,23,5
"Hombres (019)",2962,2953,6,3
"Mujeres (020)",3142,3123,17,2
"De 65 a más años (021)",2923,2833,89,1
"Hombres (022)",1273,1253,20,
"Mujeres (023)",1650,1580,69,1
,,,,
"URBANA (024)",10183,10092,54,37
"Hombres (025)",5251,5216,17,18
"Mujeres (026)",4932,4876,37,19
"Menores de 1 año (027)",169,150,13,6
"Hombres (028)",82,73,6,3
"Mujeres (029)",87,77,7,3
"De 1 a 5 años (030)",1028,983,16,29
"Hombres (031)",508,488,7,13
"Mujeres (032)",520,495,9,16
"De 6 a 14 años (033)",2212,2211,1,
"Hombres (034)",1139,1139,,
"Mujeres (035)",1073,1072,1,
"De 15 a 29 años (036)",2445,2443,1,1
"Hombres (037)",1265,1263,1,1
"Mujeres (038)",1180,1180,,
"De 30 a 44 años (039)",2115,2110,5,
"Hombres (040)",1130,1129,1,
"Mujeres (041)",985,981,4,
"De 45 a 64 años (042)",1584,1576,7,1
"Hombres (043)",853,850,2,1
"Mujeres (044)",731,726,5,
"De 65 a más años (045)",630,619,11,
"Hombres (046)",274,274,,
"Mujeres (047)",356,345,11,
,,,,
"RURAL (048)",34720,34218,313,189
"Hombres (049)",16893,16672,131,90
"Mujeres (050)",17827,17546,182,99
"Menores de 1 año (051)",757,632,83,42
"Hombres (052)",396,324,46,26
"Mujeres (053)",361,308,37,16
"De 1 a 5 años (054)",4849,4614,100,135
"Hombres (055)",2368,2259,49,60
"Mujeres (056)",2481,2355,51,75
"De 6 a 14 años (057)",9584,9569,10,5
"Hombres (058)",4896,4890,5,1
"Mujeres (059)",4688,4679,5,4
"De 15 a 29 años (060)",7534,7525,9,
"Hombres (061)",3673,3670,3,
"Mujeres (062)",3861,3855,6,
"De 30 a 44 años (063)",5183,5164,17,2
"Hombres (064)",2452,2447,4,1
"Mujeres (065)",2731,2717,13,1
"De 45 a 64 años (066)",4520,4500,16,4
"Hombres (067)",2109,2103,4,2
"Mujeres (068)",2411,2397,12,2
"De 65 a más años (069)",2293,2214,78,1
"Hombres (070)",999,979,20,
"Mujeres (071)",1294,1235,58,1
