"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CUTERVO (000)",1666,76,965,409,163,53
"Conviviente (001)",419,1,177,163,57,21
"Separado(a) (002)",33,,14,12,4,3
"Casado(a) (003)",262,,46,122,75,19
"Viudo(a) (004)",19,,,5,9,5
"Divorciado(a) (005)",2,,,2,,
"Soltero(a) (006)",931,75,728,105,18,5
"Hombres (008)",1248,46,683,317,151,51
"Conviviente (009)",347,,135,138,53,21
"Separado(a) (010)",15,,3,6,3,3
"Casado(a) (011)",221,,34,96,73,18
"Viudo(a) (012)",11,,,2,4,5
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",653,46,511,74,18,4
"Mujeres (016)",418,30,282,92,12,2
"Conviviente (017)",72,1,42,25,4,
"Separado(a) (018)",18,,11,6,1,
"Casado(a) (019)",41,,12,26,2,1
"Viudo(a) (020)",8,,,3,5,
"Divorciado(a) (021)",1,,,1,,
"Soltero(a) (022)",278,29,217,31,,1
,,,,,,
"AREA URBANA (024)",723,18,398,213,65,29
"Conviviente (025)",204,,88,86,20,10
"Separado(a) (026)",20,,7,9,2,2
"Casado(a) (027)",109,,16,54,30,9
"Viudo(a) (028)",11,,,3,3,5
"Divorciado(a) (029)",2,,,2,,
"Soltero(a) (030)",377,18,287,59,10,3
"Hombres (032)",520,10,274,149,59,28
"Conviviente (033)",162,,65,69,18,10
"Separado(a) (034)",9,,2,4,1,2
"Casado(a) (035)",82,,9,36,29,8
"Viudo(a) (036)",7,,,1,1,5
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",259,10,198,38,10,3
"Mujeres (040)",203,8,124,64,6,1
"Conviviente (041)",42,,23,17,2,
"Separado(a) (042)",11,,5,5,1,
"Casado(a) (043)",27,,7,18,1,1
"Viudo(a) (044)",4,,,2,2,
"Divorciado(a) (045)",1,,,1,,
"Soltero(a) (046)",118,8,89,21,,
,,,,,,
"AREA RURAL (048)",943,58,567,196,98,24
"Conviviente (049)",215,1,89,77,37,11
"Separado(a) (050)",13,,7,3,2,1
"Casado(a) (051)",153,,30,68,45,10
"Viudo(a) (052)",8,,,2,6,
"Soltero(a) (054)",554,57,441,46,8,2
"Hombres (056)",728,36,409,168,92,23
"Conviviente (057)",185,,70,69,35,11
"Separado(a) (058)",6,,1,2,2,1
"Casado(a) (059)",139,,25,60,44,10
"Viudo(a) (060)",4,,,1,3,
"Soltero(a) (062)",394,36,313,36,8,1
"Mujeres (064)",215,22,158,28,6,1
"Conviviente (065)",30,1,19,8,2,
"Separado(a) (066)",7,,6,1,,
"Casado(a) (067)",14,,5,8,1,
"Viudo(a) (068)",4,,,1,3,
"Soltero(a) (070)",160,21,128,10,,1
