"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7077,6785,249,17,26
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",408,386,16,4,2
,,,,,
"URBANA (036)",12309,9653,1001,375,1280
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",22,2,2,4,14
"Profes., científicos e intelectuales (038)",1109,209,230,232,438
"Técnicos de nivel medio y trab. asimilados (039)",334,158,45,11,120
"Jefes y empleados de oficina (040)",343,59,13,15,256
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2735,2559,131,15,30
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1599,1542,55,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",750,648,80,11,11
"Obreros construc.,conf.,papel, fab., instr. (044)",1437,1175,165,38,59
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3424,3003,266,43,112
"Otra (046)",228,,,,228
"Ocupación no especificada (047)",328,298,14,4,12
"Hombres (048)",7519,5580,711,289,939
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,1,2,2,12
"Profes., científicos e intelectuales (050)",763,137,175,173,278
"Técnicos de nivel medio y trab. asimilados (051)",205,102,30,11,62
"Jefes y empleados de oficina (052)",216,36,9,10,161
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",956,877,49,6,24
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1185,1142,42,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",476,392,64,9,11
"Obreros construc.,conf.,papel, fab., instr. (056)",1406,1149,162,37,58
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1911,1608,171,36,96
"Otra (058)",226,,,,226
"Ocupación no especificada (059)",158,136,7,4,11
"Mujeres (060)",4790,4073,290,86,341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,1,,2,2
"Profes., científicos e intelectuales (062)",346,72,55,59,160
"Técnicos de nivel medio y trab. asimilados (063)",129,56,15,,58
"Jefes y empleados de oficina (064)",127,23,4,5,95
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1779,1682,82,9,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",414,400,13,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",274,256,16,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",31,26,3,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1513,1395,95,7,16
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",170,162,7,,1
,,,,,
"RURAL (072)",31531,29363,1302,257,609
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",40,,4,1,35
"Profes., científicos e intelectuales (074)",839,231,279,141,188
"Técnicos de nivel medio y trab. asimilados (075)",156,97,14,5,40
"Jefes y empleados de oficina (076)",236,18,16,7,195
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1527,1406,90,5,26
"Agricult.trabaj.calif.agrop.y pesqueros (078)",16419,16170,248,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",971,875,75,13,8
"Obreros construc.,conf.,papel, fab., instr. (080)",1574,1343,172,33,26
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",9305,8811,380,44,70
"Otra (082)",18,,,,18
"Ocupación no especificada (083)",446,412,24,8,2
"Hombres (084)",19645,17951,982,212,500
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",36,,4,1,31
"Profes., científicos e intelectuales (086)",676,170,239,118,149
"Técnicos de nivel medio y trab. asimilados (087)",129,86,11,4,28
"Jefes y empleados de oficina (088)",191,14,13,7,157
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",549,481,42,3,23
"Agricult.trabaj.calif.agrop.y pesqueros (090)",12063,11856,207,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",495,421,57,10,7
"Obreros construc.,conf.,papel, fab., instr. (092)",1539,1314,168,31,26
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3741,3421,226,34,60
"Otra (094)",18,,,,18
"Ocupación no especificada (095)",208,188,15,4,1
"Mujeres (096)",11886,11412,320,45,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,,,4
"Profes., científicos e intelectuales (098)",163,61,40,23,39
"Técnicos de nivel medio y trab. asimilados (099)",27,11,3,1,12
"Jefes y empleados de oficina (100)",45,4,3,,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",978,925,48,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",4356,4314,41,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",476,454,18,3,1
"Obreros construc.,conf.,papel, fab., instr. (104)",35,29,4,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",5564,5390,154,10,10
"Ocupación no especificada (107)",238,224,9,4,1
