"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",1041,31,110,232,297,104,2,265
"Divorciado(a) (050)",58,,1,,12,21,8,16
"De 15 a 19 años (052)",1,,,,,,1,
"De 20 a 24 años (053)",1,,,,,,1,
"De 25 a 29 años (054)",4,,,,,,2,2
"De 30 a 34 años (055)",5,,,,,3,1,1
"De 35 a 39 años (056)",5,,,,,2,,3
"De 40 a 44 años (057)",7,,,,,4,3,
"De 45 a 49 años (058)",11,,,,1,8,,2
"De 50 y más años (059)",24,,1,,11,4,,8
"Soltero(a) (060)",791,,5,6,14,68,184,514
"De 12 a 14 años (061)",4,,,,,,,4
"De 15 a 19 años (062)",57,,,,,,38,19
"De 20 a 24 años (063)",237,,,,,,62,175
"De 25 a 29 años (064)",211,,,,,14,46,151
"De 30 a 34 años (065)",98,,,,,15,15,68
"De 35 a 39 años (066)",51,,,,,11,15,25
"De 40 a 44 años (067)",42,,,,3,15,4,20
"De 45 a 49 años (068)",25,,,,4,8,3,10
"De 50 y más años (069)",66,,5,6,7,5,1,42
,,,,,,,,
"URBANA (080)",4107,16,44,144,373,989,1580,961
"De 12 a 14 años (081)",9,,,,,,1,8
"De 15 a 19 años (082)",105,,,,,,67,38
"De 20 a 24 años (083)",409,,,,,1,259,149
"De 25 a 29 años (084)",584,,,,,37,382,165
"De 30 a 34 años (085)",571,,,,,124,316,131
"De 35 a 39 años (086)",591,,,,6,204,296,85
"De 40 a 44 años (087)",500,,,,14,224,177,85
"De 45 a 49 años (088)",359,,,1,42,192,67,57
"De 50 y más años (089)",979,16,44,143,311,207,15,243
"Conviviente (090)",1853,3,2,13,48,345,1043,399
"De 12 a 14 años (091)",5,,,,,,,5
"De 15 a 19 años (092)",76,,,,,,48,28
"De 20 a 24 años (093)",290,,,,,1,215,74
"De 25 a 29 años (094)",410,,,,,25,296,89
"De 30 a 34 años (095)",344,,,,,61,212,71
"De 35 a 39 años (096)",317,,,,3,97,167,50
"De 40 a 44 años (097)",183,,,,4,69,77,33
"De 45 a 49 años (098)",103,,,1,6,52,26,18
"De 50 y más años (099)",125,3,2,12,35,40,2,31
"Separado(a) (100)",232,,1,7,27,70,71,56
"De 12 a 14 años (101)",1,,,,,,1,
"De 15 a 19 años (102)",8,,,,,,7,1
"De 20 a 24 años (103)",19,,,,,,13,6
"De 25 a 29 años (104)",28,,,,,,18,10
"De 30 a 34 años (105)",31,,,,,8,10,13
"De 35 a 39 años (106)",39,,,,1,20,14,4
"De 40 a 44 años (107)",29,,,,,18,5,6
"De 45 a 49 años (108)",17,,,,1,11,3,2
"De 50 y más años (109)",60,,1,7,25,13,,14
"Casado(a) (110)",1365,6,14,70,209,482,377,207
"De 12 a 14 años (111)",1,,,,,,,1
"De 15 a 19 años (112)",2,,,,,,1,1
"De 20 a 24 años (113)",14,,,,,,11,3
"De 25 a 29 años (114)",68,,,,,9,48,11
"De 30 a 34 años (115)",139,,,,,43,78,18
"De 35 a 39 años (116)",208,,,,2,80,107,19
"De 40 a 44 años (117)",246,,,,8,117,88,33
"De 45 a 49 años (118)",193,,,,29,106,33,25
"De 50 y más años (119)",494,6,14,70,170,127,11,96
"Viudo(a) (120)",333,7,24,51,81,53,21,96
"De 15 a 19 años (122)",1,,,,,,,1
"De 20 a 24 años (123)",2,,,,,,,2
"De 25 a 29 años (124)",2,,,,,1,1,
"De 30 a 34 años (125)",12,,,,,2,8,2
"De 35 a 39 años (126)",7,,,,,4,2,1
"De 40 a 44 años (127)",18,,,,,8,6,4
"De 45 a 49 años (128)",28,,,,4,16,3,5
"De 50 y más años (129)",263,7,24,51,77,22,1,81
"Divorciado(a) (130)",16,,,,3,7,1,5
"De 25 a 29 años (134)",2,,,,,,1,1
"De 35 a 39 años (136)",1,,,,,1,,
"De 40 a 44 años (137)",1,,,,,1,,
"De 45 a 49 años (138)",5,,,,1,2,,2
"De 50 y más años (139)",7,,,,2,3,,2
"Soltero(a) (140)",308,,3,3,5,32,67,198
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",18,,,,,,11,7
"De 20 a 24 años (143)",84,,,,,,20,64
"De 25 a 29 años (144)",74,,,,,2,18,54
"De 30 a 34 años (145)",45,,,,,10,8,27
"De 35 a 39 años (146)",19,,,,,2,6,11
"De 40 a 44 años (147)",23,,,,2,11,1,9
"De 45 a 49 años (148)",13,,,,1,5,2,5
"De 50 y más años (149)",30,,3,3,2,2,1,19
,,,,,,,,
"RURAL (160)",10101,35,135,409,965,2228,4431,1898
"De 12 a 14 años (161)",20,,,,,,,20
"De 15 a 19 años (162)",318,,,,,,229,89
"De 20 a 24 años (163)",1150,,,,,1,802,347
"De 25 a 29 años (164)",1487,,,,,79,1062,346
"De 30 a 34 años (165)",1275,,,,,208,868,199
"De 35 a 39 años (166)",1310,,,,9,408,732,161
"De 40 a 44 años (167)",1062,,,,41,459,456,106
"De 45 a 49 años (168)",903,,,,85,484,244,90
"De 50 y más años (169)",2576,35,135,409,830,589,38,540
"Conviviente (170)",4207,4,3,25,107,599,2746,723
"De 12 a 14 años (171)",14,,,,,,,14
"De 15 a 19 años (172)",246,,,,,,180,66
"De 20 a 24 años (173)",852,,,,,1,649,202
"De 25 a 29 años (174)",1054,,,,,47,810,197
"De 30 a 34 años (175)",737,,,,,115,526,96
"De 35 a 39 años (176)",559,,,,4,157,344,54
"De 40 a 44 años (177)",319,,,,12,126,162,19
"De 45 a 49 años (178)",195,,,,16,90,68,21
"De 50 y más años (179)",231,4,3,25,75,63,7,54
"Separado(a) (180)",360,,,10,27,93,150,80
"De 15 a 19 años (182)",25,,,,,,17,8
"De 20 a 24 años (183)",59,,,,,,46,13
"De 25 a 29 años (184)",52,,,,,9,34,9
"De 30 a 34 años (185)",46,,,,,14,22,10
"De 35 a 39 años (186)",48,,,,,21,15,12
"De 40 a 44 años (187)",46,,,,4,20,11,11
"De 45 a 49 años (188)",30,,,,5,13,4,8
"De 50 y más años (189)",54,,,10,18,16,1,9
"Casado(a) (190)",4066,7,43,190,583,1334,1354,555
"De 12 a 14 años (191)",3,,,,,,,3
"De 15 a 19 años (192)",7,,,,,,4,3
"De 20 a 24 años (193)",80,,,,,,61,19
"De 25 a 29 años (194)",234,,,,,11,182,41
"De 30 a 34 años (195)",418,,,,,70,299,49
"De 35 a 39 años (196)",639,,,,4,206,355,74
"De 40 a 44 años (197)",627,,,,23,284,266,54
"De 45 a 49 años (198)",598,,,,53,339,158,48
"De 50 y más años (199)",1460,7,43,190,503,424,29,264
"Viudo(a) (200)",943,24,86,181,230,152,57,213
"De 12 a 14 años (201)",1,,,,,,,1
"De 20 a 24 años (203)",5,,,,,,3,2
"De 25 a 29 años (204)",8,,,,,,7,1
"De 30 a 34 años (205)",16,,,,,1,13,2
"De 35 a 39 años (206)",28,,,,1,14,9,4
"De 40 a 44 años (207)",45,,,,1,22,11,11
"De 45 a 49 años (208)",62,,,,8,33,13,8
"De 50 y más años (209)",778,24,86,181,220,82,1,184
"Divorciado(a) (210)",42,,1,,9,14,7,11
"De 15 a 19 años (212)",1,,,,,,1,
"De 20 a 24 años (213)",1,,,,,,1,
"De 25 a 29 años (214)",2,,,,,,1,1
"De 30 a 34 años (215)",5,,,,,3,1,1
"De 35 a 39 años (216)",4,,,,,1,,3
"De 40 a 44 años (217)",6,,,,,3,3,
"De 45 a 49 años (218)",6,,,,,6,,
"De 50 y más años (219)",17,,1,,9,1,,6
"Soltero(a) (220)",483,,2,3,9,36,117,316
"De 12 a 14 años (221)",2,,,,,,,2
"De 15 a 19 años (222)",39,,,,,,27,12
"De 20 a 24 años (223)",153,,,,,,42,111
"De 25 a 29 años (224)",137,,,,,12,28,97
"De 30 a 34 años (225)",53,,,,,5,7,41
"De 35 a 39 años (226)",32,,,,,9,9,14
"De 40 a 44 años (227)",19,,,,1,4,3,11
"De 45 a 49 años (228)",12,,,,3,3,1,5
"De 50 y más años (229)",36,,2,3,5,3,,23
