"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior univ. incompleto (037)",571,,,,78,250,87,140,16
"Superior univ. completo (038)",1105,,,,,178,333,490,104
"Hombres (040)",8051,338,901,979,867,1365,1154,1854,593
"Sin nivel (041)",658,338,116,10,12,23,19,77,63
"Educación inicial (042)",205,,198,1,,6,,,
"Primaria (043)",2764,,587,695,153,226,236,563,304
"Secundaria (044)",2510,,,273,642,621,396,477,101
"Superior no univ. incompleto (045)",354,,,,30,135,76,102,11
"Superior no univ. completo (046)",630,,,,,149,190,249,42
"Superior univ. incompleto (047)",309,,,,30,129,50,92,8
"Superior univ. completo (048)",621,,,,,76,187,294,64
"Mujeres (050)",8478,348,806,936,844,1475,1310,1962,797
"Sin nivel (051)",1227,348,93,13,14,81,100,284,294
"Educación inicial (052)",222,,214,1,1,3,3,,
"Primaria (053)",3069,,499,654,145,349,393,711,318
"Secundaria (054)",2063,,,268,587,441,296,390,81
"Superior no univ. incompleto (055)",345,,,,49,153,78,63,2
"Superior no univ. completo (056)",806,,,,,225,257,270,54
"Superior univ. incompleto (057)",262,,,,48,121,37,48,8
"Superior univ. completo (058)",484,,,,,102,146,196,40
,,,,,,,,,
"RURAL (060)",33768,1900,4683,5104,3419,4853,4317,6530,2962
"Sin nivel (061)",9562,1900,1046,137,242,747,1132,2614,1744
"Educación inicial (062)",1021,,941,22,8,29,21,,
"Primaria (063)",17716,,2696,4262,1554,2515,2314,3260,1115
"Secundaria (064)",4578,,,683,1549,1233,612,434,67
"Superior no univ. incompleto (065)",274,,,,46,133,52,42,1
"Superior no univ. completo (066)",394,,,,,113,141,117,23
"Superior univ. incompleto (067)",116,,,,20,51,15,25,5
"Superior univ. completo (068)",107,,,,,32,30,38,7
"Hombres (070)",16683,959,2366,2590,1731,2378,2142,3195,1322
"Sin nivel (071)",3432,959,536,60,72,178,325,783,519
"Educación inicial (072)",515,,492,9,2,9,3,,
"Primaria (073)",9328,,1338,2136,704,1236,1261,1932,721
"Secundaria (074)",2850,,,385,915,775,408,316,51
"Superior no univ. incompleto (075)",164,,,,27,72,31,33,1
"Superior no univ. completo (076)",245,,,,,61,86,79,19
"Superior univ. incompleto (077)",83,,,,11,33,12,22,5
"Superior univ. completo (078)",66,,,,,14,16,30,6
"Mujeres (080)",17085,941,2317,2514,1688,2475,2175,3335,1640
"Sin nivel (081)",6130,941,510,77,170,569,807,1831,1225
"Educación inicial (082)",506,,449,13,6,20,18,,
"Primaria (083)",8388,,1358,2126,850,1279,1053,1328,394
"Secundaria (084)",1728,,,298,634,458,204,118,16
"Superior no univ. incompleto (085)",110,,,,19,61,21,9,
"Superior no univ. completo (086)",149,,,,,52,55,38,4
"Superior univ. incompleto (087)",33,,,,9,18,3,3,
"Superior univ. completo (088)",41,,,,,18,14,8,1
