"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ACOMAYO (000)",7488,679,1064,4038,195,1443,69
"Sin nivel (001)",1132,13,87,650,36,333,13
"Educación inicial (002)",12,,4,7,1,,
"Primaria (003)",3293,41,469,2016,95,642,30
"Secundaria (004)",2149,125,418,1112,54,416,24
"Superior no univ. incompleta (005)",162,37,31,72,3,17,2
"Superior no univ. completa (006)",421,252,34,106,3,26,
"Superior univ. incompleta (007)",77,36,9,30,,2,
"Superior univ. completa (008)",242,175,12,45,3,7,
"Hombres (010)",5009,412,892,3011,141,536,17
"Sin nivel (011)",365,3,34,275,11,39,3
"Educación inicial (012)",4,,,3,1,,
"Primaria (013)",2332,17,394,1635,74,206,6
"Secundaria (014)",1667,75,383,902,48,253,6
"Superior no univ. incompleta (015)",131,25,30,58,3,13,2
"Superior no univ. completa (016)",291,156,31,83,2,19,
"Superior univ. incompleta (017)",60,26,8,24,,2,
"Superior univ. completa (018)",159,110,12,31,2,4,
"Mujeres (020)",2479,267,172,1027,54,907,52
"Sin nivel (021)",767,10,53,375,25,294,10
"Educación inicial (022)",8,,4,4,,,
"Primaria (023)",961,24,75,381,21,436,24
"Secundaria (024)",482,50,35,210,6,163,18
"Superior no univ. incompleta (025)",31,12,1,14,,4,
"Superior no univ. completa (026)",130,96,3,23,1,7,
"Superior univ. incompleta (027)",17,10,1,6,,,
"Superior univ. completa (028)",83,65,,14,1,3,
,,,,,,,
"URBANA (030)",4390,561,629,2235,102,822,41
"Sin nivel (031)",623,10,50,349,19,188,7
"Educación inicial (032)",7,,3,4,,,
"Primaria (033)",1737,29,240,1051,45,352,20
"Secundaria (034)",1304,94,276,649,31,242,12
"Superior no univ. incompleta (035)",111,28,22,47,2,10,2
"Superior no univ. completa (036)",348,217,26,80,3,22,
"Superior univ. incompleta (037)",63,32,5,24,,2,
"Superior univ. completa (038)",197,151,7,31,2,6,
"Hombres (040)",2771,340,501,1541,67,312,10
"Sin nivel (041)",151,2,15,110,3,20,1
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",1151,14,182,801,33,117,4
"Secundaria (044)",976,61,249,491,26,146,3
"Superior no univ. incompleta (045)",86,18,21,36,2,7,2
"Superior no univ. completa (046)",234,131,23,61,2,17,
"Superior univ. incompleta (047)",49,23,4,20,,2,
"Superior univ. completa (048)",123,91,7,21,1,3,
"Mujeres (050)",1619,221,128,694,35,510,31
"Sin nivel (051)",472,8,35,239,16,168,6
"Educación inicial (052)",6,,3,3,,,
"Primaria (053)",586,15,58,250,12,235,16
"Secundaria (054)",328,33,27,158,5,96,9
"Superior no univ. incompleta (055)",25,10,1,11,,3,
"Superior no univ. completa (056)",114,86,3,19,1,5,
"Superior univ. incompleta (057)",14,9,1,4,,,
"Superior univ. completa (058)",74,60,,10,1,3,
,,,,,,,
"RURAL (060)",3098,118,435,1803,93,621,28
"Sin nivel (061)",509,3,37,301,17,145,6
"Educación inicial (062)",5,,1,3,1,,
"Primaria (063)",1556,12,229,965,50,290,10
"Secundaria (064)",845,31,142,463,23,174,12
"Superior no univ. incompleta (065)",51,9,9,25,1,7,
"Superior no univ. completa (066)",73,35,8,26,,4,
"Superior univ. incompleta (067)",14,4,4,6,,,
"Superior univ. completa (068)",45,24,5,14,1,1,
"Hombres (070)",2238,72,391,1470,74,224,7
"Sin nivel (071)",214,1,19,165,8,19,2
"Educación inicial (072)",3,,,2,1,,
"Primaria (073)",1181,3,212,834,41,89,2
"Secundaria (074)",691,14,134,411,22,107,3
"Superior no univ. incompleta (075)",45,7,9,22,1,6,
"Superior no univ. completa (076)",57,25,8,22,,2,
"Superior univ. incompleta (077)",11,3,4,4,,,
"Superior univ. completa (078)",36,19,5,10,1,1,
"Mujeres (080)",860,46,44,333,19,397,21
"Sin nivel (081)",295,2,18,136,9,126,4
"Educación inicial (082)",2,,1,1,,,
"Primaria (083)",375,9,17,131,9,201,8
"Secundaria (084)",154,17,8,52,1,67,9
"Superior no univ. incompleta (085)",6,2,,3,,1,
"Superior no univ. completa (086)",16,10,,4,,2,
"Superior univ. incompleta (087)",3,1,,2,,,
"Superior univ. completa (088)",9,5,,4,,,
