"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1013,957,27,16,13
"Ocupación no especificada (035)",364,339,17,3,5
,,,,,
"URBANA (036)",7062,3929,675,582,1876
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",50,,3,7,40
"Profes., científicos e intelectuales (038)",946,199,205,222,320
"Técnicos de nivel medio y trab. asimilados (039)",254,80,18,32,124
"Jefes y empleados de oficina (040)",337,57,29,29,222
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",799,746,29,6,18
"Agricult.trabaj.calif.agrop.y pesqueros (042)",701,678,22,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1727,705,154,139,729
"Obreros construc.,conf.,papel, fab., instr. (044)",453,264,77,61,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1512,1005,112,73,322
"Otra (046)",10,,,,10
"Ocupación no especificada (047)",273,195,26,13,39
"Hombres (048)",5299,2698,509,451,1641
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",44,,2,7,35
"Profes., científicos e intelectuales (050)",541,93,111,128,209
"Técnicos de nivel medio y trab. asimilados (051)",204,60,17,25,102
"Jefes y empleados de oficina (052)",199,30,16,12,141
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",325,293,13,4,15
"Agricult.trabaj.calif.agrop.y pesqueros (054)",667,647,19,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1688,676,148,138,726
"Obreros construc.,conf.,papel, fab., instr. (056)",447,260,75,61,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1030,559,91,65,315
"Otra (058)",10,,,,10
"Ocupación no especificada (059)",144,80,17,11,36
"Mujeres (060)",1763,1231,166,131,235
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,1,,5
"Profes., científicos e intelectuales (062)",405,106,94,94,111
"Técnicos de nivel medio y trab. asimilados (063)",50,20,1,7,22
"Jefes y empleados de oficina (064)",138,27,13,17,81
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",474,453,16,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",34,31,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",39,29,6,1,3
"Obreros construc.,conf.,papel, fab., instr. (068)",6,4,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",482,446,21,8,7
"Ocupación no especificada (071)",129,115,9,2,3
,,,,,
"RURAL (072)",15490,11572,662,539,2717
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",22,,2,4,16
"Profes., científicos e intelectuales (074)",570,138,103,59,270
"Técnicos de nivel medio y trab. asimilados (075)",278,62,23,38,155
"Jefes y empleados de oficina (076)",223,27,15,13,168
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",469,331,36,11,91
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6958,6899,53,1,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",2316,848,131,147,1190
"Obreros construc.,conf.,papel, fab., instr. (080)",635,286,70,96,183
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3468,2610,180,136,542
"Otra (082)",29,,,,29
"Ocupación no especificada (083)",522,371,49,34,68
"Hombres (084)",13857,10226,571,495,2565
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",17,,1,2,14
"Profes., científicos e intelectuales (086)",337,65,60,36,176
"Técnicos de nivel medio y trab. asimilados (087)",254,54,22,35,143
"Jefes y empleados de oficina (088)",169,10,5,9,145
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",261,149,18,10,84
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6655,6598,51,1,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",2276,818,129,145,1184
"Obreros construc.,conf.,papel, fab., instr. (092)",635,286,70,96,183
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2937,2099,174,128,536
"Otra (094)",29,,,,29
"Ocupación no especificada (095)",287,147,41,33,66
"Mujeres (096)",1633,1346,91,44,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,,1,2,2
"Profes., científicos e intelectuales (098)",233,73,43,23,94
"Técnicos de nivel medio y trab. asimilados (099)",24,8,1,3,12
"Jefes y empleados de oficina (100)",54,17,10,4,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",208,182,18,1,7
"Agricult.trabaj.calif.agrop.y pesqueros (102)",303,301,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",40,30,2,2,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",531,511,6,8,6
"Ocupación no especificada (107)",235,224,8,1,2
