"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUAYLAS (000)",53729,26491,27238,17538,8584,8954,36191,17907,18284
"Menores de 1 año (001)",1047,520,527,302,152,150,745,368,377
"Menores de 1 mes (002)",89,43,46,32,16,16,57,27,30
"De 1 a 11 meses (003)",958,477,481,270,136,134,688,341,347
"De 1 a 4 años (004)",4971,2534,2437,1393,719,674,3578,1815,1763
"1 año (005)",1126,553,573,331,164,167,795,389,406
"2 años (006)",1259,684,575,376,217,159,883,467,416
"3 años (007)",1298,620,678,339,159,180,959,461,498
"4 años (008)",1288,677,611,347,179,168,941,498,443
"De 5 a 9 años (009)",6390,3267,3123,1707,901,806,4683,2366,2317
"5 años (010)",1226,619,607,330,168,162,896,451,445
"6 años (011)",1151,571,580,316,157,159,835,414,421
"7 años (012)",1318,696,622,341,186,155,977,510,467
"8 años (013)",1329,703,626,351,195,156,978,508,470
"9 años (014)",1366,678,688,369,195,174,997,483,514
"De 10 a 14 años (015)",7019,3569,3450,1915,979,936,5104,2590,2514
"10 años (016)",1435,700,735,374,183,191,1061,517,544
"11 años (017)",1427,742,685,390,204,186,1037,538,499
"12 años (018)",1497,759,738,398,200,198,1099,559,540
"13 años (019)",1346,678,668,385,199,186,961,479,482
"14 años (020)",1314,690,624,368,193,175,946,497,449
"De 15 a 19 años (021)",5130,2598,2532,1711,867,844,3419,1731,1688
"15 años (022)",1233,631,602,385,184,201,848,447,401
"16 años (023)",1093,532,561,381,186,195,712,346,366
"17 años (024)",1044,543,501,338,173,165,706,370,336
"18 años (025)",962,498,464,323,173,150,639,325,314
"19 años (026)",798,394,404,284,151,133,514,243,271
"De 20 a 24 años (027)",4029,1991,2038,1450,708,742,2579,1283,1296
"20 años (028)",888,425,463,331,159,172,557,266,291
"21 años (029)",697,332,365,260,120,140,437,212,225
"22 años (030)",803,410,393,293,156,137,510,254,256
"23 años (031)",832,412,420,296,141,155,536,271,265
"24 años (032)",809,412,397,270,132,138,539,280,259
"De 25 a 29 años (033)",3664,1752,1912,1390,657,733,2274,1095,1179
"25 años (034)",791,377,414,296,142,154,495,235,260
"26 años (035)",729,352,377,264,128,136,465,224,241
"27 años (036)",793,385,408,309,146,163,484,239,245
"28 años (037)",732,347,385,271,127,144,461,220,241
"29 años (038)",619,291,328,250,114,136,369,177,192
"De 30 a 34 años (039)",3407,1638,1769,1243,574,669,2164,1064,1100
"30 años (040)",833,396,437,291,132,159,542,264,278
"31 años (041)",550,268,282,216,101,115,334,167,167
"32 años (042)",687,306,381,243,101,142,444,205,239
"33 años (043)",706,341,365,259,121,138,447,220,227
"34 años (044)",631,327,304,234,119,115,397,208,189
