"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6452,1454,1595,2434,174,343,115,337
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,17,,,4,,,
"Profes., científicos e intelectuales (002)",400,329,,62,8,1,,
"Técnicos de nivel medio y trab. asimilados (003)",197,134,,43,15,5,,
"Jefes y empleados de oficina (004)",260,259,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",768,219,8,466,19,56,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1043,1,52,869,103,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",256,,59,187,6,4,,
"Obreros construc.,conf.,papel, fab., instr. (008)",749,68,216,446,14,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2233,358,1232,280,3,245,115,
"Otra (010)",37,37,,,,,,
"Ocupaciñn no especificada (011)",151,32,28,81,2,8,,
"Desocupado (012)",337,,,,,,,337
"Hombres (013)",4917,862,1441,1912,149,276,8,269
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",14,10,,,4,,,
"Profes., científicos e intelectuales (015)",192,150,,34,7,1,,
"Técnicos de nivel medio y trab. asimilados (016)",122,75,,35,9,3,,
"Jefes y empleados de oficina (017)",137,137,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",379,137,8,209,8,17,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1009,,51,840,101,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",215,,42,167,4,2,,
"Obreros construc.,conf.,papel, fab., instr. (021)",715,68,213,416,13,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1747,234,1102,176,1,226,8,
"Otra (023)",36,36,,,,,,
"Ocupaciñn no especificada (024)",82,15,25,35,2,5,,
"Desocupado (025)",269,,,,,,,269
"Mujeres (026)",1535,592,154,522,25,67,107,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,7,,,,,,
"Profes., científicos e intelectuales (028)",208,179,,28,1,,,
"Técnicos de nivel medio y trab. asimilados (029)",75,59,,8,6,2,,
"Jefes y empleados de oficina (030)",123,122,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",389,82,,257,11,39,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",34,1,1,29,2,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",41,,17,20,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (034)",34,,3,30,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",486,124,130,104,2,19,107,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",69,17,3,46,,3,,
"Desocupado (038)",68,,,,,,,68
,,,,,,,,
"URBANA (039)",5097,1226,1216,1939,125,259,92,240
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",18,14,,,4,,,
"Profes., científicos e intelectuales (041)",327,268,,53,5,1,,
"Técnicos de nivel medio y trab. asimilados (042)",176,119,,39,14,4,,
"Jefes y empleados de oficina (043)",217,216,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",709,196,8,433,19,53,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",714,,52,585,60,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",233,,55,170,6,2,,
"Obreros construc.,conf.,papel, fab., instr. (047)",627,54,164,393,12,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1700,296,920,218,3,171,92,
"Otra (049)",36,36,,,,,,
"Ocupaciñn no especificada (050)",100,27,17,48,2,6,,
"Desocupado (051)",240,,,,,,,240
"Hombres (052)",3762,718,1069,1484,102,208,5,176
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",11,7,,,4,,,
"Profes., científicos e intelectuales (054)",158,123,,30,4,1,,
"Técnicos de nivel medio y trab. asimilados (055)",109,68,,31,8,2,,
"Jefes y empleados de oficina (056)",115,115,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",341,120,8,189,8,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",703,,51,576,60,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",192,,38,150,4,,,
"Obreros construc.,conf.,papel, fab., instr. (060)",595,54,162,364,11,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1272,184,796,120,1,166,5,
"Otra (062)",35,35,,,,,,
"Ocupaciñn no especificada (063)",55,12,14,24,2,3,,
"Desocupado (064)",176,,,,,,,176
"Mujeres (065)",1335,508,147,455,23,51,87,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,7,,,,,,
"Profes., científicos e intelectuales (067)",169,145,,23,1,,,
"Técnicos de nivel medio y trab. asimilados (068)",67,51,,8,6,2,,
"Jefes y empleados de oficina (069)",102,101,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",368,76,,244,11,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",11,,1,9,,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",41,,17,20,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (073)",32,,2,29,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",428,112,124,98,2,5,87,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",45,15,3,24,,3,,
"Desocupado (077)",64,,,,,,,64
,,,,,,,,
"RURAL (078)",1355,228,379,495,49,84,23,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",73,61,,9,3,,,
"Técnicos de nivel medio y trab. asimilados (081)",21,15,,4,1,1,,
"Jefes y empleados de oficina (082)",43,43,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",59,23,,33,,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",329,1,,284,43,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",23,,4,17,,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",122,14,52,53,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",533,62,312,62,,74,23,
"Otra (088)",1,1,,,,,,
"Ocupaciñn no especificada (089)",51,5,11,33,,2,,
"Desocupado (090)",97,,,,,,,97
"Hombres (091)",1155,144,372,428,47,68,3,93
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,3,,,,,,
"Profes., científicos e intelectuales (093)",34,27,,4,3,,,
"Técnicos de nivel medio y trab. asimilados (094)",13,7,,4,1,1,,
"Jefes y empleados de oficina (095)",22,22,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",38,17,,20,,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",306,,,264,41,1,,
