"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia VILCAS HUAMAN (000)",8879,31308,26771,,361,85.5,1.2
"De 12 a 14 años (001)",940,4,2,,,50,
"De 15 a 19 años (002)",971,211,204,57,96.7,27,
"De 20 a 24 años (003)",717,849,827,87,97.4,10.2,
"De 25 a 29 años (004)",722,1434,1386,72,96.7,5,
"De 30 a 34 años (005)",692,2004,1887,72,94.2,3.6,
"De 35 a 39 años (006)",680,2515,2368,39,94.2,1.6,
"De 40 a 44 años (007)",643,3047,2806,31,92.1,1,
"De 45 a 49 años (008)",527,2904,2607,3,89.8,0.1,
"De 50 y más años (009)",2987,18340,14684,,80.1,,
"Sin nivel (010)",2838,16498,13212,41,80.1,0.2,
"De 12 a 14 años (011)",7,1,1,,100,,
"De 15 a 19 años (012)",20,7,7,1,100,14.3,
"De 20 a 24 años (013)",37,54,51,4,94.4,7.4,
"De 25 a 29 años (014)",61,139,134,8,96.4,5.8,
"De 30 a 34 años (015)",90,301,278,9,92.4,3,
"De 35 a 39 años (016)",114,505,458,6,90.7,1.2,
"De 40 a 44 años (017)",204,1076,970,12,90.1,1.1,
"De 45 a 49 años (018)",155,918,801,1,87.3,0.1,
"De 50 y más años (019)",2150,13497,10512,,77.9,,
"Educacion Inicial (020)",10,25,25,1,100,4,
"De 15 a 19 años (022)",1,1,1,,100,,
"De 20 a 24 años (023)",1,1,1,1,100,100,
"De 25 a 29 años (024)",1,1,1,,100,,
"De 30 a 34 años (025)",4,12,12,,100,,
"De 35 a 39 años (026)",3,10,10,,100,,
"Primaria (030)",3781,12014,10897,190,90.7,1.6,
"De 12 a 14 años (031)",639,1,1,,100,,
"De 15 a 19 años (032)",319,99,97,30,98,30.3,
"De 20 a 24 años (033)",315,488,473,42,96.9,8.6,
"De 25 a 29 años (034)",375,870,841,38,96.7,4.4,
"De 30 a 34 años (035)",382,1273,1191,42,93.6,3.3,
"De 35 a 39 años (036)",368,1474,1393,19,94.5,1.3,
"De 40 a 44 años (037)",327,1622,1503,17,92.7,1,
"De 45 a 49 años (038)",311,1747,1579,2,90.4,0.1,
"De 50 y más años (039)",745,4440,3819,,86,,
"Secundaria (040)",1879,2263,2144,109,94.7,4.8,
"De 12 a 14 años (041)",294,2,,,,,
