"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PISCO (000)",35531,32156,66,7665,7695,5878,6191,2877,1273,511,3375,102629
"De 12 a 14 años (001)",46,10,,9,1,,,,,,36,11
"De 15 a 19 años (002)",946,763,5,707,45,3,3,,,,183,818
"De 20 a 24 años (003)",4073,3053,8,2179,709,136,19,2,,,1020,4097
"De 25 a 29 años (004)",4880,4025,12,1797,1544,522,141,6,3,,855,7098
"De 30 a 34 años (005)",4733,4314,9,1040,1702,1027,492,40,3,1,419,9894
"De 35 a 39 años (006)",4472,4184,7,634,1281,1160,922,158,21,1,288,11812
"De 40 a 44 años (007)",3755,3575,6,376,834,1003,1035,261,53,7,180,11748
"De 45 a 49 años (008)",3141,3036,2,293,582,706,953,387,92,21,105,11257
"De 50 y más años (009)",9485,9196,17,630,997,1321,2626,2023,1101,481,289,45894
"Sin nivel (010)",1900,1800,5,129,136,208,460,444,296,122,100,9768
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",7,6,,4,1,,1,,,,1,10
"De 20 a 24 años (013)",35,21,,12,5,3,1,,,,14,35
"De 25 a 29 años (014)",42,25,,8,7,6,3,,1,,17,60
"De 30 a 34 años (015)",67,50,,9,8,17,11,5,,,17,154
"De 35 a 39 años (016)",83,75,,6,13,15,27,12,2,,8,286
"De 40 a 44 años (017)",102,86,,7,7,17,32,15,8,,16,372
"De 45 a 49 años (018)",125,122,,7,13,14,38,35,11,4,3,606
"De 50 y más años (019)",1438,1415,5,76,82,136,347,377,274,118,23,8245
"Educacion Inicial (020)",37,27,,7,9,6,5,,,,10,63
"De 15 a 19 años (022)",2,1,,1,,,,,,,1,1
