"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia TUMBES (000)",142338,73057,69281,131105,67205,63900,11233,5852,5381
"Menores de 1 año (001)",2896,1480,1416,2659,1363,1296,237,117,120
"Menores de 1 mes (002)",192,101,91,177,92,85,15,9,6
"De 1 a 11 meses (003)",2704,1379,1325,2482,1271,1211,222,108,114
"De 1 a 4 años (004)",12086,6217,5869,11221,5786,5435,865,431,434
"1 año (005)",2871,1484,1387,2647,1380,1267,224,104,120
"2 años (006)",3112,1601,1511,2906,1502,1404,206,99,107
"3 años (007)",3172,1608,1564,2966,1501,1465,206,107,99
"4 años (008)",2931,1524,1407,2702,1403,1299,229,121,108
"De 5 a 9 años (009)",13479,6839,6640,12496,6344,6152,983,495,488
"5 años (010)",2772,1403,1369,2582,1302,1280,190,101,89
"6 años (011)",2568,1305,1263,2397,1217,1180,171,88,83
"7 años (012)",2755,1428,1327,2527,1318,1209,228,110,118
"8 años (013)",2913,1493,1420,2690,1381,1309,223,112,111
"9 años (014)",2471,1210,1261,2300,1126,1174,171,84,87
"De 10 a 14 años (015)",14145,7243,6902,13055,6705,6350,1090,538,552
"10 años (016)",2813,1420,1393,2592,1316,1276,221,104,117
"11 años (017)",2587,1337,1250,2427,1254,1173,160,83,77
"12 años (018)",2780,1410,1370,2537,1292,1245,243,118,125
"13 años (019)",2764,1444,1320,2538,1332,1206,226,112,114
"14 años (020)",3201,1632,1569,2961,1511,1450,240,121,119
"De 15 a 19 años (021)",14161,7438,6723,13041,6876,6165,1120,562,558
"15 años (022)",3007,1508,1499,2758,1385,1373,249,123,126
"16 años (023)",2599,1278,1321,2380,1174,1206,219,104,115
"17 años (024)",2606,1311,1295,2399,1195,1204,207,116,91
"18 años (025)",3104,1850,1254,2879,1741,1138,225,109,116
"19 años (026)",2845,1491,1354,2625,1381,1244,220,110,110
"De 20 a 24 años (027)",13672,6968,6704,12590,6397,6193,1082,571,511
"20 años (028)",2839,1459,1380,2596,1337,1259,243,122,121
"21 años (029)",2403,1246,1157,2245,1162,1083,158,84,74
"22 años (030)",2869,1483,1386,2622,1351,1271,247,132,115
"23 años (031)",2861,1433,1428,2631,1313,1318,230,120,110
"24 años (032)",2700,1347,1353,2496,1234,1262,204,113,91
"De 25 a 29 años (033)",12463,6208,6255,11508,5711,5797,955,497,458
"25 años (034)",2631,1314,1317,2412,1210,1202,219,104,115
"26 años (035)",2391,1181,1210,2226,1088,1138,165,93,72
"27 años (036)",2704,1366,1338,2509,1268,1241,195,98,97
"28 años (037)",2478,1221,1257,2279,1110,1169,199,111,88
"29 años (038)",2259,1126,1133,2082,1035,1047,177,91,86
"De 30 a 34 años (039)",11163,5537,5626,10346,5112,5234,817,425,392
