"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YUNGAY (000)",51656,2516,6486,7087,5660,8837,6991,10114,3965
"Sin nivel (001)",13816,2516,1327,172,340,1191,1627,4187,2456
"Educación inicial (002)",1428,,1299,47,18,35,29,,
"Primaria (003)",22936,,3860,5622,1861,3282,3048,4053,1210
"Secundaria (004)",8942,,,1246,3137,2491,1071,849,148
"Superior no univ. incompleto (005)",1122,,,,190,627,156,137,12
"Superior no univ. completo (006)",1973,,,,,667,694,527,85
"Superior univ. incompleto (007)",553,,,,114,307,70,57,5
"Superior univ. completo (008)",886,,,,,237,296,304,49
"Hombres (010)",25411,1300,3196,3603,2864,4347,3349,4883,1869
"Sin nivel (011)",4725,1300,643,51,81,222,379,1171,878
"Educación inicial (012)",660,,608,19,12,11,10,,
"Primaria (013)",12264,,1945,2903,865,1588,1653,2534,776
"Secundaria (014)",5254,,,630,1766,1530,667,552,109
"Superior no univ. incompleto (015)",616,,,,86,352,91,78,9
"Superior no univ. completo (016)",1041,,,,,335,346,308,52
"Superior univ. incompleto (017)",316,,,,54,174,41,42,5
"Superior univ. completo (018)",535,,,,,135,162,198,40
"Mujeres (020)",26245,1216,3290,3484,2796,4490,3642,5231,2096
"Sin nivel (021)",9091,1216,684,121,259,969,1248,3016,1578
"Educación inicial (022)",768,,691,28,6,24,19,,
"Primaria (023)",10672,,1915,2719,996,1694,1395,1519,434
"Secundaria (024)",3688,,,616,1371,961,404,297,39
"Superior no univ. incompleto (025)",506,,,,104,275,65,59,3
"Superior no univ. completo (026)",932,,,,,332,348,219,33
"Superior univ. incompleto (027)",237,,,,60,133,29,15,
"Superior univ. completo (028)",351,,,,,102,134,106,9
,,,,,,,,,
"URBANA (030)",12611,481,1223,1417,1430,2428,1867,2708,1057
"Sin nivel (031)",1722,481,119,26,30,99,136,474,357
"Educación inicial (032)",367,,339,14,1,7,6,,
"Primaria (033)",4145,,765,951,195,341,439,971,483
"Secundaria (034)",3271,,,426,1009,834,428,472,102
"Superior no univ. incompleto (035)",664,,,,109,345,99,100,11
"Superior no univ. completo (036)",1354,,,,,414,485,389,66
