"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANGALLO (000)",9509,1034,968,5061,128,2270,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,23,,,2,,
"Profes., científicos e intelectuales (002)",606,518,,86,1,1,
"Técnicos de nivel medio y trab. asimilados (003)",136,100,,25,9,2,
"Jefes y empleados de oficina (004)",140,140,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",517,61,2,356,17,81,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4166,,,4090,76,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",204,,106,90,3,5,
"Obreros construc.,conf.,papel, fab., instr. (008)",244,32,126,67,11,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2971,68,673,136,4,2042,48
"Otra (010)",30,30,,,,,
"Ocupación no especificada (011)",470,62,61,211,5,131,
"Hombres (012)",6127,656,835,3663,88,879,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",18,16,,,2,,
"Profes., científicos e intelectuales (014)",359,306,,52,1,,
"Técnicos de nivel medio y trab. asimilados (015)",78,56,,14,8,,
"Jefes y empleados de oficina (016)",103,103,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",179,36,1,114,6,22,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3269,,,3214,55,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",182,,102,75,2,3,
"Obreros construc.,conf.,papel, fab., instr. (020)",237,32,123,63,11,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1470,44,562,44,1,813,6
"Otra (022)",29,29,,,,,
"Ocupación no especificada (023)",203,34,47,87,2,33,
"Mujeres (024)",3382,378,133,1398,40,1391,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,7,,,,,
"Profes., científicos e intelectuales (026)",247,212,,34,,1,
"Técnicos de nivel medio y trab. asimilados (027)",58,44,,11,1,2,
"Jefes y empleados de oficina (028)",37,37,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",338,25,1,242,11,59,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",897,,,876,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",22,,4,15,1,2,
"Obreros construc.,conf.,papel, fab., instr. (032)",7,,3,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1501,24,111,92,3,1229,42
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",267,28,14,124,3,98,
,,,,,,,
"URBANA (036)",3608,810,292,1858,41,583,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",20,18,,,2,,
"Profes., científicos e intelectuales (038)",468,423,,44,1,,
"Técnicos de nivel medio y trab. asimilados (039)",98,76,,16,4,2,
"Jefes y empleados de oficina (040)",123,123,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",346,37,1,243,4,61,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1280,,,1260,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",91,,28,59,2,2,
"Obreros construc.,conf.,papel, fab., instr. (044)",134,15,64,44,6,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",813,54,180,84,1,470,24
"Otra (046)",29,29,,,,,
"Ocupación no especificada (047)",206,35,19,108,1,43,
"Hombres (048)",2319,494,242,1315,30,233,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,13,,,2,,
"Profes., científicos e intelectuales (050)",261,240,,20,1,,
"Técnicos de nivel medio y trab. asimilados (051)",54,38,,12,4,,
"Jefes y empleados de oficina (052)",91,91,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",112,18,1,75,1,17,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1065,,,1050,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",80,,26,52,1,1,
"Obreros construc.,conf.,papel, fab., instr. (056)",127,15,61,40,6,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",395,34,137,22,,197,5
"Otra (058)",28,28,,,,,
"Ocupación no especificada (059)",91,17,17,44,,13,
"Mujeres (060)",1289,316,50,543,11,350,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",207,183,,24,,,
"Técnicos de nivel medio y trab. asimilados (063)",44,38,,4,,2,
"Jefes y empleados de oficina (064)",32,32,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",234,19,,168,3,44,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",215,,,210,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",11,,2,7,1,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",7,,3,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",418,20,43,62,1,273,19
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",115,18,2,64,1,30,
,,,,,,,
"RURAL (072)",5901,224,676,3203,87,1687,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,5,,,,,
"Profes., científicos e intelectuales (074)",138,95,,42,,1,
"Técnicos de nivel medio y trab. asimilados (075)",38,24,,9,5,,
"Jefes y empleados de oficina (076)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",171,24,1,113,13,20,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2886,,,2830,56,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",113,,78,31,1,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",110,17,62,23,5,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2158,14,493,52,3,1572,24
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",264,27,42,103,4,88,
"Hombres (084)",3808,162,593,2348,58,646,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",98,66,,32,,,
"Técnicos de nivel medio y trab. asimilados (087)",24,18,,2,4,,
"Jefes y empleados de oficina (088)",12,12,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",67,18,,39,5,5,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2204,,,2164,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",102,,76,23,1,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",110,17,62,23,5,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1075,10,425,22,1,616,1
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",112,17,30,43,2,20,
"Mujeres (096)",2093,62,83,855,29,1041,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",40,29,,10,,1,
"Técnicos de nivel medio y trab. asimilados (099)",14,6,,7,1,,
