"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia FERREÑAFE (000)",27466,4401,9668,9803,759,2172,663
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,29,,,4,,
"Profes., científicos e intelectuales (002)",2072,1709,,346,12,5,
"Técnicos de nivel medio y trab. asimilados (003)",861,590,,232,21,11,7
"Jefes y empleados de oficina (004)",611,600,,2,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2670,500,25,1894,55,196,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",4620,8,2,4040,570,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1443,,474,905,32,32,
"Obreros construc.,conf., papel, fab., instr. (008)",2265,238,626,1342,48,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",12016,431,8347,780,6,1796,656
"Otra (010)",174,174,,,,,
"Ocupación no especificada (011)",701,122,194,262,11,112,
"Hombres (012)",20298,2494,8674,7261,706,1137,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,26,,,1,,
"Profes., científicos e intelectuales (014)",1059,837,,213,7,2,
"Técnicos de nivel medio y trab. asimilados (015)",524,302,,197,18,6,1
"Jefes y empleados de oficina (016)",307,303,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1136,278,9,777,30,42,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4204,8,2,3631,563,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1113,,439,621,31,22,
"Obreros construc.,conf., papel, fab., instr. (020)",2228,234,616,1319,48,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",9178,283,7480,368,1,1021,25
"Otra (022)",171,171,,,,,
"Ocupación no especificada (023)",351,52,128,135,7,29,
"Mujeres (024)",7168,1907,994,2542,53,1035,637
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,3,,,3,,
"Profes., científicos e intelectuales (026)",1013,872,,133,5,3,
"Técnicos de nivel medio y trab. asimilados (027)",337,288,,35,3,5,6
"Jefes y empleados de oficina (028)",304,297,,2,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1534,222,16,1117,25,154,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",416,,,409,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",330,,35,284,1,10,
"Obreros construc.,conf., papel, fab., instr. (032)",37,4,10,23,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2838,148,867,412,5,775,631
"Otra (034)",3,3,,,,,
"Ocupación no especificada (035)",350,70,66,127,4,83,
,,,,,,,
"URBANA (036)",16005,3940,4935,5720,317,538,555
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",28,25,,,3,,
"Profes., científicos e intelectuales (038)",1764,1480,,268,12,4,
"Técnicos de nivel medio y trab. asimilados (039)",779,533,,211,19,9,7
"Jefes y empleados de oficina (040)",578,567,,2,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2406,463,24,1684,55,180,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1005,6,,861,138,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1192,,435,703,32,22,
"Obreros construc.,conf., papel, fab., instr. (044)",1975,217,528,1175,45,10,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",5744,383,3856,704,6,247,548
"Otra (046)",168,168,,,,,
"Ocupación no especificada (047)",366,98,92,112,7,57,
"Hombres (048)",11270,2198,4630,3926,269,231,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",23,22,,,1,,
"Profes., científicos e intelectuales (050)",859,699,,152,7,1,
"Técnicos de nivel medio y trab. asimilados (051)",464,265,,178,16,4,1
"Jefes y empleados de oficina (052)",289,285,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1030,259,8,696,30,37,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",950,6,,809,135,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1006,,405,552,31,18,
"Obreros construc.,conf., papel, fab., instr. (056)",1942,214,520,1153,45,10,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",4367,245,3636,329,1,141,15
"Otra (058)",166,166,,,,,
"Ocupación no especificada (059)",174,37,61,57,3,16,
"Mujeres (060)",4735,1742,305,1794,48,307,539
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,3,,,2,,
"Profes., científicos e intelectuales (062)",905,781,,116,5,3,
"Técnicos de nivel medio y trab. asimilados (063)",315,268,,33,3,5,6
"Jefes y empleados de oficina (064)",289,282,,2,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1376,204,16,988,25,143,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",55,,,52,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",186,,30,151,1,4,
"Obreros construc.,conf., papel, fab., instr. (068)",33,3,8,22,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1377,138,220,375,5,106,533
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",192,61,31,55,4,41,
,,,,,,,
"RURAL (072)",11461,461,4733,4083,442,1634,108
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,4,,,1,,
"Profes., científicos e intelectuales (074)",308,229,,78,,1,
"Técnicos de nivel medio y trab. asimilados (075)",82,57,,21,2,2,
"Jefes y empleados de oficina (076)",33,33,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",264,37,1,210,,16,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",3615,2,2,3179,432,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",251,,39,202,,10,
"Obreros construc.,conf., papel, fab., instr. (080)",290,21,98,167,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",6272,48,4491,76,,1549,108
"Otra (082)",6,6,,,,,
"Ocupación no especificada (083)",335,24,102,150,4,55,
"Hombres (084)",9028,296,4044,3335,437,906,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",200,138,,61,,1,
"Técnicos de nivel medio y trab. asimilados (087)",60,37,,19,2,2,
"Jefes y empleados de oficina (088)",18,18,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",106,19,1,81,,5,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",3254,2,2,2822,428,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",107,,34,69,,4,
"Obreros construc.,conf., papel, fab., instr. (092)",286,20,96,166,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",4811,38,3844,39,,880,10
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",177,15,67,78,4,13,
"Mujeres (096)",2433,165,689,748,5,728,98
