"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",14921,1364,1556,7761,103,3952,185
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",37,37,,,,,
"Profes., científicos e intelectuales (002)",791,729,,47,2,13,
"Técnicos de nivel medio y trab. asimilados (003)",152,112,,30,5,5,
"Jefes y empleados de oficina (004)",132,131,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",667,154,10,401,16,86,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",6819,,1,6760,56,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",314,,131,155,14,14,
"Obreros construc.,conf., papel, fab., instr. (008)",239,18,112,95,9,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",5352,88,1138,138,,3803,185
"Otra (010)",27,27,,,,,
"Ocupación no especificada (011)",391,68,164,135,1,23,
"Hombres (012)",9289,962,1115,5864,67,1263,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",32,32,,,,,
"Profes., científicos e intelectuales (014)",557,511,,36,1,9,
"Técnicos de nivel medio y trab. asimilados (015)",113,81,,23,4,5,
"Jefes y empleados de oficina (016)",99,98,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",360,94,3,236,11,16,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",5254,,1,5221,30,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",277,,123,130,12,12,
"Obreros construc.,conf., papel, fab., instr. (020)",235,18,112,92,8,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",2073,59,742,51,,1203,18
"Otra (022)",26,26,,,,,
"Ocupación no especificada (023)",263,43,134,75,1,10,
"Mujeres (024)",5632,402,441,1897,36,2689,167
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",234,218,,11,1,4,
"Técnicos de nivel medio y trab. asimilados (027)",39,31,,7,1,,
"Jefes y empleados de oficina (028)",33,33,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",307,60,7,165,5,70,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1565,,,1539,26,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",37,,8,25,2,2,
"Obreros construc.,conf., papel, fab., instr. (032)",4,,,3,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3279,29,396,87,,2600,167
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",128,25,30,60,,13,
,,,,,,,
"URBANA (036)",3984,778,561,1894,60,552,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",14,14,,,,,
"Profes., científicos e intelectuales (038)",392,355,,28,2,7,
"Técnicos de nivel medio y trab. asimilados (039)",74,53,,17,3,1,
"Jefes y empleados de oficina (040)",96,95,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",570,124,6,347,13,80,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1128,,1,1105,22,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",197,,62,118,11,6,
"Obreros construc.,conf., papel, fab., instr. (044)",187,14,79,85,8,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1114,67,338,127,,443,139
"Otra (046)",5,5,,,,,
"Ocupación no especificada (047)",207,51,75,67,1,13,
"Hombres (048)",2563,496,472,1326,45,209,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",10,10,,,,,
"Profes., científicos e intelectuales (050)",248,224,,20,1,3,
"Técnicos de nivel medio y trab. asimilados (051)",49,34,,12,2,1,
"Jefes y empleados de oficina (052)",66,65,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",282,71,1,190,8,12,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",865,,1,847,17,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",172,,59,99,9,5,
"Obreros construc.,conf., papel, fab., instr. (056)",183,14,79,82,7,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",563,45,277,45,,181,15
"Otra (058)",5,5,,,,,
"Ocupación no especificada (059)",120,28,55,31,1,5,
"Mujeres (060)",1421,282,89,568,15,343,124
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",144,131,,8,1,4,
"Técnicos de nivel medio y trab. asimilados (063)",25,19,,5,1,,
"Jefes y empleados de oficina (064)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",288,53,5,157,5,68,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",263,,,258,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",25,,3,19,2,1,
"Obreros construc.,conf., papel, fab., instr. (068)",4,,,3,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",551,22,61,82,,262,124
"Ocupación no especificada (071)",87,23,20,36,,8,
,,,,,,,
"RURAL (072)",10937,586,995,5867,43,3400,46
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",23,23,,,,,
"Profes., científicos e intelectuales (074)",399,374,,19,,6,
"Técnicos de nivel medio y trab. asimilados (075)",78,59,,13,2,4,
"Jefes y empleados de oficina (076)",36,36,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",97,30,4,54,3,6,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",5691,,,5655,34,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",117,,69,37,3,8,
"Obreros construc.,conf., papel, fab., instr. (080)",52,4,33,10,1,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",4238,21,800,11,,3360,46
"Otra (082)",22,22,,,,,
"Ocupación no especificada (083)",184,17,89,68,,10,
"Hombres (084)",6726,466,643,4538,22,1054,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",22,22,,,,,
"Profes., científicos e intelectuales (086)",309,287,,16,,6,
"Técnicos de nivel medio y trab. asimilados (087)",64,47,,11,2,4,
"Jefes y empleados de oficina (088)",33,33,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",78,23,2,46,3,4,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4389,,,4374,13,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",105,,64,31,3,7,
"Obreros construc.,conf., papel, fab., instr. (092)",52,4,33,10,1,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1510,14,465,6,,1022,3
"Otra (094)",21,21,,,,,
"Ocupación no especificada (095)",143,15,79,44,,5,
"Mujeres (096)",4211,120,352,1329,21,2346,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",90,87,,3,,,
"Técnicos de nivel medio y trab. asimilados (099)",14,12,,2,,,
