"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",172,21,81,46,19,5
"Secundaria (034)",109,5,83,17,4,
"Superior no univ. incompleta (035)",5,,4,1,,
"Superior no univ. completa (036)",11,,7,3,1,
"Superior univ. incompleta (037)",3,,,2,1,
"Superior univ. completa (038)",4,,2,1,1,
"No PEA (040)",22366,12362,6264,2116,1227,397
"Sin nivel (041)",2404,840,441,412,495,216
"Educación inicial (042)",460,451,7,2,,
"Primaria (043)",14937,10241,2742,1200,608,146
"Secundaria (044)",4193,830,2877,378,85,23
"Superior no univ. incompleta (045)",129,,83,37,9,
"Superior no univ. completa (046)",82,,45,25,8,4
"Superior univ. incompleta (047)",70,,44,19,6,1
"Superior univ. completa (048)",91,,25,43,16,7
,,,,,,
"URBANA (060)",11030,3546,3748,2160,1291,285
"Sin nivel (061)",589,111,76,112,213,77
"Educación inicial (062)",170,167,2,1,,
"Primaria (063)",5397,2711,977,880,672,157
"Secundaria (064)",3749,557,2267,664,233,28
"Superior no univ. incompleta (065)",288,,158,88,40,2
"Superior no univ. completa (066)",364,,118,193,48,5
"Superior univ. incompleta (067)",134,,56,51,24,3
"Superior univ. completa (068)",339,,94,171,61,13
"PEA (070)",4278,201,1633,1458,858,128
"Sin nivel (071)",247,3,31,62,123,28
"Educación inicial (072)",8,6,1,1,,
"Primaria (073)",1565,147,404,520,416,78
"Secundaria (074)",1616,45,925,457,178,11
"Superior no univ. incompleta (075)",187,,91,61,33,2
"Superior no univ. completa (076)",301,,84,176,40,1
"Superior univ. incompleta (077)",85,,22,40,21,2
"Superior univ. completa (078)",269,,75,141,47,6
"Ocupada (080)",4116,188,1547,1426,833,122
"Sin nivel (081)",238,2,31,61,117,27
"Educación inicial (082)",8,6,1,1,,
"Primaria (083)",1492,137,374,506,402,73
"Secundaria (084)",1559,43,882,447,176,11
"Superior no univ. incompleta (085)",182,,87,60,33,2
"Superior no univ. completa (086)",290,,77,173,39,1
"Superior univ. incompleta (087)",82,,22,38,20,2
"Superior univ. completa (088)",265,,73,140,46,6
"Desocupada (090)",162,13,86,32,25,6
"Sin nivel (091)",9,1,,1,6,1
"Primaria (093)",73,10,30,14,14,5
"Secundaria (094)",57,2,43,10,2,
"Superior no univ. incompleta (095)",5,,4,1,,
"Superior no univ. completa (096)",11,,7,3,1,
"Superior univ. incompleta (097)",3,,,2,1,
"Superior univ. completa (098)",4,,2,1,1,
"No PEA (100)",6752,3345,2115,702,433,157
"Sin nivel (101)",342,108,45,50,90,49
"Educación inicial (102)",162,161,1,,,
"Primaria (103)",3832,2564,573,360,256,79
"Secundaria (104)",2133,512,1342,207,55,17
"Superior no univ. incompleta (105)",101,,67,27,7,
"Superior no univ. completa (106)",63,,34,17,8,4
"Superior univ. incompleta (107)",49,,34,11,3,1
"Superior univ. completa (108)",70,,19,30,14,7
,,,,,,
"RURAL (120)",27511,9982,9267,4937,2747,578
"Sin nivel (121)",4761,877,1154,1178,1206,346
"Educación inicial (122)",362,328,28,6,,
"Primaria (123)",17222,8422,4766,2565,1255,214
"Secundaria (124)",4438,355,3074,825,167,17
"Superior no univ. incompleta (125)",225,,89,101,35,
"Superior no univ. completa (126)",251,,80,135,35,1
"Superior univ. incompleta (127)",115,,45,51,19,
"Superior univ. completa (128)",137,,31,76,30,
"PEA (130)",11897,965,5118,3523,1953,338
"Sin nivel (131)",2699,145,758,816,801,179
"Educación inicial (132)",64,38,22,4,,
"Primaria (133)",6117,745,2597,1725,903,147
"Secundaria (134)",2378,37,1539,654,137,11
"Superior no univ. incompleta (135)",197,,73,91,33,
"Superior no univ. completa (136)",232,,69,127,35,1
"Superior univ. incompleta (137)",94,,35,43,16,
"Superior univ. completa (138)",116,,25,63,28,
"Ocupada (140)",11734,949,5023,3480,1944,338
"Sin nivel (141)",2687,143,754,812,799,179
"Educación inicial (142)",64,38,22,4,,
"Primaria (143)",6018,734,2546,1693,898,147
"Secundaria (144)",2326,34,1499,647,135,11
"Superior no univ. incompleta (145)",197,,73,91,33,
"Superior no univ. completa (146)",232,,69,127,35,1
"Superior univ. incompleta (147)",94,,35,43,16,
"Superior univ. completa (148)",116,,25,63,28,
"Desocupada (150)",163,16,95,43,9,
"Sin nivel (151)",12,2,4,4,2,
"Primaria (153)",99,11,51,32,5,
"Secundaria (154)",52,3,40,7,2,
"No PEA (160)",15614,9017,4149,1414,794,240
"Sin nivel (161)",2062,732,396,362,405,167
"Educación inicial (162)",298,290,6,2,,
"Primaria (163)",11105,7677,2169,840,352,67
"Secundaria (164)",2060,318,1535,171,30,6
"Superior no univ. incompleta (165)",28,,16,10,2,
"Superior no univ. completa (166)",19,,11,8,,
"Superior univ. incompleta (167)",21,,10,8,3,
"Superior univ. completa (168)",21,,6,13,2,
