"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJAMARCA (000)",105224,31629,20172,40256,2266,7211,3690
"Agric., ganadería, caza y silvicultura (001)",27213,184,3971,17260,520,5278,
"Pesca (002)",15,1,9,1,2,2,
"Explotación de minas y canteras (003)",4236,1427,2596,127,80,6,
"Industrias manufactureras (004)",6892,328,2435,3633,306,190,
"Suministro de electricidad, gas y agua (005)",266,116,133,15,2,,
"Construcción (006)",10116,796,7405,1626,183,106,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",14290,3443,850,8578,503,916,
"Venta, mant.y rep. veh.autom y motoc. (008)",2361,397,691,1124,123,26,
"Comercio al por mayor (009)",724,395,40,233,27,29,
"Comercio al por menor (010)",11205,2651,119,7221,353,861,
"Hoteles y restaurantes (011)",3875,2022,207,1358,158,130,
"Trans., almac. y comunicaciones (012)",7634,3144,927,3357,139,67,
"Intermediación financiera (013)",467,458,2,4,3,,
"Activid.inmobil., empres. y alquileres (014)",4340,3103,244,869,109,15,
"Admin.pub. y defensa; p. segur soc.afil (015)",3003,2561,442,,,,
"Enseñanza (016)",7760,7087,10,625,21,17,
"Servicios sociales y de salud (017)",2275,1952,20,273,26,4,
"Otras activ. serv.comun.soc y personales (018)",3345,1893,487,890,44,31,
"Hogares privados con servicio doméstico (019)",3690,,,,,,3690
"Organiz. y organos extraterritoriales (020)",6,6,,,,,
"Actividad economica no especificada (021)",5801,3108,434,1640,170,449,
"Hombres (022)",73495,18257,18687,30540,1717,4185,109
"Agric., ganadería, caza y silvicultura (023)",23480,157,3442,15918,470,3493,
"Pesca (024)",14,1,9,1,2,1,
"Explotación de minas y canteras (025)",3913,1252,2463,120,72,6,
"Industrias manufactureras (026)",5544,230,2177,2768,251,118,
"Suministro de electricidad, gas y agua (027)",239,96,130,11,2,,
"Construcción (028)",9803,687,7271,1574,170,101,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",7429,1755,829,4321,309,215,
"Venta, mant.y rep. veh.autom y motoc. (030)",2216,323,673,1091,116,13,
"Comercio al por mayor (031)",429,222,40,141,23,3,
"Comercio al por menor (032)",4784,1210,116,3089,170,199,
"Hoteles y restaurantes (033)",1459,900,133,318,74,34,
"Trans., almac. y comunicaciones (034)",7033,2681,907,3266,126,53,
"Intermediación financiera (035)",234,226,1,4,3,,
"Activid.inmobil., empres. y alquileres (036)",3000,2036,203,675,80,6,
"Admin.pub. y defensa; p. segur soc.afil (037)",2155,1787,368,,,,
"Enseñanza (038)",3292,3036,7,237,6,6,
"Servicios sociales y de salud (039)",867,659,7,183,17,1,
"Otras activ. serv.comun.soc y personales (040)",1941,1128,408,368,26,11,
"Hogares privados con servicio doméstico (041)",109,,,,,,109
"Organiz. y organos extraterritoriales (042)",4,4,,,,,
"Actividad economica no especificada (043)",2979,1622,332,776,109,140,
"Mujeres (044)",31729,13372,1485,9716,549,3026,3581
"Agric., ganadería, caza y silvicultura (045)",3733,27,529,1342,50,1785,
"Pesca (046)",1,,,,,1,
"Explotación de minas y canteras (047)",323,175,133,7,8,,
"Industrias manufactureras (048)",1348,98,258,865,55,72,
"Suministro de electricidad, gas y agua (049)",27,20,3,4,,,
"Construcción (050)",313,109,134,52,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6861,1688,21,4257,194,701,
"Venta, mant.y rep. veh.autom y motoc. (052)",145,74,18,33,7,13,
"Comercio al por mayor (053)",295,173,,92,4,26,
"Comercio al por menor (054)",6421,1441,3,4132,183,662,
"Hoteles y restaurantes (055)",2416,1122,74,1040,84,96,
"Trans., almac. y comunicaciones (056)",601,463,20,91,13,14,
"Intermediación financiera (057)",233,232,1,,,,
"Activid.inmobil., empres. y alquileres (058)",1340,1067,41,194,29,9,
"Admin.pub. y defensa; p. segur soc.afil (059)",848,774,74,,,,
"Enseñanza (060)",4468,4051,3,388,15,11,
"Servicios sociales y de salud (061)",1408,1293,13,90,9,3,
"Otras activ. serv.comun.soc y personales (062)",1404,765,79,522,18,20,
"Hogares privados con servicio doméstico (063)",3581,,,,,,3581
"Organiz. y organos extraterritoriales (064)",2,2,,,,,
"Actividad economica no especificada (065)",2822,1486,102,864,61,309,
,,,,,,,
"URBANA (066)",65667,28580,10030,20709,1703,1791,2854
"Agric., ganadería, caza y silvicultura (067)",3425,150,754,2036,129,356,
"Pesca (068)",7,1,1,1,2,2,
"Explotación de minas y canteras (069)",2032,937,919,102,69,5,
"Industrias manufactureras (070)",4462,304,1409,2380,255,114,
"Suministro de electricidad, gas y agua (071)",185,102,76,5,2,,
"Construcción (072)",6347,731,4239,1188,146,43,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",12534,3158,678,7388,487,823,
"Venta, mant.y rep. veh.autom y motoc. (074)",2048,342,554,1005,121,26,
"Comercio al por mayor (075)",645,366,32,192,26,29,
"Comercio al por menor (076)",9841,2450,92,6191,340,768,
"Hoteles y restaurantes (077)",3388,1740,177,1216,148,107,
"Trans., almac. y comunicaciones (078)",6199,2753,647,2631,116,52,
"Intermediación financiera (079)",456,449,,4,3,,
"Activid.inmobil., empres. y alquileres (080)",4014,2851,200,844,105,14,
"Admin.pub. y defensa; p. segur soc.afil (081)",2567,2355,212,,,,
"Enseñanza (082)",7283,6661,8,578,19,17,
"Servicios sociales y de salud (083)",2060,1768,18,249,21,4,
"Otras activ. serv.comun.soc y personales (084)",2901,1709,386,736,42,28,
"Hogares privados con servicio doméstico (085)",2854,,,,,,2854
"Organiz. y organos extraterritoriales (086)",6,6,,,,,
"Actividad economica no especificada (087)",4947,2905,306,1351,159,226,
"Hombres (088)",40780,16077,9311,13399,1212,691,90
"Agric., ganadería, caza y silvicultura (089)",2891,125,639,1782,117,228,
"Pesca (090)",6,1,1,1,2,1,
"Explotación de minas y canteras (091)",1838,798,878,96,61,5,
"Industrias manufactureras (092)",3492,215,1232,1770,205,70,
"Suministro de electricidad, gas y agua (093)",164,83,74,5,2,,
"Construcción (094)",6110,627,4167,1144,133,39,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6437,1562,658,3745,298,174,
"Venta, mant.y rep. veh.autom y motoc. (096)",1913,275,537,974,114,13,
"Comercio al por mayor (097)",370,203,32,110,22,3,
"Comercio al por menor (098)",4154,1084,89,2661,162,158,
"Hoteles y restaurantes (099)",1271,770,118,285,68,30,
"Trans., almac. y comunicaciones (100)",5630,2309,630,2546,103,42,
"Intermediación financiera (101)",226,219,,4,3,,
"Activid.inmobil., empres. y alquileres (102)",2738,1834,167,655,76,6,
"Admin.pub. y defensa; p. segur soc.afil (103)",1785,1620,165,,,,
"Enseñanza (104)",3037,2805,6,214,6,6,
"Servicios sociales y de salud (105)",775,592,6,163,13,1,
"Otras activ. serv.comun.soc y personales (106)",1670,997,320,318,24,11,
"Hogares privados con servicio doméstico (107)",90,,,,,,90
