"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAJAMARCA (000)",112644,31708,20286,40396,2266,7784,3756,6448
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",287,236,,,51,,,
"Profes., científicos e intelectuales (002)",12965,10965,,1776,195,29,,
"Técnicos de nivel medio y trab. asimilados (003)",5492,4027,,1112,314,35,4,
"Jefes y empleados de oficina (004)",4439,4417,,10,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",11756,4275,98,6040,401,942,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",17718,15,4,17196,503,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",10376,,4993,4770,407,206,,
"Obreros construc.,conf.,papel, fab., instr. (008)",12364,2606,4762,4596,271,126,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",26318,3091,10024,3434,38,5982,3749,
"Otra (010)",561,561,,,,,,
"Ocupaciñn no especificada (011)",3920,1515,405,1462,86,452,,
"Desocupado (012)",6448,,,,,,,6448
"Hombres (013)",78969,18305,18784,30649,1717,4550,118,4846
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",201,172,,,29,,,
"Profes., científicos e intelectuales (015)",6881,5589,,1141,140,11,,
"Técnicos de nivel medio y trab. asimilados (016)",3650,2650,,764,221,14,1,
"Jefes y empleados de oficina (017)",2050,2043,,5,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",5117,2280,55,2390,193,199,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",16350,15,4,15877,454,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",9120,,4666,3971,358,125,,
"Obreros construc.,conf.,papel, fab., instr. (021)",12047,2562,4665,4443,260,114,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",16298,1699,9089,1434,17,3945,114,
"Otra (023)",513,513,,,,,,
"Ocupaciñn no especificada (024)",1896,782,305,624,45,140,,
"Desocupado (025)",4846,,,,,,,4846
"Mujeres (026)",33675,13403,1502,9747,549,3234,3638,1602
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",86,64,,,22,,,
"Profes., científicos e intelectuales (028)",6084,5376,,635,55,18,,
"Técnicos de nivel medio y trab. asimilados (029)",1842,1377,,348,93,21,3,
"Jefes y empleados de oficina (030)",2389,2374,,5,,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",6639,1995,43,3650,208,743,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1368,,,1319,49,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",1256,,327,799,49,81,,
"Obreros construc.,conf.,papel, fab., instr. (034)",317,44,97,153,11,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",10020,1392,935,2000,21,2037,3635,
"Otra (036)",48,48,,,,,,
"Ocupaciñn no especificada (037)",2024,733,100,838,41,312,,
"Desocupado (038)",1602,,,,,,,1602
,,,,,,,,
"URBANA (039)",69628,28656,10099,20803,1703,1992,2902,3473
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",260,209,,,51,,,
"Profes., científicos e intelectuales (041)",12309,10402,,1695,183,29,,
"Técnicos de nivel medio y trab. asimilados (042)",4950,3595,,1026,293,33,3,
"Jefes y empleados de oficina (043)",4073,4053,,8,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",10395,3773,80,5300,382,860,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2119,9,,1993,117,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",6620,,2758,3403,353,106,,
"Obreros construc.,conf.,papel, fab., instr. (047)",8779,2152,2905,3426,212,81,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",12956,2533,4076,2773,35,643,2896,
"Otra (049)",530,530,,,,,,
"Ocupaciñn no especificada (050)",3164,1400,280,1179,77,228,,
"Desocupado (051)",3473,,,,,,,3473
"Hombres (052)",43406,16124,9376,13470,1212,823,97,2304
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",182,153,,,29,,,
"Profes., científicos e intelectuales (054)",6490,5260,,1089,130,11,,
"Técnicos de nivel medio y trab. asimilados (055)",3212,2302,,695,202,13,,
"Jefes y empleados de oficina (056)",1827,1821,,4,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",4445,1950,46,2092,182,175,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1861,9,,1746,106,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",5811,,2564,2871,309,67,,
"Obreros construc.,conf.,papel, fab., instr. (060)",8523,2112,2839,3296,201,72,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",6676,1310,3701,1152,14,405,94,
"Otra (062)",483,483,,,,,,
"Ocupaciñn no especificada (063)",1592,724,226,525,39,78,,
"Desocupado (064)",2304,,,,,,,2304
"Mujeres (065)",26222,12532,723,7333,491,1169,2805,1169
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",78,56,,,22,,,
"Profes., científicos e intelectuales (067)",5819,5142,,606,53,18,,
"Técnicos de nivel medio y trab. asimilados (068)",1738,1293,,331,91,20,3,
"Jefes y empleados de oficina (069)",2246,2232,,4,,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",5950,1823,34,3208,200,685,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",258,,,247,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",809,,194,532,44,39,,
"Obreros construc.,conf.,papel, fab., instr. (073)",256,40,66,130,11,9,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",6280,1223,375,1621,21,238,2802,
"Otra (075)",47,47,,,,,,
"Ocupaciñn no especificada (076)",1572,676,54,654,38,150,,
"Desocupado (077)",1169,,,,,,,1169
,,,,,,,,
"RURAL (078)",43016,3052,10187,19593,563,5792,854,2975
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",27,27,,,,,,
"Profes., científicos e intelectuales (080)",656,563,,81,12,,,
"Técnicos de nivel medio y trab. asimilados (081)",542,432,,86,21,2,1,
"Jefes y empleados de oficina (082)",366,364,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1361,502,18,740,19,82,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",15599,6,4,15203,386,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",3756,,2235,1367,54,100,,
"Obreros construc.,conf.,papel, fab., instr. (086)",3585,454,1857,1170,59,45,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",13362,558,5948,661,3,5339,853,
"Otra (088)",31,31,,,,,,
"Ocupaciñn no especificada (089)",756,115,125,283,9,224,,
"Desocupado (090)",2975,,,,,,,2975
"Hombres (091)",35563,2181,9408,17179,505,3727,21,2542
