"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",21847,20882,5756,2980,2840,2130,2888,1935,1246,1107,965,63309
"De 12 a 14 años (001)",1991,1979,1972,6,1,,,,,,12,8
"De 15 a 19 años (002)",2516,2447,2119,286,38,2,2,,,,69,376
"De 20 a 24 años (003)",2125,1869,689,735,342,80,23,,,,256,1758
"De 25 a 29 años (004)",2037,1817,248,633,572,248,104,8,4,,220,3046
"De 30 a 34 años (005)",1952,1815,154,394,575,359,270,49,10,4,137,4226
"De 35 a 39 años (006)",2036,1941,114,283,469,455,450,131,34,5,95,5723
"De 40 a 44 años (007)",1617,1574,102,168,270,312,436,206,52,28,43,5603
"De 45 a 49 años (008)",1489,1441,89,129,187,203,439,233,115,46,48,6037
"De 50 y más años (009)",6084,5999,269,346,386,471,1164,1308,1031,1024,85,36532
"Conviviente (010)",7059,6901,378,1355,1372,954,1256,770,470,346,158,25301
"De 12 a 14 años (011)",25,14,11,3,,,,,,,11,3
"De 15 a 19 años (012)",375,329,111,183,32,1,2,,,,46,258
"De 20 a 24 años (013)",883,839,89,449,227,55,19,,,,44,1150
"De 25 a 29 años (014)",1007,986,50,336,363,153,74,7,3,,21,1902
"De 30 a 34 años (015)",881,868,16,148,283,215,166,31,7,2,13,2355
"De 35 a 39 años (016)",888,881,17,93,207,217,240,81,24,2,7,2941
"De 40 a 44 años (017)",697,694,21,52,108,132,221,107,35,18,3,2788
"De 45 a 49 años (018)",573,570,12,30,62,75,191,113,59,28,3,2757
"De 50 y más años (019)",1730,1720,51,61,90,106,343,431,342,296,10,11147
"Separado(a) (020)",916,894,21,337,189,122,125,57,21,22,22,2422
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (022)",32,31,3,28,,,,,,,1,28
