"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",435,420,7,6,2
,,,,,
"URBANA (036)",5854,4427,601,440,386
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",15,,3,3,9
"Profes., científicos e intelectuales (038)",1093,395,315,295,88
"Técnicos de nivel medio y trab. asimilados (039)",295,155,30,24,86
"Jefes y empleados de oficina (040)",180,48,25,30,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1015,947,45,14,9
"Agricult.trabaj.calif.agrop.y pesqueros (042)",667,638,28,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",524,471,29,9,15
"Obreros construc.,conf.,papel, fab., instr. (044)",465,373,38,34,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1399,1257,79,18,45
"Otra (046)",32,,,,32
"Ocupación no especificada (047)",169,143,9,12,5
"Hombres (048)",3601,2699,390,270,242
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,2,3,8
"Profes., científicos e intelectuales (050)",535,150,171,166,48
"Técnicos de nivel medio y trab. asimilados (051)",193,107,23,16,47
"Jefes y empleados de oficina (052)",76,16,11,9,40
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",434,392,24,12,6
"Agricult.trabaj.calif.agrop.y pesqueros (054)",608,583,24,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",452,403,26,8,15
"Obreros construc.,conf.,papel, fab., instr. (056)",449,360,38,32,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",736,631,66,16,23
"Otra (058)",32,,,,32
"Ocupación no especificada (059)",73,57,5,7,4
"Mujeres (060)",2253,1728,211,170,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,1,,1
"Profes., científicos e intelectuales (062)",558,245,144,129,40
"Técnicos de nivel medio y trab. asimilados (063)",102,48,7,8,39
"Jefes y empleados de oficina (064)",104,32,14,21,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",581,555,21,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",59,55,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",72,68,3,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",16,13,,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",663,626,13,2,22
"Ocupación no especificada (071)",96,86,4,5,1
,,,,,
"RURAL (072)",15235,14478,489,130,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,,1,3
"Profes., científicos e intelectuales (074)",221,140,50,16,15
"Técnicos de nivel medio y trab. asimilados (075)",39,26,2,,11
"Jefes y empleados de oficina (076)",26,7,1,3,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",281,271,8,,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8197,8087,110,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",485,399,59,16,11
"Obreros construc.,conf.,papel, fab., instr. (080)",287,235,24,20,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5287,4921,225,73,68
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",404,392,10,1,1
"Hombres (084)",13308,12667,413,113,115
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,1,3
"Profes., científicos e intelectuales (086)",111,58,31,13,9
"Técnicos de nivel medio y trab. asimilados (087)",26,18,2,,6
"Jefes y empleados de oficina (088)",17,4,,2,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",121,113,6,,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7905,7804,101,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",365,288,52,14,11
"Obreros construc.,conf.,papel, fab., instr. (092)",284,233,23,20,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4406,4091,191,63,61
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",65,58,7,,
"Mujeres (096)",1927,1811,76,17,23
"Profes., científicos e intelectuales (098)",110,82,19,3,6
"Técnicos de nivel medio y trab. asimilados (099)",13,8,,,5
"Jefes y empleados de oficina (100)",9,3,1,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",160,158,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",292,283,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",120,111,7,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",3,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",881,830,34,10,7
"Ocupación no especificada (107)",339,334,3,1,1
