"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",13540,1802,1478,5883,157,2681,168,1371
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",15,15,,,,,,
"Profes., científicos e intelectuales (002)",1113,1028,,72,5,8,,
"Técnicos de nivel medio y trab. asimilados (003)",170,117,,46,7,,,
"Jefes y empleados de oficina (004)",199,198,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",914,117,5,632,28,131,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4096,,,4022,74,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",364,,161,169,22,12,,
"Obreros construc.,conf.,papel, fab., instr. (008)",438,65,149,214,6,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",4096,87,1068,354,9,2411,167,
"Otra (010)",23,23,,,,,,
"Ocupación no especificada (011)",741,152,95,373,6,115,,
"Desocupado (012)",1371,,,,,,,1371
"Hombres (013)",10023,1101,1306,4647,129,1817,17,1006
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",13,13,,,,,,
"Profes., científicos e intelectuales (015)",692,621,,61,5,5,,
"Técnicos de nivel medio y trab. asimilados (016)",117,70,,41,6,,,
"Jefes y empleados de oficina (017)",121,120,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",409,64,3,296,13,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3639,,,3569,70,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",314,,147,138,19,10,,
"Obreros construc.,conf.,papel, fab., instr. (021)",427,63,147,207,6,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2892,44,932,165,6,1728,17,
"Otra (023)",22,22,,,,,,
"Ocupación no especificada (024)",371,84,77,169,4,37,,
"Desocupado (025)",1006,,,,,,,1006
"Mujeres (026)",3517,701,172,1236,28,864,151,365
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",2,2,,,,,,
"Profes., científicos e intelectuales (028)",421,407,,11,,3,,
"Técnicos de nivel medio y trab. asimilados (029)",53,47,,5,1,,,
"Jefes y empleados de oficina (030)",78,78,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",505,53,2,336,15,98,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",457,,,453,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",50,,14,31,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (034)",11,2,2,7,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1204,43,136,189,3,683,150,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",370,68,18,204,2,78,,
"Desocupado (038)",365,,,,,,,365
,,,,,,,,
"URBANA (039)",8470,1513,1180,3294,129,1493,147,714
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",14,14,,,,,,
"Profes., científicos e intelectuales (041)",936,861,,63,5,7,,
"Técnicos de nivel medio y trab. asimilados (042)",140,95,,39,6,,,
"Jefes y empleados de oficina (043)",166,165,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",778,103,5,534,18,117,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1916,,,1852,64,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",304,,134,139,19,12,,
"Obreros construc.,conf.,papel, fab., instr. (047)",343,56,120,159,5,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",2644,71,854,284,7,1282,146,
"Otra (049)",23,23,,,,,,
"Ocupación no especificada (050)",492,125,67,223,5,72,,
"Desocupado (051)",714,,,,,,,714
"Hombres (052)",6054,925,1057,2436,106,1004,12,514
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",12,12,,,,,,
"Profes., científicos e intelectuales (054)",581,518,,54,5,4,,
"Técnicos de nivel medio y trab. asimilados (055)",96,57,,34,5,,,
"Jefes y empleados de oficina (056)",99,98,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",333,57,3,237,7,29,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1675,,,1614,61,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",261,,123,112,16,10,,
"Obreros construc.,conf.,papel, fab., instr. (060)",333,54,118,153,5,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1878,36,759,130,4,937,12,
"Otra (062)",22,22,,,,,,
"Ocupación no especificada (063)",250,71,54,101,3,21,,
"Desocupado (064)",514,,,,,,,514
"Mujeres (065)",2416,588,123,858,23,489,135,200
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",355,343,,9,,3,,
"Técnicos de nivel medio y trab. asimilados (068)",44,38,,5,1,,,
"Jefes y empleados de oficina (069)",67,67,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",445,46,2,297,11,88,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",241,,,238,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",43,,11,27,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (073)",10,2,2,6,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",766,35,95,154,3,345,134,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",242,54,13,122,2,51,,
"Desocupado (077)",200,,,,,,,200
,,,,,,,,
"RURAL (078)",5070,289,298,2589,28,1188,21,657
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,1,,,,,,
"Profes., científicos e intelectuales (080)",177,167,,9,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",30,22,,7,1,,,
"Jefes y empleados de oficina (082)",33,33,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",136,14,,98,10,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2180,,,2170,10,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",60,,27,30,3,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",95,9,29,55,1,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1452,16,214,70,2,1129,21,
"Ocupación no especificada (089)",249,27,28,150,1,43,,
"Desocupado (090)",657,,,,,,,657
"Hombres (091)",3969,176,249,2211,23,813,5,492
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",111,103,,7,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",21,13,,7,1,,,
"Jefes y empleados de oficina (095)",22,22,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",76,7,,59,6,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1964,,,1955,9,,,
