"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ILO (000)",24911,23620,6747,4529,5024,3171,2671,927,383,168,1291,46724
"De 12 a 14 años (001)",1769,1755,1740,10,5,,,,,,14,20
"De 15 a 19 años (002)",2659,2607,2342,235,22,4,4,,,,52,307
"De 20 a 24 años (003)",2744,2376,1173,913,225,56,8,1,,,368,1572
"De 25 a 29 años (004)",3023,2590,591,1097,679,172,51,,,,433,3183
"De 30 a 34 años (005)",2864,2684,300,872,1008,383,109,11,1,,180,4570
"De 35 a 39 años (006)",2672,2591,196,523,1049,521,266,31,3,2,81,5553
"De 40 a 44 años (007)",2167,2110,148,331,708,515,341,54,10,3,57,5199
"De 45 a 49 años (008)",1857,1818,81,214,544,497,388,69,20,5,39,5151
"De 50 y más años (009)",5156,5089,176,334,784,1023,1504,761,349,158,67,21169
"Sin nivel (010)",993,965,65,64,122,141,234,186,91,62,28,4428
"De 12 a 14 años (011)",10,10,10,,,,,,,,,
"De 15 a 19 años (012)",14,14,11,1,,,2,,,,,9
"De 20 a 24 años (013)",13,8,7,1,,,,,,,5,1
"De 25 a 29 años (014)",21,17,8,2,7,,,,,,4,16
"De 30 a 34 años (015)",60,56,2,13,26,10,5,,,,4,115
"De 35 a 39 años (016)",45,44,2,7,16,9,9,1,,,1,112
"De 40 a 44 años (017)",55,54,3,1,13,16,14,5,2,,1,184
"De 45 a 49 años (018)",63,60,,4,16,17,17,3,3,,3,211
"De 50 y más años (019)",712,702,22,35,44,89,187,177,86,62,10,3780
"Educacion Inicial (020)",40,40,15,7,15,1,1,1,,,,50
"De 12 a 14 años (021)",2,2,2,,,,,,,,,
"De 15 a 19 años (022)",9,9,7,1,1,,,,,,,3
"De 20 a 24 años (023)",5,5,4,,1,,,,,,,2
