"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARAÑON (000)",6180,5509,171,82,418
"Hombres (001)",5300,4819,142,63,276
"Mujeres (002)",880,690,29,19,142
"De 06 a 14 años (003)",88,85,3,,
"Hombres (004)",70,67,3,,
"Mujeres (005)",18,18,,,
"De 15 a 29 años (006)",1992,1828,50,18,96
"Hombres (007)",1681,1567,44,13,57
"Mujeres (008)",311,261,6,5,39
"De 30 a 44 años (009)",2188,1834,74,48,232
"Hombres (010)",1867,1622,58,39,148
"Mujeres (011)",321,212,16,9,84
"De 45 a 64 años (012)",1531,1391,35,16,89
"Hombres (013)",1349,1239,29,11,70
"Mujeres (014)",182,152,6,5,19
"De 65 y más años (015)",381,371,9,,1
"Hombres (016)",333,324,8,,1
"Mujeres (017)",48,47,1,,
,,,,,
"URBANA (018)",1217,811,64,52,290
"Hombres (019)",857,577,47,37,196
"Mujeres (020)",360,234,17,15,94
"De 06 a 14 años (021)",18,18,,,
"Hombres (022)",12,12,,,
"Mujeres (023)",6,6,,,
"De 15 a 29 años (024)",327,245,13,10,59
"Hombres (025)",212,161,9,7,35
"Mujeres (026)",115,84,4,3,24
"De 30 a 44 años (027)",509,288,31,33,157
"Hombres (028)",351,200,23,25,103
"Mujeres (029)",158,88,8,8,54
"De 45 a 64 años (030)",291,194,15,9,73
"Hombres (031)",222,150,10,5,57
"Mujeres (032)",69,44,5,4,16
"De 65 y más años (033)",72,66,5,,1
"Hombres (034)",60,54,5,,1
"Mujeres (035)",12,12,,,
,,,,,
"RURAL (036)",4963,4698,107,30,128
"Hombres (037)",4443,4242,95,26,80
"Mujeres (038)",520,456,12,4,48
"De 06 a 14 años (039)",70,67,3,,
"Hombres (040)",58,55,3,,
"Mujeres (041)",12,12,,,
"De 15 a 29 años (042)",1665,1583,37,8,37
"Hombres (043)",1469,1406,35,6,22
"Mujeres (044)",196,177,2,2,15
"De 30 a 44 años (045)",1679,1546,43,15,75
"Hombres (046)",1516,1422,35,14,45
"Mujeres (047)",163,124,8,1,30
"De 45 a 64 años (048)",1240,1197,20,7,16
"Hombres (049)",1127,1089,19,6,13
"Mujeres (050)",113,108,1,1,3
"De 65 y más años (051)",309,305,4,,
"Hombres (052)",273,270,3,,
"Mujeres (053)",36,35,1,,
