"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARMEY (000)",10201,9799,2644,1608,1581,1113,1364,784,419,286,402,25948
"De 12 a 14 años (001)",926,919,914,5,,,,,,,7,5
"De 15 a 19 años (002)",1226,1198,1045,131,20,1,1,,,,28,178
"De 20 a 24 años (003)",1150,1046,345,476,194,27,4,,,,104,963
"De 25 a 29 años (004)",1039,949,101,358,320,117,50,3,,,90,1577
"De 30 a 34 años (005)",1076,1025,60,249,354,192,147,19,3,1,51,2313
"De 35 a 39 años (006)",1027,989,51,136,261,270,222,41,7,1,38,2771
"De 40 a 44 años (007)",755,723,30,80,142,155,204,88,21,3,32,2493
"De 45 a 49 años (008)",620,609,15,58,96,123,171,93,41,12,11,2438
"De 50 y más años (009)",2382,2341,83,115,194,228,565,540,347,269,41,13210
"Conviviente (010)",3588,3493,199,901,859,543,582,249,111,49,95,9882
"De 12 a 14 años (011)",14,7,3,4,,,,,,,7,4
"De 15 a 19 años (012)",196,174,60,95,17,1,1,,,,22,136
"De 20 a 24 años (013)",623,599,62,355,154,25,3,,,,24,751
"De 25 a 29 años (014)",635,620,29,214,239,91,44,3,,,15,1168
"De 30 a 34 años (015)",611,605,12,125,202,142,108,12,3,1,6,1526
"De 35 a 39 años (016)",506,499,11,52,125,131,147,28,4,1,7,1569
"De 40 a 44 años (017)",335,325,6,29,64,65,98,49,13,1,10,1211
"De 45 a 49 años (018)",228,227,5,9,29,43,74,40,24,3,1,1016
"De 50 y más años (019)",440,437,11,18,29,45,107,117,67,43,3,2501
"Separado(a) (020)",546,542,4,153,126,72,94,60,25,8,4,1728
"De 15 a 19 años (022)",15,13,,12,1,,,,,,2,14
"De 20 a 24 años (023)",38,38,,28,10,,,,,,,48
"De 25 a 29 años (024)",57,57,2,35,17,3,,,,,,78
