"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",9976,9160,384,179,253
"Otra (034)",39,,,,39
"Ocupación no especificada (035)",765,670,48,31,16
,,,,,
"URBANA (036)",58112,40276,5526,5460,6850
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",185,7,48,39,91
"Profes., científicos e intelectuales (038)",10224,2541,1685,2958,3040
"Técnicos de nivel medio y trab. asimilados (039)",3397,1765,460,450,722
"Jefes y empleados de oficina (040)",2986,770,367,550,1299
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",12443,11063,810,412,158
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2538,2402,133,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4506,3682,480,200,144
"Obreros construc.,conf.,papel, fab., instr. (044)",7409,6269,568,357,215
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",13010,11049,874,412,675
"Otra (046)",445,,,,445
"Ocupación no especificada (047)",969,728,101,79,61
"Hombres (048)",35067,24197,3635,3157,4078
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",123,4,31,26,62
"Profes., científicos e intelectuales (050)",5248,1399,835,1403,1611
"Técnicos de nivel medio y trab. asimilados (051)",2328,1287,324,320,397
"Jefes y empleados de oficina (052)",1416,334,172,252,658
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",5511,4620,463,305,123
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2170,2058,111,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3865,3102,447,180,136
"Obreros construc.,conf.,papel, fab., instr. (056)",7210,6103,550,345,212
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",6285,4942,643,275,425
"Otra (058)",407,,,,407
"Ocupación no especificada (059)",504,348,59,50,47
"Mujeres (060)",23045,16079,1891,2303,2772
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",62,3,17,13,29
"Profes., científicos e intelectuales (062)",4976,1142,850,1555,1429
"Técnicos de nivel medio y trab. asimilados (063)",1069,478,136,130,325
"Jefes y empleados de oficina (064)",1570,436,195,298,641
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",6932,6443,347,107,35
"Agricult.trabaj.calif.agrop.y pesqueros (066)",368,344,22,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",641,580,33,20,8
"Obreros construc.,conf.,papel, fab., instr. (068)",199,166,18,12,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6725,6107,231,137,250
"Otra (070)",38,,,,38
"Ocupación no especificada (071)",465,380,42,29,14
,,,,,
"RURAL (072)",32373,30515,1247,328,283
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,,,3,10
"Profes., científicos e intelectuales (074)",288,108,55,46,79
"Técnicos de nivel medio y trab. asimilados (075)",103,43,21,11,28
"Jefes y empleados de oficina (076)",87,21,4,10,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1013,946,38,17,12
"Agricult.trabaj.calif.agrop.y pesqueros (078)",15947,15647,299,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",971,861,77,19,14
"Obreros construc.,conf.,papel, fab., instr. (080)",1334,1192,96,36,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",12226,11325,649,182,70
"Otra (082)",6,,,,6
"Ocupación no especificada (083)",385,372,8,3,2
"Hombres (084)",26380,24940,1007,249,184
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,,3,6
"Profes., científicos e intelectuales (086)",144,55,32,23,34
"Técnicos de nivel medio y trab. asimilados (087)",67,32,16,8,11
"Jefes y empleados de oficina (088)",44,10,1,5,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",383,345,14,14,10
"Agricult.trabaj.calif.agrop.y pesqueros (090)",14674,14394,279,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",689,584,73,18,14
"Obreros construc.,conf.,papel, fab., instr. (092)",1305,1166,94,36,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",8975,8272,496,140,67
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",85,82,2,1,
"Mujeres (096)",5993,5575,240,79,99
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,,,4
"Profes., científicos e intelectuales (098)",144,53,23,23,45
"Técnicos de nivel medio y trab. asimilados (099)",36,11,5,3,17
"Jefes y empleados de oficina (100)",43,11,3,5,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",630,601,24,3,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1273,1253,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",282,277,4,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",29,26,2,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3251,3053,153,42,3
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",300,290,6,2,2
