"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ASCOPE (000)",45774,43599,12660,7326,7149,5077,5608,3011,1580,1188,2175,107616
"De 12 a 14 años (001)",3475,3455,3434,18,3,,,,,,20,24
"De 15 a 19 años (002)",5170,5052,4413,576,55,5,3,,,,118,713
"De 20 a 24 años (003)",4732,4187,1807,1680,571,114,13,2,,,545,3229
"De 25 a 29 años (004)",4453,3985,830,1524,1091,417,112,10,1,,468,5491
"De 30 a 34 años (005)",4137,3878,460,1048,1294,646,385,43,2,,259,7490
"De 35 a 39 años (006)",4094,3891,378,758,1213,829,589,106,13,5,203,9036
"De 40 a 44 años (007)",4016,3843,335,558,1034,858,771,224,52,11,173,10511
"De 45 a 49 años (008)",3529,3392,318,395,708,724,811,317,84,35,137,10638
"De 50 y más años (009)",12168,11916,685,769,1180,1484,2924,2309,1428,1137,252,60484
"Conviviente (010)",10907,10651,737,3289,2722,1514,1399,603,254,133,256,26817
"De 12 a 14 años (011)",44,26,15,10,1,,,,,,18,12
"De 15 a 19 años (012)",786,692,209,439,41,3,,,,,94,530
"De 20 a 24 años (013)",1869,1808,195,1089,425,90,9,,,,61,2245
"De 25 a 29 años (014)",1992,1957,97,823,679,274,76,7,1,,35,3367
"De 30 a 34 años (015)",1676,1658,50,409,635,315,222,25,2,,18,3739
"De 35 a 39 años (016)",1390,1381,26,229,429,330,289,67,9,2,9,3840
"De 40 a 44 años (017)",1060,1052,48,129,238,225,280,99,27,6,8,3427
"De 45 a 49 años (018)",827,819,51,66,140,135,243,128,41,15,8,3159
"De 50 y más años (019)",1263,1258,46,95,134,142,280,277,174,110,5,6498
"Separado(a) (020)",2195,2167,38,757,488,286,327,157,74,40,28,6098
"De 12 a 14 años (021)",1,1,1,,,,,,,,,
"De 15 a 19 años (022)",56,49,4,42,3,,,,,,7,48
