"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12144,10826,66,1926,1905,1698,2684,1656,667,224,1318,41312
"De 12 a 14 años (001)",26,11,1,7,3,,,,,,15,13
"De 15 a 19 años (002)",233,187,2,144,22,11,8,,,,46,253
"De 20 a 24 años (003)",1299,849,6,534,227,58,21,3,,,450,1271
"De 25 a 29 años (004)",1587,1207,5,442,414,226,115,4,1,,380,2462
"De 30 a 34 años (005)",1397,1240,8,231,378,303,267,42,8,3,157,3404
"De 35 a 39 años (006)",1466,1365,10,136,279,315,456,139,25,5,101,4784
"De 40 a 44 años (007)",1163,1110,3,81,136,209,384,221,61,15,53,4753
"De 45 a 49 años (008)",1096,1061,5,67,99,170,364,253,80,23,35,4911
"De 50 y más años (009)",3877,3796,26,284,347,406,1069,994,492,178,81,19461
"Sin nivel (010)",2680,2603,21,224,259,301,746,679,274,99,77,12719
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",11,8,,5,2,,1,,,,3,13
"De 20 a 24 años (013)",23,19,,7,4,6,2,,,,4,42
"De 25 a 29 años (014)",43,35,,10,8,8,9,,,,8,89
"De 30 a 34 años (015)",81,75,,9,26,11,18,7,3,1,6,253
"De 35 a 39 años (016)",142,130,1,8,20,28,43,21,7,2,12,536
"De 40 a 44 años (017)",168,161,1,10,16,23,44,50,12,5,7,776
"De 45 a 49 años (018)",224,218,,9,20,33,71,54,22,9,6,1089
"De 50 y más años (019)",1986,1956,19,165,163,192,558,547,230,82,30,9920
"Educacion Inicial (020)",30,25,,4,10,5,3,3,,,5,70
"De 15 a 19 años (022)",2,2,,,2,,,,,,,4
