"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LEONCIO PRADO (000)",40962,99321,90080,,2033,90.7,2
"De 12 a 14 años (001)",4080,26,26,,11,100,42.3
"De 15 a 19 años (002)",5982,1338,1309,330,97.8,24.7,
"De 20 a 24 años (003)",5337,4635,4544,493,98,10.6,
"De 25 a 29 años (004)",4711,7686,7487,436,97.4,5.7,
"De 30 a 34 años (005)",4021,9892,9528,396,96.3,4,
"De 35 a 39 años (006)",3985,12938,12311,238,95.2,1.8,
"De 40 a 44 años (007)",3344,13002,12156,107,93.5,0.8,
"De 45 a 49 años (008)",2747,11957,10963,22,91.7,0.2,
"De 50 y más años (009)",6755,37847,31756,,83.9,,
"Sin nivel (010)",5095,26487,22184,211,83.8,0.8,
"De 12 a 14 años (011)",48,3,3,2,100,66.7,
"De 15 a 19 años (012)",130,90,87,20,96.7,22.2,
"De 20 a 24 años (013)",220,327,318,31,97.2,9.5,
"De 25 a 29 años (014)",295,756,720,35,95.2,4.6,
"De 30 a 34 años (015)",406,1412,1329,47,94.1,3.3,
"De 35 a 39 años (016)",549,2537,2349,46,92.6,1.8,
"De 40 a 44 años (017)",545,2908,2629,26,90.4,0.9,
"De 45 a 49 años (018)",486,2846,2477,4,87,0.1,
"De 50 y más años (019)",2416,15608,12272,,78.6,,
"Educacion Inicial (020)",69,119,114,6,95.8,5,
"De 12 a 14 años (021)",7,,,,,,
"De 15 a 19 años (022)",13,1,1,,100,,
"De 20 a 24 años (023)",14,16,15,2,93.8,12.5,
"De 25 a 29 años (024)",11,19,19,1,100,5.3,
"De 30 a 34 años (025)",17,61,59,2,96.7,3.3,
"De 35 a 39 años (026)",7,22,20,1,90.9,4.5,
"Primaria (030)",13901,43909,39995,756,91.1,1.7,
"De 12 a 14 años (031)",1837,19,19,8,100,42.1,
"De 15 a 19 años (032)",1232,562,552,132,98.2,23.5,
"De 20 a 24 años (033)",1232,1726,1683,154,97.5,8.9,
"De 25 a 29 años (034)",1394,3228,3114,154,96.5,4.8,
"De 30 a 34 años (035)",1406,4293,4117,155,95.9,3.6,
"De 35 a 39 años (036)",1482,5705,5397,87,94.6,1.5,
"De 40 a 44 años (037)",1312,5855,5433,50,92.8,0.9,
"De 45 a 49 años (038)",1105,5464,5019,16,91.9,0.3,
