"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAYLLOMA (000)",26880,70639,62815,,1262,88.9,1.8
"De 12 a 14 años (001)",2406,10,10,,2,100,20
"De 15 a 19 años (002)",3438,519,498,156,96,30.1,
"De 20 a 24 años (003)",3264,2884,2803,317,97.2,11,
"De 25 a 29 años (004)",3155,5098,4917,332,96.4,6.5,
"De 30 a 34 años (005)",2756,6367,6170,223,96.9,3.5,
"De 35 a 39 años (006)",2433,7541,7193,162,95.4,2.1,
"De 40 a 44 años (007)",2146,8337,7761,55,93.1,0.7,
"De 45 a 49 años (008)",1643,7511,6880,15,91.6,0.2,
"De 50 y más años (009)",5639,32372,26583,,82.1,,
"Sin nivel (010)",4500,23625,19215,85,81.3,0.4,
"De 12 a 14 años (011)",18,,,,,,
"De 15 a 19 años (012)",39,12,12,2,100,16.7,
"De 20 a 24 años (013)",70,96,87,6,90.6,6.3,
"De 25 a 29 años (014)",98,247,230,8,93.1,3.2,
"De 30 a 34 años (015)",380,1064,1006,27,94.5,2.5,
"De 35 a 39 años (016)",402,1508,1423,25,94.4,1.7,
"De 40 a 44 años (017)",423,2001,1796,12,89.8,0.6,
"De 45 a 49 años (018)",412,2284,2023,5,88.6,0.2,
"De 50 y más años (019)",2658,16413,12638,,77,,
"Educacion Inicial (020)",39,70,68,4,97.1,5.7,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",3,,,,,,
"De 20 a 24 años (023)",2,1,1,,100,,
"De 25 a 29 años (024)",10,15,14,,93.3,,
"De 30 a 34 años (025)",12,35,35,4,100,11.4,
"De 35 a 39 años (026)",7,19,18,,94.7,,
"Primaria (030)",7822,26129,23609,409,90.4,1.6,
"De 12 a 14 años (031)",904,5,5,,100,,
"De 15 a 19 años (032)",421,150,143,47,95.3,31.3,
"De 20 a 24 años (033)",694,923,889,84,96.3,9.1,
"De 25 a 29 años (034)",757,1711,1627,105,95.1,6.1,
"De 30 a 34 años (035)",802,2296,2214,71,96.4,3.1,
"De 35 a 39 años (036)",842,3050,2880,68,94.4,2.2,
"De 40 a 44 años (037)",851,3711,3444,27,92.8,0.7,
"De 45 a 49 años (038)",630,3123,2866,7,91.8,0.2,
"De 50 y más años (039)",1921,11160,9541,,85.5,,
