"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",2450,24,1272,787,315,52
"Conviviente (001)",805,2,391,363,47,2
"Separado(a) (002)",57,,17,23,14,3
"Casado(a) (003)",523,,42,244,205,32
"Viudo(a) (004)",53,,1,10,28,14
"Divorciado(a) (005)",5,,3,1,1,
"Soltero(a) (006)",1007,22,818,146,20,1
"Hombres (008)",1867,19,888,649,268,43
"Conviviente (009)",643,2,285,310,44,2
"Separado(a) (010)",28,,5,11,10,2
"Casado(a) (011)",439,,25,208,178,28
"Viudo(a) (012)",36,,,7,19,10
"Divorciado(a) (013)",3,,1,1,1,
"Soltero(a) (014)",718,17,572,112,16,1
"Mujeres (016)",583,5,384,138,47,9
"Conviviente (017)",162,,106,53,3,
"Separado(a) (018)",29,,12,12,4,1
"Casado(a) (019)",84,,17,36,27,4
"Viudo(a) (020)",17,,1,3,9,4
"Divorciado(a) (021)",2,,2,,,
"Soltero(a) (022)",289,5,246,34,4,
,,,,,,
"AREA URBANA (024)",1832,16,918,612,248,38
"Conviviente (025)",657,2,321,299,35,
"Separado(a) (026)",46,,12,21,11,2
"Casado(a) (027)",415,,40,186,166,23
"Viudo(a) (028)",44,,1,10,20,13
"Divorciado(a) (029)",5,,3,1,1,
"Soltero(a) (030)",665,14,541,95,15,
"Hombres (032)",1376,14,633,492,206,31
"Conviviente (033)",513,2,231,248,32,
"Separado(a) (034)",23,,4,10,7,2
"Casado(a) (035)",340,,24,154,142,20
"Viudo(a) (036)",29,,,7,13,9
"Divorciado(a) (037)",3,,1,1,1,
"Soltero(a) (038)",468,12,373,72,11,
"Mujeres (040)",456,2,285,120,42,7
"Conviviente (041)",144,,90,51,3,
"Separado(a) (042)",23,,8,11,4,
"Casado(a) (043)",75,,16,32,24,3
"Viudo(a) (044)",15,,1,3,7,4
"Divorciado(a) (045)",2,,2,,,
"Soltero(a) (046)",197,2,168,23,4,
,,,,,,
"AREA RURAL (048)",618,8,354,175,67,14
"Conviviente (049)",148,,70,64,12,2
"Separado(a) (050)",11,,5,2,3,1
"Casado(a) (051)",108,,2,58,39,9
"Viudo(a) (052)",9,,,,8,1
"Soltero(a) (054)",342,8,277,51,5,1
"Hombres (056)",491,5,255,157,62,12
"Conviviente (057)",130,,54,62,12,2
"Separado(a) (058)",5,,1,1,3,
"Casado(a) (059)",99,,1,54,36,8
"Viudo(a) (060)",7,,,,6,1
"Soltero(a) (062)",250,5,199,40,5,1
"Mujeres (064)",127,3,99,18,5,2
"Conviviente (065)",18,,16,2,,
"Separado(a) (066)",6,,4,1,,1
"Casado(a) (067)",9,,1,4,3,1
"Viudo(a) (068)",2,,,,2,
"Soltero(a) (070)",92,3,78,11,,
