"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",63,61,3,23,19,12,2,1,1,,2,120
"De 30 a 34 años (025)",54,53,1,18,14,10,9,1,,,1,120
"De 35 a 39 años (026)",66,63,,13,18,11,11,9,1,,3,198
"De 40 a 44 años (027)",62,62,,8,17,7,18,9,2,1,,231
"De 45 a 49 años (028)",45,45,4,6,5,5,10,10,4,1,,184
"De 50 y más años (029)",96,96,3,16,14,11,21,16,10,5,,417
"Casado(a) (030)",6026,5980,147,318,602,744,1454,1258,820,637,46,32469
"De 12 a 14 años (031)",2,1,,,1,,,,,,1,2
"De 15 a 19 años (032)",50,42,6,20,13,1,2,,,,8,57
"De 20 a 24 años (033)",292,285,13,81,108,62,17,4,,,7,580
"De 25 a 29 años (034)",586,581,11,56,137,163,174,36,4,,5,1819
"De 30 a 34 años (035)",751,747,15,38,117,150,269,129,27,2,4,2962
"De 35 a 39 años (036)",835,827,10,24,72,121,276,224,75,25,8,4098
"De 40 a 44 años (037)",790,785,12,17,29,64,176,227,174,86,5,4962
"De 45 a 49 años (038)",725,722,6,16,42,54,154,182,140,128,3,4749
"De 50 y más años (039)",1995,1990,74,66,83,129,386,456,400,396,5,13240
"Viudo(a) (040)",1658,1641,80,70,113,151,391,347,243,246,17,9575
"De 15 a 19 años (042)",3,2,1,,,,1,,,,1,4
"De 20 a 24 años (043)",7,7,,4,1,1,1,,,,,13
"De 25 a 29 años (044)",12,12,1,2,5,1,3,,,,,29
"De 30 a 34 años (045)",24,23,,2,,5,10,6,,,1,99
"De 35 a 39 años (046)",44,43,2,2,4,10,10,12,2,1,1,190
"De 40 a 44 años (047)",74,74,3,3,7,9,24,12,10,6,,381
"De 45 a 49 años (048)",115,115,2,7,11,7,30,28,16,14,,658
"De 50 y más años (049)",1379,1365,71,50,85,118,312,289,215,225,14,8201
"Divorciado(a) (050)",69,67,2,12,16,10,13,10,4,,2,230
"De 15 a 19 años (052)",2,2,1,1,,,,,,,,1
"De 20 a 24 años (053)",4,3,,1,2,,,,,,1,5
"De 25 a 29 años (054)",4,4,,,4,,,,,,,8
"De 30 a 34 años (055)",4,4,,,2,,1,1,,,,14
"De 35 a 39 años (056)",11,11,,2,2,2,3,1,1,,,39
"De 40 a 44 años (057)",5,5,,,2,2,,1,,,,17
"De 45 a 49 años (058)",10,10,,3,1,1,3,1,1,,,36
"De 50 y más años (059)",29,28,1,5,3,5,6,6,2,,1,110
"Soltero(a) (060)",4766,4372,3962,248,101,45,16,,,,394,649
"De 12 a 14 años (061)",1930,1930,1928,2,,,,,,,,2
"De 15 a 19 años (062)",1590,1587,1542,42,2,1,,,,,3,49
"De 20 a 24 años (063)",512,360,279,62,18,1,,,,,152,101
"De 25 a 29 años (064)",264,147,73,44,21,9,,,,,117,113
"De 30 a 34 años (065)",139,100,40,29,22,7,2,,,,39,102
"De 35 a 39 años (066)",92,58,18,14,17,6,3,,,,34,78
"De 40 a 44 años (067)",64,45,16,12,9,5,3,,,,19,57
"De 45 a 49 años (068)",36,28,8,14,2,3,1,,,,8,31
"De 50 y más años (069)",139,117,58,29,10,13,7,,,,22,116
,,,,,,,,,,,,
"URBANA (080)",3638,3471,1052,438,465,336,525,333,212,110,167,9892
"De 12 a 14 años (081)",386,384,383,1,,,,,,,2,1
"De 15 a 19 años (082)",463,458,404,46,8,,,,,,5,62
"De 20 a 24 años (083)",352,298,99,113,71,9,5,1,,,54,312
"De 25 a 29 años (084)",365,318,53,91,89,52,29,3,1,,47,571
"De 30 a 34 años (085)",363,345,31,70,105,71,51,17,,,18,819
"De 35 a 39 años (086)",349,328,9,39,73,61,87,44,11,4,21,1165
"De 40 a 44 años (087)",273,266,8,26,31,44,82,46,21,8,7,1163
"De 45 a 49 años (088)",253,250,6,10,26,28,73,55,43,9,3,1284
"De 50 y más años (089)",834,824,59,42,62,71,198,167,136,89,10,4515
"Conviviente (090)",745,718,66,202,189,101,97,43,10,10,27,1778
"De 12 a 14 años (091)",3,1,1,,,,,,,,2,
"De 15 a 19 años (092)",61,57,21,29,7,,,,,,4,43
"De 20 a 24 años (093)",152,142,16,66,49,8,3,,,,10,202
"De 25 a 29 años (094)",157,152,14,49,44,28,15,2,,,5,295
"De 30 a 34 años (095)",145,143,5,34,49,30,21,4,,,2,336
"De 35 a 39 años (096)",97,94,2,13,24,16,26,8,2,3,3,330
"De 40 a 44 años (097)",54,54,1,9,6,12,15,8,1,2,,204
"De 45 a 49 años (098)",27,27,,1,2,2,10,7,3,2,,146
"De 50 y más años (099)",49,48,6,1,8,5,7,14,4,3,1,222
"Separado(a) (100)",173,170,5,46,41,23,27,17,6,5,3,538
"De 15 a 19 años (102)",7,7,1,6,,,,,,,,6
"De 20 a 24 años (103)",17,17,,11,6,,,,,,,23
"De 25 a 29 años (104)",14,14,1,5,5,3,,,,,,24
"De 30 a 34 años (105)",25,24,,10,6,6,2,,,,1,48
"De 35 a 39 años (106)",23,21,,5,10,3,1,2,,,2,51
"De 40 a 44 años (107)",25,25,,3,8,3,7,3,1,,,89
"De 45 a 49 años (108)",19,19,2,,2,2,6,3,3,1,,92
"De 50 y más años (109)",43,43,1,6,4,6,11,9,2,4,,205
"Casado(a) (110)",1170,1148,32,73,154,162,303,206,155,63,22,5564
"De 15 a 19 años (112)",4,3,2,1,,,,,,,1,1
"De 20 a 24 años (113)",23,21,3,8,6,1,2,1,,,2,39
"De 25 a 29 años (114)",82,80,1,17,30,16,14,1,1,,2,197
"De 30 a 34 años (115)",128,125,5,12,37,32,26,13,,,3,378
"De 35 a 39 años (116)",182,176,2,12,30,35,57,30,9,1,6,698
"De 40 a 44 años (117)",154,150,2,7,10,25,52,31,18,5,4,754
"De 45 a 49 años (118)",167,164,1,2,17,21,45,36,36,6,3,899
"De 50 y más años (119)",430,429,16,14,24,32,107,94,91,51,1,2598
"Viudo(a) (120)",304,301,14,10,27,27,88,63,40,32,3,1651
"De 20 a 24 años (123)",2,2,,2,,,,,,,,2
"De 30 a 34 años (125)",4,4,,1,,1,2,,,,,12
"De 35 a 39 años (126)",10,10,1,1,,4,1,3,,,,37
"De 40 a 44 años (127)",16,16,,1,3,1,6,3,1,1,,78
"De 45 a 49 años (128)",24,24,1,,3,,11,9,,,,114
"De 50 y más años (129)",248,245,12,5,21,21,68,48,39,31,3,1408
"Divorciado(a) (130)",22,22,1,4,5,4,3,4,1,,,75
"De 25 a 29 años (134)",1,1,,,1,,,,,,,2
"De 35 a 39 años (136)",5,5,,2,1,1,,1,,,,13
"De 40 a 44 años (137)",2,2,,,1,,,1,,,,9
"De 45 a 49 años (138)",5,5,,2,,1,1,,1,,,18
"De 50 y más años (139)",9,9,1,,2,2,2,2,,,,33
"Soltero(a) (140)",1224,1112,934,103,49,19,7,,,,112,286
"De 12 a 14 años (141)",383,383,382,1,,,,,,,,1
"De 15 a 19 años (142)",391,391,380,10,1,,,,,,,12
"De 20 a 24 años (143)",158,116,80,26,10,,,,,,42,46
"De 25 a 29 años (144)",111,71,37,20,9,5,,,,,40,53
"De 30 a 34 años (145)",61,49,21,13,13,2,,,,,12,45
"De 35 a 39 años (146)",32,22,4,6,8,2,2,,,,10,36
"De 40 a 44 años (147)",22,19,5,6,3,3,2,,,,3,29
"De 45 a 49 años (148)",11,11,2,5,2,2,,,,,,15
"De 50 y más años (149)",55,50,23,16,3,5,3,,,,5,49
,,,,,,,,,,,,
"RURAL (160)",11860,11472,3339,1096,1051,1004,1778,1473,918,813,388,40521
"De 12 a 14 años (161)",1563,1557,1552,4,1,,,,,,6,6
"De 15 a 19 años (162)",1553,1517,1208,248,50,6,5,,,,36,386
"De 20 a 24 años (163)",1256,1114,241,382,312,133,42,4,,,142,1604
"De 25 a 29 años (164)",1052,968,62,147,239,244,227,43,6,,84,2647
"De 30 a 34 años (165)",959,928,44,74,135,168,332,144,29,2,31,3475
"De 35 a 39 años (166)",915,887,24,39,79,121,286,237,75,26,28,4270
"De 40 a 44 años (167)",857,839,27,27,45,63,183,229,173,92,18,5083
"De 45 a 49 años (168)",754,746,17,40,41,51,147,183,129,138,8,4759
"De 50 y más años (169)",2951,2916,164,135,149,218,556,633,506,555,35,18291
"Conviviente (170)",1721,1667,119,515,386,227,260,102,35,23,54,4291
"De 12 a 14 años (171)",12,8,5,3,,,,,,,4,3
"De 15 a 19 años (172)",271,250,38,172,34,4,2,,,,21,260
"De 20 a 24 años (173)",555,533,32,226,185,64,25,1,,,22,898
"De 25 a 29 años (174)",331,329,13,64,98,83,62,7,2,,2,834
"De 30 a 34 años (175)",205,203,14,23,36,37,71,20,2,,2,661
"De 35 a 39 años (176)",119,119,1,10,15,16,44,27,5,1,,502
"De 40 a 44 años (177)",81,80,3,4,6,8,29,18,7,5,1,394
"De 45 a 49 años (178)",49,49,3,3,4,7,12,10,8,2,,239
"De 50 y más años (179)",98,96,10,10,8,8,15,19,11,15,2,500
"Separado(a) (180)",340,328,10,123,68,39,45,29,12,2,12,883
"De 12 a 14 años (181)",2,1,1,,,,,,,,1,
"De 15 a 19 años (182)",32,28,2,24,2,,,,,,4,28
"De 20 a 24 años (183)",69,65,,44,14,6,1,,,,4,94
"De 25 a 29 años (184)",49,47,2,18,14,9,2,1,1,,2,96
"De 30 a 34 años (185)",29,29,1,8,8,4,7,1,,,,72
"De 35 a 39 años (186)",43,42,,8,8,8,10,7,1,,1,147
"De 40 a 44 años (187)",37,37,,5,9,4,11,6,1,1,,142
"De 45 a 49 años (188)",26,26,2,6,3,3,4,7,1,,,92
"De 50 y más años (189)",53,53,2,10,10,5,10,7,8,1,,212
"Casado(a) (190)",4856,4832,115,245,448,582,1151,1052,665,574,24,26905
"De 12 a 14 años (191)",2,1,,,1,,,,,,1,2
"De 15 a 19 años (192)",46,39,4,19,13,1,2,,,,7,56
"De 20 a 24 años (193)",269,264,10,73,102,61,15,3,,,5,541
"De 25 a 29 años (194)",504,501,10,39,107,147,160,35,3,,3,1622
"De 30 a 34 años (195)",623,622,10,26,80,118,243,116,27,2,1,2584
"De 35 a 39 años (196)",653,651,8,12,42,86,219,194,66,24,2,3400
"De 40 a 44 años (197)",636,635,10,10,19,39,124,196,156,81,1,4208
"De 45 a 49 años (198)",558,558,5,14,25,33,109,146,104,122,,3850
"De 50 y más años (199)",1565,1561,58,52,59,97,279,362,309,345,4,10642
"Viudo(a) (200)",1354,1340,66,60,86,124,303,284,203,214,14,7924
"De 15 a 19 años (202)",3,2,1,,,,1,,,,1,4
"De 20 a 24 años (203)",5,5,,2,1,1,1,,,,,11
"De 25 a 29 años (204)",12,12,1,2,5,1,3,,,,,29
"De 30 a 34 años (205)",20,19,,1,,4,8,6,,,1,87
"De 35 a 39 años (206)",34,33,1,1,4,6,9,9,2,1,1,153
"De 40 a 44 años (207)",58,58,3,2,4,8,18,9,9,5,,303
"De 45 a 49 años (208)",91,91,1,7,8,7,19,19,16,14,,544
"De 50 y más años (209)",1131,1120,59,45,64,97,244,241,176,194,11,6793
"Divorciado(a) (210)",47,45,1,8,11,6,10,6,3,,2,155
"De 15 a 19 años (212)",2,2,1,1,,,,,,,,1
"De 20 a 24 años (213)",4,3,,1,2,,,,,,1,5
"De 25 a 29 años (214)",3,3,,,3,,,,,,,6
"De 30 a 34 años (215)",4,4,,,2,,1,1,,,,14
"De 35 a 39 años (216)",6,6,,,1,1,3,,1,,,26
"De 40 a 44 años (217)",3,3,,,1,2,,,,,,8
"De 45 a 49 años (218)",5,5,,1,1,,2,1,,,,18
"De 50 y más años (219)",20,19,,5,1,3,4,4,2,,1,77
"Soltero(a) (220)",3542,3260,3028,145,52,26,9,,,,282,363
"De 12 a 14 años (221)",1547,1547,1546,1,,,,,,,,1
"De 15 a 19 años (222)",1199,1196,1162,32,1,1,,,,,3,37
"De 20 a 24 años (223)",354,244,199,36,8,1,,,,,110,55
"De 25 a 29 años (224)",153,76,36,24,12,4,,,,,77,60
"De 30 a 34 años (225)",78,51,19,16,9,5,2,,,,27,57
"De 35 a 39 años (226)",60,36,14,8,9,4,1,,,,24,42
"De 40 a 44 años (227)",42,26,11,6,6,2,1,,,,16,28
"De 45 a 49 años (228)",25,17,6,9,,1,1,,,,8,16
"De 50 y más años (229)",84,67,35,13,7,8,4,,,,17,67
