"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHINCHA (000)",78464,18566,27691,24108,1023,2317,1613,3146
"Agric., ganadería, caza y silvicultura (001)",12636,424,7311,3913,227,761,,
"Pesca (002)",439,38,193,204,3,1,,
"Explotación de minas y canteras (003)",471,127,328,10,5,1,,
"Industrias manufactureras (004)",15187,1508,11401,2046,132,100,,
"Suministro de electricidad, gas y agua (005)",163,54,90,18,,1,,
"Construcción (006)",5503,159,3822,1400,70,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",13556,2394,893,8914,309,1046,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1522,180,557,713,47,25,,
"Comercio al por mayor (009)",1319,575,181,444,37,82,,
"Comercio al por menor (010)",10715,1639,155,7757,225,939,,
"Hoteles y restaurantes (011)",2620,839,326,1276,72,107,,
"Trans., almac. y comunicaciones (012)",6673,1066,1200,4278,77,52,,
"Intermediación financiera (013)",369,359,4,5,1,,,
"Activid.inmobil., empres. y alquileres (014)",3511,2507,412,535,49,8,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1886,1672,214,,,,,
"Enseñanza (016)",5132,4977,5,125,10,15,,
"Servicios sociales y de salud (017)",1559,1282,26,242,7,2,,
"Otras activ. serv.comun.soc y personales (018)",1776,660,371,682,34,29,,
"Hogares privados con servicio doméstico (019)",1613,,,,,,1613,
"Organiz. y organos extraterritoriales (020)",3,3,,,,,,
"Actividad economica no especificada (021)",2221,497,1095,460,27,142,,
"Desocupado (022)",3146,,,,,,,3146
"Hombres (023)",50843,10795,20066,16236,737,859,168,1982
"Agric., ganadería, caza y silvicultura (024)",9586,362,5545,3156,184,339,,
"Pesca (025)",422,30,185,203,3,1,,
"Explotación de minas y canteras (026)",447,113,321,7,5,1,,
"Industrias manufactureras (027)",8979,1030,6469,1344,93,43,,
"Suministro de electricidad, gas y agua (028)",147,45,88,13,,1,,
"Construcción (029)",5405,135,3771,1379,68,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",6992,1337,862,4325,192,276,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1420,141,546,675,42,16,,
"Comercio al por mayor (032)",838,364,166,256,24,28,,
"Comercio al por menor (033)",4734,832,150,3394,126,232,,
"Hoteles y restaurantes (034)",901,353,137,343,39,29,,
"Trans., almac. y comunicaciones (035)",6416,923,1159,4216,73,45,,
"Intermediación financiera (036)",192,184,4,4,,,,
"Activid.inmobil., empres. y alquileres (037)",2728,1890,352,444,36,6,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1361,1205,156,,,,,
"Enseñanza (039)",2177,2107,4,59,4,3,,
"Servicios sociales y de salud (040)",589,423,11,149,6,,,
"Otras activ. serv.comun.soc y personales (041)",1055,383,282,358,13,19,,
"Hogares privados con servicio doméstico (042)",168,,,,,,168,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",1294,273,720,236,21,44,,
"Desocupado (045)",1982,,,,,,,1982
"Mujeres (046)",27621,7771,7625,7872,286,1458,1445,1164
"Agric., ganadería, caza y silvicultura (047)",3050,62,1766,757,43,422,,
"Pesca (048)",17,8,8,1,,,,
"Explotación de minas y canteras (049)",24,14,7,3,,,,
"Industrias manufactureras (050)",6208,478,4932,702,39,57,,
"Suministro de electricidad, gas y agua (051)",16,9,2,5,,,,
"Construcción (052)",98,24,51,21,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",6564,1057,31,4589,117,770,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",102,39,11,38,5,9,,
"Comercio al por mayor (055)",481,211,15,188,13,54,,
"Comercio al por menor (056)",5981,807,5,4363,99,707,,
"Hoteles y restaurantes (057)",1719,486,189,933,33,78,,
"Trans., almac. y comunicaciones (058)",257,143,41,62,4,7,,
"Intermediación financiera (059)",177,175,,1,1,,,
"Activid.inmobil., empres. y alquileres (060)",783,617,60,91,13,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",525,467,58,,,,,
"Enseñanza (062)",2955,2870,1,66,6,12,,
"Servicios sociales y de salud (063)",970,859,15,93,1,2,,
"Otras activ. serv.comun.soc y personales (064)",721,277,89,324,21,10,,
"Hogares privados con servicio doméstico (065)",1445,,,,,,1445,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",927,224,375,224,6,98,,
"Desocupado (068)",1164,,,,,,,1164
,,,,,,,,
"URBANA (069)",70408,17795,23580,21861,937,1803,1519,2913
"Agric., ganadería, caza y silvicultura (070)",7440,320,4407,2251,174,288,,
"Pesca (071)",415,37,184,190,3,1,,
"Explotación de minas y canteras (072)",444,123,307,9,5,,,
"Industrias manufactureras (073)",14394,1443,10727,2002,122,100,,
"Suministro de electricidad, gas y agua (074)",161,54,88,18,,1,,
"Construcción (075)",5329,153,3690,1366,69,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",13150,2319,827,8679,299,1026,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1464,177,517,699,46,25,,
"Comercio al por mayor (078)",1247,541,161,430,34,81,,
"Comercio al por menor (079)",10439,1601,149,7550,219,920,,
"Hoteles y restaurantes (080)",2513,814,303,1235,63,98,,
"Trans., almac. y comunicaciones (081)",6393,1035,1103,4133,75,47,,
"Intermediación financiera (082)",368,358,4,5,1,,,
"Activid.inmobil., empres. y alquileres (083)",3268,2335,348,528,49,8,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1826,1618,208,,,,,
"Enseñanza (085)",4972,4820,4,123,10,15,,
"Servicios sociales y de salud (086)",1519,1256,21,234,6,2,,
"Otras activ. serv.comun.soc y personales (087)",1703,631,341,670,34,27,,
"Hogares privados con servicio doméstico (088)",1519,,,,,,1519,
"Organiz. y organos extraterritoriales (089)",3,3,,,,,,
"Actividad economica no especificada (090)",2078,476,1018,418,27,139,,
"Desocupado (091)",2913,,,,,,,2913
"Hombres (092)",45136,10262,16959,14601,673,671,152,1818
"Agric., ganadería, caza y silvicultura (093)",5809,266,3342,1893,142,166,,
"Pesca (094)",398,29,176,189,3,1,,
"Explotación de minas y canteras (095)",424,110,303,6,5,,,
"Industrias manufactureras (096)",8468,982,6045,1314,84,43,,
"Suministro de electricidad, gas y agua (097)",145,45,86,13,,1,,
"Construcción (098)",5232,130,3639,1345,67,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",6767,1292,796,4223,187,269,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1364,139,506,662,41,16,,
"Comercio al por mayor (101)",782,339,146,246,23,28,,
"Comercio al por menor (102)",4621,814,144,3315,123,225,,
"Hoteles y restaurantes (103)",864,342,128,330,35,29,,
"Trans., almac. y comunicaciones (104)",6141,894,1062,4073,71,41,,
"Intermediación financiera (105)",191,183,4,4,,,,
