"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia LUCANAS (000)",24256,69,2150,508,422,2246,7141,2409,931,6594,59,736,991
"Agric., ganadería, caza y silvicultura (001)",11553,,14,23,,,7137,6,18,4355,,,
"Pesca (002)",5,,1,,,,4,,,,,,
"Explotación de minas y canteras (003)",2624,,21,27,18,7,,1809,21,721,,,
"Industrias manufactureras (004)",515,,8,13,5,4,,461,21,3,,,
"Suministro de electricidad, gas y agua (005)",32,,,2,2,,,4,1,23,,,
"Construcción (006)",586,,23,23,5,,,20,287,228,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",2378,,13,31,4,1818,,98,11,403,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",103,,3,1,,26,,66,5,2,,,
"Comercio al por mayor (009)",85,,5,1,2,74,,,3,,,,
"Comercio al por menor (010)",2190,,5,29,2,1718,,32,3,401,,,
"Hoteles y restaurantes (011)",571,,1,13,6,340,,1,,210,,,
"Trans., almac. y comunicaciones (012)",661,,3,22,22,5,,2,543,64,,,
"Intermediación financiera (013)",30,,4,6,19,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",237,,83,57,31,25,,1,5,35,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",459,53,22,14,154,5,,3,14,135,59,,
"Enseñanza (016)",1932,15,1817,8,54,,,,,38,,,
"Servicios sociales y de salud (017)",399,,124,186,30,15,,3,8,33,,,
"Otras activ. serv.comun.soc y personales (018)",198,1,10,74,10,27,,1,2,73,,,
"Hogares privados con servicio doméstico (019)",271,,,,,,,,,271,,,
"Actividad economica no especificada (021)",814,,6,9,62,,,,,1,,736,
"Desocupado (022)",991,,,,,,,,,,,,991
"Hombres (023)",16620,52,1108,342,258,794,5757,2179,914,4035,59,385,737
"Agric., ganadería, caza y silvicultura (024)",8395,,13,21,,,5753,2,16,2590,,,
"Pesca (025)",5,,1,,,,4,,,,,,
"Explotación de minas y canteras (026)",2489,,19,23,17,2,,1709,21,698,,,
"Industrias manufactureras (027)",384,,7,9,4,2,,342,19,1,,,
"Suministro de electricidad, gas y agua (028)",27,,,2,2,,,4,1,18,,,
"Construcción (029)",566,,21,22,3,,,18,281,221,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1005,,9,25,1,697,,94,11,168,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",92,,3,1,,18,,63,5,2,,,
"Comercio al por mayor (032)",48,,4,1,1,39,,,3,,,,
"Comercio al por menor (033)",865,,2,23,,640,,31,3,166,,,
"Hoteles y restaurantes (034)",95,,1,6,3,55,,,,30,,,
"Trans., almac. y comunicaciones (035)",630,,3,16,13,3,,2,537,56,,,
"Intermediación financiera (036)",18,,3,3,12,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",188,,70,44,13,25,,1,4,31,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",369,43,21,13,104,1,,3,14,111,59,,
"Enseñanza (039)",961,8,879,7,32,,,,,35,,,
"Servicios sociales y de salud (040)",170,,49,80,18,5,,3,8,7,,,
"Otras activ. serv.comun.soc y personales (041)",123,1,8,64,6,4,,1,2,37,,,
"Hogares privados con servicio doméstico (042)",31,,,,,,,,,31,,,
"Actividad economica no especificada (044)",427,,4,7,30,,,,,1,,385,
"Desocupado (045)",737,,,,,,,,,,,,737
"Mujeres (046)",7636,17,1042,166,164,1452,1384,230,17,2559,,351,254
"Agric., ganadería, caza y silvicultura (047)",3158,,1,2,,,1384,4,2,1765,,,
"Explotación de minas y canteras (049)",135,,2,4,1,5,,100,,23,,,
"Industrias manufactureras (050)",131,,1,4,1,2,,119,2,2,,,
"Suministro de electricidad, gas y agua (051)",5,,,,,,,,,5,,,
"Construcción (052)",20,,2,1,2,,,2,6,7,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1373,,4,6,3,1121,,4,,235,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",11,,,,,8,,3,,,,,
"Comercio al por mayor (055)",37,,1,,1,35,,,,,,,
"Comercio al por menor (056)",1325,,3,6,2,1078,,1,,235,,,
"Hoteles y restaurantes (057)",476,,,7,3,285,,1,,180,,,
"Trans., almac. y comunicaciones (058)",31,,,6,9,2,,,6,8,,,
"Intermediación financiera (059)",12,,1,3,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",49,,13,13,18,,,,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",90,10,1,1,50,4,,,,24,,,
"Enseñanza (062)",971,7,938,1,22,,,,,3,,,
"Servicios sociales y de salud (063)",229,,75,106,12,10,,,,26,,,
"Otras activ. serv.comun.soc y personales (064)",75,,2,10,4,23,,,,36,,,
"Hogares privados con servicio doméstico (065)",240,,,,,,,,,240,,,
"Actividad economica no especificada (067)",387,,2,2,32,,,,,,,351,
"Desocupado (068)",254,,,,,,,,,,,,254
,,,,,,,,,,,,,
"URBANA (069)",14337,64,1800,406,370,1816,3553,822,751,3655,59,432,609
"Agric., ganadería, caza y silvicultura (070)",5853,,13,16,,,3550,1,12,2261,,,
"Pesca (071)",4,,1,,,,3,,,,,,
"Explotación de minas y canteras (072)",489,,6,3,3,3,,309,4,161,,,
"Industrias manufactureras (073)",443,,8,10,5,4,,397,17,2,,,
"Suministro de electricidad, gas y agua (074)",11,,,2,2,,,4,,3,,,
"Construcción (075)",474,,19,18,4,,,18,238,177,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1982,,11,28,4,1491,,85,11,352,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",90,,2,1,,25,,55,5,2,,,
"Comercio al por mayor (078)",79,,5,1,2,68,,,3,,,,
"Comercio al por menor (079)",1813,,4,26,2,1398,,30,3,350,,,
"Hoteles y restaurantes (080)",456,,1,13,6,250,,1,,185,,,
"Trans., almac. y comunicaciones (081)",542,,2,18,19,2,,2,444,55,,,
"Intermediación financiera (082)",29,,4,6,18,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",214,,78,50,27,23,,,3,33,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",374,49,19,10,140,4,,1,12,80,59,,
"Enseñanza (085)",1616,14,1511,7,51,,,,,33,,,
"Servicios sociales y de salud (086)",359,,112,159,30,15,,3,8,32,,,
"Otras activ. serv.comun.soc y personales (087)",163,1,10,58,8,24,,1,2,59,,,
"Hogares privados con servicio doméstico (088)",220,,,,,,,,,220,,,
"Actividad economica no especificada (090)",499,,5,8,53,,,,,1,,432,
"Desocupado (091)",609,,,,,,,,,,,,609
"Hombres (092)",9055,49,955,267,218,643,2766,702,737,1995,59,221,443
"Agric., ganadería, caza y silvicultura (093)",4072,,12,15,,,2763,,11,1271,,,
"Pesca (094)",4,,1,,,,3,,,,,,
"Explotación de minas y canteras (095)",473,,6,3,2,,,300,4,158,,,
"Industrias manufactureras (096)",330,,7,7,4,2,,294,15,1,,,
"Suministro de electricidad, gas y agua (097)",11,,,2,2,,,4,,3,,,
"Construcción (098)",456,,17,17,2,,,16,233,171,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",832,,7,24,1,568,,81,11,140,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",80,,2,1,,18,,52,5,2,,,
"Comercio al por mayor (101)",43,,4,1,1,34,,,3,,,,
"Comercio al por menor (102)",709,,1,22,,516,,29,3,138,,,
"Hoteles y restaurantes (103)",79,,1,6,3,41,,,,28,,,
"Trans., almac. y comunicaciones (104)",512,,2,12,11,,,2,438,47,,,
"Intermediación financiera (105)",17,,3,3,11,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",170,,66,38,10,23,,,3,30,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",302,41,18,9,95,,,1,12,67,59,,
"Enseñanza (108)",832,7,760,6,29,,,,,30,,,
"Servicios sociales y de salud (109)",151,,44,66,18,5,,3,8,7,,,
"Otras activ. serv.comun.soc y personales (110)",98,1,8,52,4,4,,1,2,26,,,
"Hogares privados con servicio doméstico (111)",15,,,,,,,,,15,,,
"Actividad economica no especificada (113)",258,,3,7,26,,,,,1,,221,
"Desocupado (114)",443,,,,,,,,,,,,443
"Mujeres (115)",5282,15,845,139,152,1173,787,120,14,1660,,211,166
"Agric., ganadería, caza y silvicultura (116)",1781,,1,1,,,787,1,1,990,,,
"Explotación de minas y canteras (118)",16,,,,1,3,,9,,3,,,
"Industrias manufactureras (119)",113,,1,3,1,2,,103,2,1,,,
"Construcción (121)",18,,2,1,2,,,2,5,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1150,,4,4,3,923,,4,,212,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",10,,,,,7,,3,,,,,
"Comercio al por mayor (124)",36,,1,,1,34,,,,,,,
"Comercio al por menor (125)",1104,,3,4,2,882,,1,,212,,,
"Hoteles y restaurantes (126)",377,,,7,3,209,,1,,157,,,
"Trans., almac. y comunicaciones (127)",30,,,6,8,2,,,6,8,,,
"Intermediación financiera (128)",12,,1,3,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",44,,12,12,17,,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",72,8,1,1,45,4,,,,13,,,
"Enseñanza (131)",784,7,751,1,22,,,,,3,,,
"Servicios sociales y de salud (132)",208,,68,93,12,10,,,,25,,,
"Otras activ. serv.comun.soc y personales (133)",65,,2,6,4,20,,,,33,,,
"Hogares privados con servicio doméstico (134)",205,,,,,,,,,205,,,
"Actividad economica no especificada (136)",241,,2,1,27,,,,,,,211,
"Desocupado (137)",166,,,,,,,,,,,,166
,,,,,,,,,,,,,
"RURAL (138)",9919,5,350,102,52,430,3588,1587,180,2939,,304,382
"Agric., ganadería, caza y silvicultura (139)",5700,,1,7,,,3587,5,6,2094,,,
"Pesca (140)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (141)",2135,,15,24,15,4,,1500,17,560,,,
"Industrias manufactureras (142)",72,,,3,,,,64,4,1,,,
"Suministro de electricidad, gas y agua (143)",21,,,,,,,,1,20,,,
"Construcción (144)",112,,4,5,1,,,2,49,51,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",396,,2,3,,327,,13,,51,,,
