"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PUNO (000)",229236,113121,116115,136754,67202,69552,92482,45919,46563
"Menores de 1 año (001)",3510,1775,1735,2114,1077,1037,1396,698,698
"Menores de 1 mes (002)",309,160,149,190,102,88,119,58,61
"De 1 a 11 meses (003)",3201,1615,1586,1924,975,949,1277,640,637
"De 1 a 4 años (004)",16205,8372,7833,9328,4800,4528,6877,3572,3305
"1 año (005)",3833,2078,1755,2221,1195,1026,1612,883,729
"2 años (006)",4094,2094,2000,2448,1279,1169,1646,815,831
"3 años (007)",4053,2030,2023,2280,1147,1133,1773,883,890
"4 años (008)",4225,2170,2055,2379,1179,1200,1846,991,855
"De 5 a 9 años (009)",21739,11149,10590,12692,6461,6231,9047,4688,4359
"5 años (010)",3988,2071,1917,2339,1200,1139,1649,871,778
"6 años (011)",4122,2093,2029,2387,1216,1171,1735,877,858
"7 años (012)",4512,2313,2199,2650,1320,1330,1862,993,869
"8 años (013)",4674,2407,2267,2686,1380,1306,1988,1027,961
"9 años (014)",4443,2265,2178,2630,1345,1285,1813,920,893
"De 10 a 14 años (015)",23994,12577,11417,14070,7325,6745,9924,5252,4672
"10 años (016)",4720,2541,2179,2745,1470,1275,1975,1071,904
"11 años (017)",4546,2370,2176,2703,1396,1307,1843,974,869
"12 años (018)",5087,2618,2469,2911,1490,1421,2176,1128,1048
"13 años (019)",4885,2543,2342,2876,1504,1372,2009,1039,970
"14 años (020)",4756,2505,2251,2835,1465,1370,1921,1040,881
"De 15 a 19 años (021)",22683,11487,11196,14360,7241,7119,8323,4246,4077
"15 años (022)",4764,2452,2312,2842,1445,1397,1922,1007,915
"16 años (023)",4340,2161,2179,2694,1314,1380,1646,847,799
"17 años (024)",4700,2409,2291,2913,1472,1441,1787,937,850
"18 años (025)",4518,2304,2214,2891,1503,1388,1627,801,826
"19 años (026)",4361,2161,2200,3020,1507,1513,1341,654,687
"De 20 a 24 años (027)",21154,10468,10686,13974,6965,7009,7180,3503,3677
"20 años (028)",4755,2385,2370,3058,1557,1501,1697,828,869
"21 años (029)",3654,1796,1858,2506,1249,1257,1148,547,601
"22 años (030)",4375,2156,2219,2835,1404,1431,1540,752,788
"23 años (031)",4153,2058,2095,2789,1383,1406,1364,675,689
"24 años (032)",4217,2073,2144,2786,1372,1414,1431,701,730
"De 25 a 29 años (033)",19230,9281,9949,12870,6149,6721,6360,3132,3228
"25 años (034)",4206,2037,2169,2756,1331,1425,1450,706,744
"26 años (035)",3712,1766,1946,2482,1156,1326,1230,610,620
"27 años (036)",4218,2042,2176,2863,1390,1473,1355,652,703
"28 años (037)",3757,1811,1946,2479,1166,1313,1278,645,633
