"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2423,2300,79,14,30
"Otra (034)",47,,,,47
"Ocupación no especificada (035)",384,352,20,6,6
,,,,,
"URBANA (036)",15070,10595,1018,984,2473
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",45,4,3,6,32
"Profes., científicos e intelectuales (038)",1371,312,210,520,329
"Técnicos de nivel medio y trab. asimilados (039)",673,349,71,93,160
"Jefes y empleados de oficina (040)",703,135,57,81,430
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2087,1932,102,23,30
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3111,2982,124,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1022,778,74,53,117
"Obreros construc.,conf.,papel, fab., instr. (044)",1275,960,118,86,111
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3622,2794,231,83,514
"Otra (046)",715,,,,715
"Ocupación no especificada (047)",446,349,28,34,35
"Hombres (048)",10659,7156,740,667,2096
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",34,3,3,5,23
"Profes., científicos e intelectuales (050)",766,175,104,306,181
"Técnicos de nivel medio y trab. asimilados (051)",479,242,55,70,112
"Jefes y empleados de oficina (052)",461,51,29,35,346
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",843,747,56,18,22
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2790,2675,110,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",896,670,72,41,113
"Obreros construc.,conf.,papel, fab., instr. (056)",1258,945,116,86,111
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2260,1513,184,72,491
"Otra (058)",668,,,,668
"Ocupación no especificada (059)",204,135,11,29,29
"Mujeres (060)",4411,3439,278,317,377
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",11,1,,1,9
"Profes., científicos e intelectuales (062)",605,137,106,214,148
"Técnicos de nivel medio y trab. asimilados (063)",194,107,16,23,48
"Jefes y empleados de oficina (064)",242,84,28,46,84
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1244,1185,46,5,8
"Agricult.trabaj.calif.agrop.y pesqueros (066)",321,307,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",126,108,2,12,4
"Obreros construc.,conf.,papel, fab., instr. (068)",17,15,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1362,1281,47,11,23
"Otra (070)",47,,,,47
"Ocupación no especificada (071)",242,214,17,5,6
,,,,,
"RURAL (072)",14416,12419,560,300,1137
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,,,2,3
"Profes., científicos e intelectuales (074)",237,82,54,71,30
"Técnicos de nivel medio y trab. asimilados (075)",124,52,13,16,43
"Jefes y empleados de oficina (076)",61,13,10,7,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",366,311,14,36,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7471,7305,158,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",270,121,23,15,111
"Obreros construc.,conf.,papel, fab., instr. (080)",363,263,56,20,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5317,4108,223,113,873
"Otra (082)",15,,,,15
"Ocupación no especificada (083)",187,164,9,12,2
"Hombres (084)",12373,10529,481,264,1099
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,2,3
"Profes., científicos e intelectuales (086)",138,43,31,45,19
"Técnicos de nivel medio y trab. asimilados (087)",101,40,12,15,34
"Jefes y empleados de oficina (088)",43,7,8,5,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",156,110,10,34,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6997,6844,145,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",259,112,22,14,111
"Obreros construc.,conf.,papel, fab., instr. (092)",358,258,56,20,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4256,3089,191,110,866
"Otra (094)",15,,,,15
"Ocupación no especificada (095)",45,26,6,11,2
"Mujeres (096)",2043,1890,79,36,38
"Profes., científicos e intelectuales (098)",99,39,23,26,11
"Técnicos de nivel medio y trab. asimilados (099)",23,12,1,1,9
"Jefes y empleados de oficina (100)",18,6,2,2,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",210,201,4,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",474,461,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",11,9,1,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1061,1019,32,3,7
"Ocupación no especificada (107)",142,138,3,1,
