"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TOCACHE (000)",29486,23014,1578,1284,3610
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",50,4,3,8,35
"Profes., científicos e intelectuales (002)",1608,394,264,591,359
"Técnicos de nivel medio y trab. asimilados (003)",797,401,84,109,203
"Jefes y empleados de oficina (004)",764,148,67,88,461
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2453,2243,116,59,35
"Agricult.trabaj.calif.agrop.y pesqueros (006)",10582,10287,282,13,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1292,899,97,68,228
"Obreros construc.,conf.,papel, fab., instr. (008)",1638,1223,174,106,135
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8939,6902,454,196,1387
"Otra (010)",730,,,,730
"Ocupación no especificada (011)",633,513,37,46,37
"Hombres (012)",23032,17685,1221,931,3195
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",39,3,3,7,26
"Profes., científicos e intelectuales (014)",904,218,135,351,200
"Técnicos de nivel medio y trab. asimilados (015)",580,282,67,85,146
"Jefes y empleados de oficina (016)",504,58,37,40,369
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",999,857,66,52,24
"Agricult.trabaj.calif.agrop.y pesqueros (018)",9787,9519,255,13,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1155,782,94,55,224
"Obreros construc.,conf.,papel, fab., instr. (020)",1616,1203,172,106,135
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",6516,4602,375,182,1357
"Otra (022)",683,,,,683
"Ocupación no especificada (023)",249,161,17,40,31
"Mujeres (024)",6454,5329,357,353,415
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,1,,1,9
"Profes., científicos e intelectuales (026)",704,176,129,240,159
"Técnicos de nivel medio y trab. asimilados (027)",217,119,17,24,57
"Jefes y empleados de oficina (028)",260,90,30,48,92
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1454,1386,50,7,11
"Agricult.trabaj.calif.agrop.y pesqueros (030)",795,768,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",137,117,3,13,4
"Obreros construc.,conf.,papel, fab., instr. (032)",22,20,2,,
