"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",159,150,2,4,3
,,,,,
"URBANA (036)",5065,3592,351,309,813
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",29,,6,4,19
"Profes., científicos e intelectuales (038)",773,160,101,141,371
"Técnicos de nivel medio y trab. asimilados (039)",206,100,17,19,70
"Jefes y empleados de oficina (040)",178,27,15,17,119
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",736,671,23,9,33
"Agricult.trabaj.calif.agrop.y pesqueros (042)",966,926,37,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",342,246,40,27,29
"Obreros construc.,conf.,papel, fab., instr. (044)",388,298,25,29,36
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1321,1088,85,52,96
"Otra (046)",34,,,,34
"Ocupación no especificada (047)",92,76,2,8,6
"Hombres (048)",3132,2195,256,217,464
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,,4,3,14
"Profes., científicos e intelectuales (050)",389,69,52,83,185
"Técnicos de nivel medio y trab. asimilados (051)",112,57,10,11,34
"Jefes y empleados de oficina (052)",77,8,4,7,58
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",248,211,14,8,15
"Agricult.trabaj.calif.agrop.y pesqueros (054)",817,779,35,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",297,210,34,26,27
"Obreros construc.,conf.,papel, fab., instr. (056)",375,292,25,28,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",740,556,77,44,63
"Otra (058)",33,,,,33
"Ocupación no especificada (059)",23,13,1,4,5
"Mujeres (060)",1933,1397,95,92,349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,,2,1,5
"Profes., científicos e intelectuales (062)",384,91,49,58,186
"Técnicos de nivel medio y trab. asimilados (063)",94,43,7,8,36
"Jefes y empleados de oficina (064)",101,19,11,10,61
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",488,460,9,1,18
"Agricult.trabaj.calif.agrop.y pesqueros (066)",149,147,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",45,36,6,1,2
"Obreros construc.,conf.,papel, fab., instr. (068)",13,6,,1,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",581,532,8,8,33
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",69,63,1,4,1
,,,,,
"RURAL (072)",11581,10514,504,297,266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",20,,1,2,17
"Profes., científicos e intelectuales (074)",259,47,39,61,112
"Técnicos de nivel medio y trab. asimilados (075)",70,38,7,2,23
"Jefes y empleados de oficina (076)",56,12,7,7,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",396,365,19,7,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6364,6248,111,4,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",252,149,52,44,7
"Obreros construc.,conf.,papel, fab., instr. (080)",306,246,36,17,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3738,3300,231,150,57
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",115,109,1,3,2
"Hombres (084)",9705,8858,435,246,166
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",15,,1,1,13
"Profes., científicos e intelectuales (086)",165,33,28,39,65
"Técnicos de nivel medio y trab. asimilados (087)",44,27,7,2,8
"Jefes y empleados de oficina (088)",28,6,4,6,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",152,132,13,3,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5927,5818,104,4,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",212,127,45,33,7
"Obreros construc.,conf.,papel, fab., instr. (092)",302,242,36,17,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2830,2451,197,138,44
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",25,22,,3,
"Mujeres (096)",1876,1656,69,51,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,,,1,4
"Profes., científicos e intelectuales (098)",94,14,11,22,47
"Técnicos de nivel medio y trab. asimilados (099)",26,11,,,15
"Jefes y empleados de oficina (100)",28,6,3,1,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",244,233,6,4,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",437,430,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",40,22,7,11,
"Obreros construc.,conf.,papel, fab., instr. (104)",4,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",908,849,34,12,13
"Ocupación no especificada (107)",90,87,1,,2
