"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",225,203,18,3,1
,,,,,
"URBANA (036)",3652,2780,526,124,222
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",30,,3,3,24
"Profes., científicos e intelectuales (038)",267,102,89,54,22
"Técnicos de nivel medio y trab. asimilados (039)",52,20,9,10,13
"Jefes y empleados de oficina (040)",70,9,4,4,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",354,330,15,4,5
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1544,1316,225,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",84,76,5,,3
"Obreros construc.,conf.,papel, fab., instr. (044)",186,113,45,16,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",895,705,112,27,51
"Otra (046)",35,,,,35
"Ocupación no especificada (047)",135,109,19,4,3
"Hombres (048)",2501,1831,405,94,171
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,,3,3,18
"Profes., científicos e intelectuales (050)",137,37,53,35,12
"Técnicos de nivel medio y trab. asimilados (051)",35,14,3,10,8
"Jefes y empleados de oficina (052)",45,7,3,4,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",74,61,8,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1352,1151,198,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",61,54,4,,3
"Obreros construc.,conf.,papel, fab., instr. (056)",182,111,43,16,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",494,352,76,21,45
"Otra (058)",35,,,,35
"Ocupación no especificada (059)",62,44,14,2,2
"Mujeres (060)",1151,949,121,30,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,,,6
"Profes., científicos e intelectuales (062)",130,65,36,19,10
"Técnicos de nivel medio y trab. asimilados (063)",17,6,6,,5
"Jefes y empleados de oficina (064)",25,2,1,,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",280,269,7,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",192,165,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",23,22,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,2,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",401,353,36,6,6
"Ocupación no especificada (071)",73,65,5,2,1
,,,,,
"RURAL (072)",5376,4197,979,80,120
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,1,1,7
"Profes., científicos e intelectuales (074)",82,32,26,11,13
"Técnicos de nivel medio y trab. asimilados (075)",20,10,3,1,6
"Jefes y empleados de oficina (076)",20,2,2,3,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",187,166,17,4,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3067,2480,585,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",68,57,6,4,1
"Obreros construc.,conf.,papel, fab., instr. (080)",139,77,36,21,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1532,1163,266,29,74
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",251,210,37,4,
"Hombres (084)",4216,3191,847,73,105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,1,1,6
"Profes., científicos e intelectuales (086)",46,18,12,9,7
"Técnicos de nivel medio y trab. asimilados (087)",14,7,2,1,4
"Jefes y empleados de oficina (088)",13,1,2,2,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",39,19,16,4,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2833,2263,568,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",58,47,6,4,1
"Obreros construc.,conf.,papel, fab., instr. (092)",137,77,35,20,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",968,687,181,27,73
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",99,72,24,3,
"Mujeres (096)",1160,1006,132,7,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",36,14,14,2,6
"Técnicos de nivel medio y trab. asimilados (099)",6,3,1,,2
"Jefes y empleados de oficina (100)",7,1,,1,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",148,147,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",234,217,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",10,10,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",564,476,85,2,1
"Ocupación no especificada (107)",152,138,13,1,
