"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAÑETE (000)",82659,2181,59,14963,37216,6813,10431,3888,7108
"Agric., ganadería, caza y silvicultura (001)",26858,1366,27,7877,12884,1595,1615,700,794
"Pesca (002)",567,7,,143,353,22,32,5,5
"Explotación de minas y canteras (003)",1017,5,1,83,564,84,157,52,71
"Industrias manufactureras (004)",3787,34,3,469,1908,386,541,184,262
"Suministro de electricidad, gas y agua (005)",207,2,,9,79,21,48,17,31
"Construcción (006)",6817,66,2,955,3948,585,647,229,385
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",14188,378,12,2461,6400,1420,1884,707,926
"Venta, mant.y rep. veh.autom.y motoc. (008)",1490,12,1,170,685,162,278,72,110
"Comercio al por mayor (009)",924,7,,89,441,107,129,69,82
"Comercio al por menor (010)",11774,359,11,2202,5274,1151,1477,566,734
"Hoteles y restaurantes (011)",3926,100,4,785,1908,354,401,190,184
"Trans., almac. y comunicaciones (012)",6989,43,2,774,4145,618,709,385,313
"Intermediación financiera (013)",299,1,,,35,23,92,60,88
"Activid.inmobil., empres. y de alquiler (014)",3658,27,3,234,1354,413,645,370,612
"Admin.pub. y defensa; p. segur.soc.afil (015)",2742,10,,93,545,297,817,314,666
"Enseñanza (016)",4345,2,,7,178,289,1752,234,1883
"Servicios sociales y de salud (017)",1432,8,,49,161,96,450,140,528
"Otras activ. serv.comun.soc y personales (018)",2509,39,2,351,1116,288,341,162,210
"Hogares privados con servicio doméstico (019)",2245,60,3,460,1178,214,174,78,78
"Organiz. y organos extraterritoriales (020)",1,,,,,,,1,
"Actividad economica no especificada (021)",1072,33,,213,460,108,126,60,72
"Hombres (022)",53037,759,34,9074,26404,4305,5794,2530,4137
"Agric., ganadería, caza y silvicultura (023)",18647,492,16,5155,9517,1126,1157,548,636
"Pesca (024)",539,4,,135,340,19,31,5,5
"Explotación de minas y canteras (025)",983,4,1,78,551,83,150,50,66
"Industrias manufactureras (026)",2913,17,2,361,1534,296,383,136,184
"Suministro de electricidad, gas y agua (027)",172,2,,9,75,16,35,10,25
"Construcción (028)",6708,63,2,942,3909,572,627,223,370
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",6582,80,3,902,3247,653,856,379,462
"Venta, mant.y rep. veh.autom.y motoc. (030)",1359,9,1,162,633,144,250,60,100
"Comercio al por mayor (031)",553,2,,45,286,58,69,43,50
"Comercio al por menor (032)",4670,69,2,695,2328,451,537,276,312
"Hoteles y restaurantes (033)",1096,14,3,151,576,92,105,81,74
"Trans., almac. y comunicaciones (034)",6548,37,2,751,3968,552,619,343,276
"Intermediación financiera (035)",144,,,,14,14,33,34,49
"Activid.inmobil., empres. y de alquiler (036)",2813,17,3,202,1152,314,418,263,444
"Admin.pub. y defensa; p. segur.soc.afil (037)",1632,5,,63,382,168,440,184,390
"Enseñanza (038)",1663,1,,4,80,103,602,87,786
"Servicios sociales y de salud (039)",429,,,3,49,37,105,40,195
"Otras activ. serv.comun.soc y personales (040)",1569,16,2,211,717,201,173,111,138
