"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",49752,,,7496,14071,10790,6799,9089,1507
"Superior no univ. incompleto (035)",6600,,,,1117,3313,1147,954,69
"Superior no univ. completo (036)",7657,,,,,2877,2430,2131,219
"Superior univ. incompleto (037)",12644,,,,2128,6699,1547,2145,125
"Superior univ. completo (038)",16531,,,,,4067,5434,6453,577
"Hombres (040)",74069,3215,8064,9436,9290,14689,10061,15215,4099
"Sin nivel (041)",5220,3215,698,49,48,127,167,481,435
"Educación inicial (042)",1809,,1715,55,14,14,11,,
"Primaria (043)",20036,,5651,5588,640,930,1404,3715,2108
"Secundaria (044)",25573,,,3744,7127,5559,3469,4778,896
"Superior no univ. incompleto (045)",3208,,,,526,1541,556,535,50
"Superior no univ. completo (046)",3161,,,,,1177,958,908,118
"Superior univ. incompleto (047)",6739,,,,935,3565,892,1260,87
"Superior univ. completo (048)",8323,,,,,1776,2604,3538,405
"Mujeres (050)",80176,3007,7863,9322,9680,16031,11918,17493,4862
"Sin nivel (051)",8951,3007,705,50,96,286,546,2406,1855
"Educación inicial (052)",1784,,1690,42,9,20,23,,
"Primaria (053)",23261,,5468,5478,847,1597,2471,5334,2066
"Secundaria (054)",24179,,,3752,6944,5231,3330,4311,611
"Superior no univ. incompleto (055)",3392,,,,591,1772,591,419,19
"Superior no univ. completo (056)",4496,,,,,1700,1472,1223,101
"Superior univ. incompleto (057)",5905,,,,1193,3134,655,885,38
"Superior univ. completo (058)",8208,,,,,2291,2830,2915,172
,,,,,,,,,
"RURAL (060)",99657,5400,14444,15260,10686,16737,12835,18403,5892
"Sin nivel (061)",29919,5400,3477,445,796,2974,3740,8845,4242
"Educación inicial (062)",2261,,2080,46,24,69,42,,
"Primaria (063)",50111,,8887,12493,4449,8195,6819,7785,1483
"Secundaria (064)",15461,,,2276,5249,4644,1730,1436,126
"Superior no univ. incompleto (065)",561,,,,99,297,102,59,4
"Superior no univ. completo (066)",382,,,,,188,115,67,12
"Superior univ. incompleto (067)",462,,,,69,237,88,61,7
"Superior univ. completo (068)",500,,,,,133,199,150,18
"Hombres (070)",50644,2772,7373,7982,5567,8465,6341,9251,2893
"Sin nivel (071)",11572,2772,1739,215,326,979,1086,2872,1583
"Educación inicial (072)",1141,,1059,25,11,30,16,,
"Primaria (073)",27537,,4575,6518,2200,4104,3820,5134,1186
"Secundaria (074)",9349,,,1224,2955,2913,1145,1021,91
"Superior no univ. incompleto (075)",324,,,,40,167,72,42,3
"Superior no univ. completo (076)",176,,,,,78,43,44,11
"Superior univ. incompleto (077)",275,,,,35,133,58,43,6
"Superior univ. completo (078)",270,,,,,61,101,95,13
"Mujeres (080)",49013,2628,7071,7278,5119,8272,6494,9152,2999
"Sin nivel (081)",18347,2628,1738,230,470,1995,2654,5973,2659
"Educación inicial (082)",1120,,1021,21,13,39,26,,
"Primaria (083)",22574,,4312,5975,2249,4091,2999,2651,297
"Secundaria (084)",6112,,,1052,2294,1731,585,415,35
"Superior no univ. incompleto (085)",237,,,,59,130,30,17,1
"Superior no univ. completo (086)",206,,,,,110,72,23,1
"Superior univ. incompleto (087)",187,,,,34,104,30,18,1
"Superior univ. completo (088)",230,,,,,72,98,55,5
